,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7992,8,0,0
3,7984,16,0,0
4,7972,28,0,0
5,7962,37,1,0
6,7947,49,4,0
7,7928,64,8,0
8,7909,75,16,0
9,7888,84,28,0
10,7865,97,38,0
11,7836,110,53,1
12,7804,121,72,3
13,7775,131,91,3
14,7740,145,112,3
15,7708,154,135,3
16,7676,158,163,3
17,7641,163,193,3
18,7605,170,222,3
19,7563,177,257,3
20,7515,193,289,3
21,7467,209,321,3
22,7415,226,356,3
23,7361,244,392,3
24,7314,249,434,3
25,7264,251,482,3
26,7202,265,530,3
27,7145,270,582,3
28,7092,269,636,3
29,7035,279,683,3
30,6972,292,733,3
31,6907,295,795,3
32,6841,304,852,3
33,6774,318,905,3
34,6706,329,962,3
35,6640,332,1025,3
36,6565,342,1090,3
37,6489,352,1156,3
38,6401,373,1223,3
39,6316,390,1291,3
40,6238,402,1357,3
41,6157,408,1432,3
42,6073,416,1508,3
43,5985,414,1596,5
44,5901,412,1681,6
45,5823,411,1759,7
46,5739,414,1840,7
47,5648,421,1924,7
48,5557,426,2010,7
49,5456,444,2093,7
50,5409,414,2170,7
51,5377,362,2254,7
52,5349,299,2345,7
53,5331,226,2436,7
54,5315,141,2537,7
55,5298,111,2584,7
56,5284,93,2616,7
57,5268,81,2644,7
58,5251,80,2662,7
59,5234,81,2678,7
60,5216,82,2695,7
61,5198,86,2709,7
62,5179,89,2725,7
63,5167,84,2742,7
64,5155,79,2759,7
65,5144,72,2777,7
66,5132,66,2795,7
67,5121,58,2814,7
68,5109,58,2826,7
69,5099,56,2838,7
70,5090,54,2849,7
71,5078,54,2861,7
72,5069,52,2872,7
73,5061,48,2884,7
74,5053,46,2894,7
75,5047,43,2903,7
76,5038,40,2915,7
77,5032,37,2924,7
78,5025,36,2932,7
79,5018,35,2940,7
80,5011,36,2946,7
81,5005,33,2955,7
82,5000,32,2961,7
83,4996,29,2968,7
84,4994,24,2975,7
85,4991,20,2982,7
86,4991,14,2988,7
87,4991,9,2993,7
88,4990,6,2997,7
89,4990,4,2999,7
90,4990,1,3002,7
91,4990,1,3002,7
92,4990,1,3002,7
93,4990,0,3003,7
