,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,5,0,3
2,7982,11,0,7
3,7974,15,0,11
4,7960,24,0,16
5,7944,36,1,19
6,7922,49,5,24
7,7899,63,11,27
8,7872,81,15,32
9,7845,97,24,34
10,7816,108,37,39
11,7789,115,54,42
12,7761,120,74,45
13,7729,126,96,49
14,7693,132,121,54
15,7659,140,145,56
16,7611,159,169,61
17,7569,174,194,63
18,7525,185,222,68
19,7481,196,253,70
20,7430,211,285,74
21,7373,221,328,78
22,7318,233,368,81
23,7263,247,407,83
24,7212,254,449,85
25,7152,264,496,88
26,7098,264,549,89
27,7044,263,601,92
28,6980,272,654,94
29,6913,288,703,96
30,6872,271,760,97
31,6831,258,813,98
32,6797,240,864,99
33,6764,210,926,100
34,6730,177,991,102
35,6693,174,1031,102
36,6650,176,1071,103
37,6599,194,1104,103
38,6546,214,1136,104
39,6484,244,1168,104
40,6418,273,1205,104
41,6347,301,1247,105
42,6271,326,1298,105
43,6209,335,1350,106
44,6137,345,1412,106
45,6056,359,1478,107
46,5974,371,1548,107
47,5883,386,1624,107
48,5803,405,1685,107
49,5714,421,1757,108
50,5651,404,1837,108
51,5575,397,1919,109
52,5516,365,2010,109
53,5462,338,2090,110
54,5411,301,2178,110
55,5363,285,2241,111
56,5311,262,2316,111
57,5260,254,2375,111
58,5220,240,2428,112
59,5175,234,2479,112
60,5125,236,2526,113
61,5091,218,2578,113
62,5056,201,2629,114
63,5031,187,2668,114
64,4999,173,2713,115
65,4979,144,2762,115
66,4965,124,2796,115
67,4956,98,2830,116
68,4950,79,2855,116
69,4941,56,2886,117
70,4931,46,2906,117
71,4922,40,2920,118
72,4912,41,2928,119
73,4906,39,2934,121
74,4903,34,2942,121
75,4898,28,2952,122
76,4896,21,2960,123
77,4891,15,2969,125
78,4889,12,2973,126
79,4886,10,2976,128
80,4886,6,2980,128
81,4884,5,2981,130
82,4884,2,2984,130
83,4883,1,2985,131
84,4883,0,2986,131
