,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,4,0,2
2,7982,9,0,9
3,7975,14,0,11
4,7963,21,0,16
5,7947,33,1,19
6,7929,45,4,22
7,7911,55,9,25
8,7893,66,14,27
9,7868,81,21,30
10,7838,95,34,33
11,7811,105,49,35
12,7786,113,64,37
13,7758,122,80,40
14,7730,124,102,44
15,7696,128,129,47
16,7657,140,154,49
17,7615,156,177,52
18,7572,172,202,54
19,7527,191,226,56
20,7484,201,257,58
21,7433,212,294,61
22,7375,230,333,62
23,7324,237,374,65
24,7269,246,417,68
25,7212,260,458,70
26,7151,270,506,73
27,7091,270,563,76
28,7027,284,611,78
29,6959,298,663,80
30,6890,308,718,84
31,6831,308,776,85
32,6767,313,833,87
33,6711,305,895,89
34,6647,302,961,90
35,6582,299,1026,93
36,6519,303,1084,94
37,6457,301,1146,96
38,6392,310,1200,98
39,6320,317,1263,100
40,6247,327,1325,101
41,6164,347,1387,102
42,6078,371,1447,104
43,5986,400,1510,104
44,5872,442,1580,106
45,5761,480,1652,107
46,5643,513,1734,110
47,5536,535,1818,111
48,5425,554,1910,111
49,5310,554,2022,114
50,5219,533,2132,116
51,5147,489,2247,117
52,5085,443,2353,119
53,5031,384,2464,121
54,4971,331,2576,122
55,4931,280,2665,124
56,4898,239,2736,127
57,4861,216,2796,127
58,4827,196,2848,129
59,4813,150,2907,130
60,4799,125,2945,131
61,4790,103,2975,132
62,4783,72,3012,133
63,4774,48,3044,134
64,4760,48,3057,135
65,4748,45,3070,137
66,4742,43,3078,137
67,4733,44,3084,139
68,4722,46,3092,140
69,4712,43,3105,140
70,4702,42,3115,141
71,4692,46,3121,141
72,4686,43,3128,143
73,4680,38,3138,144
74,4674,33,3148,145
75,4670,27,3157,146
76,4668,17,3167,148
77,4668,13,3171,148
78,4665,10,3176,149
79,4664,5,3181,150
80,4662,2,3184,152
81,4662,2,3184,152
82,4661,2,3184,153
83,4659,1,3186,154
84,4658,2,3186,154
85,4657,2,3186,155
86,4657,2,3186,155
87,4657,2,3186,155
88,4657,1,3187,155
89,4657,0,3188,155
