,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7990,4,0,6
2,7982,9,0,9
3,7969,15,0,16
4,7958,24,0,18
5,7940,33,1,26
6,7924,44,4,28
7,7908,48,9,35
8,7895,53,15,37
9,7875,57,24,44
10,7857,63,34,46
11,7832,66,48,54
12,7807,80,57,56
13,7777,93,68,62
14,7749,105,81,65
15,7715,119,97,69
16,7682,133,114,71
17,7641,146,137,76
18,7596,164,161,79
19,7556,175,186,83
20,7512,187,216,85
21,7465,198,247,90
22,7419,206,283,92
23,7370,209,325,96
24,7319,222,361,98
25,7274,223,403,100
26,7220,233,445,102
27,7156,251,489,104
28,7093,265,534,108
29,7040,267,583,110
30,7002,260,626,112
31,6965,242,678,115
32,6923,221,740,116
33,6874,207,799,120
34,6821,208,850,121
35,6760,229,886,125
36,6693,261,920,126
37,6626,284,961,129
38,6553,311,1006,130
39,6468,341,1058,133
40,6384,368,1115,133
41,6298,385,1181,136
42,6212,407,1245,136
43,6135,409,1317,139
44,6044,418,1399,139
45,5952,424,1483,141
46,5853,439,1566,142
47,5762,444,1652,142
48,5676,454,1726,144
49,5589,450,1817,144
50,5542,406,1907,145
51,5507,343,2005,145
52,5478,279,2096,147
53,5456,217,2180,147
54,5445,139,2267,149
55,5438,100,2313,149
56,5435,67,2348,150
57,5434,40,2375,151
58,5432,19,2397,152
59,5428,13,2406,153
60,5424,9,2413,154
61,5422,8,2415,155
62,5419,11,2415,155
63,5416,12,2416,156
64,5415,10,2419,156
65,5414,7,2422,157
66,5414,6,2423,157
67,5413,3,2426,158
68,5412,2,2428,158
69,5411,1,2429,159
70,5411,1,2429,159
71,5411,1,2429,159
72,5411,1,2429,159
73,5411,0,2430,159
