,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7994,6,0,0
3,7989,11,0,0
4,7982,18,0,0
5,7972,27,1,0
6,7962,35,3,0
7,7951,43,6,0
8,7935,54,11,0
9,7920,62,18,0
10,7897,75,28,0
11,7871,91,38,0
12,7851,100,49,0
13,7826,109,65,0
14,7800,120,80,0
15,7776,121,103,0
16,7752,119,129,0
17,7717,134,149,0
18,7680,146,174,0
19,7639,161,200,0
20,7602,174,224,0
21,7566,186,248,0
22,7526,191,283,0
23,7478,202,320,0
24,7422,217,361,0
25,7366,236,398,0
26,7316,250,434,0
27,7263,263,474,0
28,7206,272,522,0
29,7155,267,578,0
30,7098,268,634,0
31,7039,277,684,0
32,6971,290,737,2
33,6901,303,794,2
34,6831,322,845,2
35,6756,337,902,5
36,6678,352,961,9
37,6615,348,1027,10
38,6547,344,1097,12
39,6481,340,1167,12
40,6405,343,1239,13
41,6320,352,1313,15
42,6246,364,1375,15
43,6166,376,1441,17
44,6089,386,1507,18
45,5996,404,1582,18
46,5910,407,1665,18
47,5827,414,1739,20
48,5748,415,1817,20
49,5659,428,1893,20
50,5601,393,1986,20
51,5564,344,2072,20
52,5528,299,2153,20
53,5504,243,2232,21
54,5486,172,2321,21
55,5466,134,2379,21
56,5448,115,2416,21
57,5433,94,2452,21
58,5413,91,2475,21
59,5397,89,2493,21
60,5379,87,2513,21
61,5364,84,2531,21
62,5352,81,2546,21
63,5336,77,2566,21
64,5324,73,2582,21
65,5315,64,2600,21
66,5306,58,2615,21
67,5293,59,2627,21
68,5283,53,2643,21
69,5274,50,2655,21
70,5270,45,2664,21
71,5267,39,2673,21
72,5266,27,2686,21
73,5262,21,2696,21
74,5261,13,2705,21
75,5260,10,2709,21
76,5259,8,2712,21
77,5258,8,2713,21
78,5257,5,2717,21
79,5257,4,2718,21
80,5257,3,2719,21
81,5256,3,2720,21
82,5255,3,2721,21
83,5253,4,2722,21
84,5251,6,2722,21
85,5249,8,2722,21
86,5246,10,2723,21
87,5246,9,2724,21
88,5246,7,2726,21
89,5246,5,2728,21
90,5246,3,2730,21
91,5246,0,2733,21
