,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,4,0,1
2,7988,6,0,6
3,7979,11,0,10
4,7964,21,0,15
5,7949,31,1,19
6,7933,39,4,24
7,7915,51,6,28
8,7895,61,11,33
9,7873,70,21,36
10,7849,79,32,40
11,7824,90,43,43
12,7797,99,57,47
13,7768,109,72,51
14,7738,118,91,53
15,7697,133,111,59
16,7661,147,133,59
17,7624,158,156,62
18,7589,166,181,64
19,7550,174,209,67
20,7511,176,244,69
21,7472,176,280,72
22,7434,179,314,73
23,7393,183,347,77
24,7346,192,383,79
25,7289,208,420,83
26,7240,221,456,83
27,7181,239,493,87
28,7122,261,530,87
29,7065,269,575,91
30,7016,265,628,91
31,6978,253,677,92
32,6947,228,732,93
33,6917,199,791,93
34,6878,183,844,95
35,6843,169,893,95
36,6814,160,930,96
37,6781,163,960,96
38,6738,174,990,98
39,6688,186,1027,99
40,6642,197,1062,99
41,6587,222,1090,101
42,6528,246,1123,103
43,6475,258,1164,103
44,6419,263,1213,105
45,6353,282,1259,106
46,6288,293,1312,107
47,6221,302,1369,108
48,6158,311,1422,109
49,6098,316,1476,110
50,6056,290,1541,113
51,6023,258,1605,114
52,5998,215,1671,116
53,5980,169,1733,118
54,5966,124,1792,118
55,5958,91,1831,120
56,5954,62,1863,121
57,5948,44,1886,122
58,5943,32,1902,123
59,5936,23,1916,125
60,5932,20,1922,126
61,5930,18,1925,127
62,5927,14,1930,129
63,5922,13,1934,131
64,5922,8,1939,131
65,5919,6,1942,133
66,5916,7,1943,134
67,5914,8,1944,134
68,5913,5,1947,135
69,5911,7,1947,135
70,5908,8,1948,136
71,5906,6,1950,138
72,5905,4,1952,139
73,5904,4,1952,140
74,5903,2,1954,141
75,5903,0,1956,141
