,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,4,0,4
2,7984,9,0,7
3,7971,16,0,13
4,7960,25,0,15
5,7945,34,1,20
6,7928,44,4,24
7,7912,51,9,28
8,7894,60,16,30
9,7876,67,25,32
10,7858,71,35,36
11,7834,81,48,37
12,7807,93,60,40
13,7785,96,76,43
14,7759,103,92,46
15,7725,118,106,51
16,7690,129,129,52
17,7649,142,153,56
18,7605,165,172,58
19,7563,182,195,60
20,7520,192,224,64
21,7473,203,258,66
22,7418,216,295,71
23,7365,224,337,74
24,7309,236,377,78
25,7250,252,416,82
26,7200,254,461,85
27,7144,257,511,88
28,7082,265,561,92
29,7025,267,613,95
30,6983,254,668,95
31,6944,243,715,98
32,6908,226,768,98
33,6872,202,826,100
34,6836,184,880,100
35,6798,179,922,101
36,6759,180,958,103
37,6721,182,994,103
38,6682,185,1028,105
39,6642,188,1064,106
40,6603,189,1101,107
41,6565,189,1138,108
42,6514,200,1176,110
43,6466,211,1213,110
44,6423,214,1252,111
45,6380,218,1290,112
46,6330,229,1327,114
47,6278,232,1376,114
48,6229,232,1424,115
49,6173,244,1466,117
50,6127,248,1508,117
51,6080,245,1556,119
52,6032,240,1608,120
53,5986,237,1656,121
54,5949,219,1710,122
55,5905,215,1756,124
56,5871,204,1801,124
57,5836,191,1848,125
58,5804,177,1893,126
59,5777,168,1929,126
60,5743,158,1971,128
61,5701,165,2005,129
62,5657,174,2039,130
63,5611,187,2070,132
64,5581,189,2097,133
65,5543,194,2129,134
66,5499,196,2170,135
67,5466,185,2213,136
68,5442,165,2257,136
69,5418,158,2286,138
70,5397,141,2323,139
71,5375,119,2366,140
72,5350,110,2398,142
73,5330,105,2422,143
74,5311,102,2444,143
75,5294,97,2464,145
76,5276,92,2485,147
77,5263,82,2508,147
78,5251,73,2527,149
79,5241,62,2546,151
80,5235,53,2561,151
81,5228,43,2577,152
82,5222,36,2590,152
83,5217,30,2600,153
84,5215,24,2608,153
85,5214,18,2614,154
86,5213,12,2620,155
87,5212,7,2626,155
88,5210,4,2630,156
89,5209,2,2632,157
90,5209,2,2632,157
91,5209,2,2632,157
92,5209,1,2633,157
93,5209,0,2634,157
