,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7991,4,0,5
2,7983,8,0,9
3,7972,14,0,14
4,7961,21,0,18
5,7949,29,1,21
6,7934,38,4,24
7,7919,48,8,25
8,7902,55,14,29
9,7889,60,21,30
10,7865,73,30,32
11,7841,83,42,34
12,7820,89,56,35
13,7795,98,69,38
14,7772,109,81,38
15,7741,115,103,41
16,7711,122,125,42
17,7680,131,145,44
18,7641,148,167,44
19,7600,163,190,47
20,7560,174,218,48
21,7513,189,247,51
22,7470,203,276,51
23,7422,210,315,53
24,7375,218,353,54
25,7322,228,392,58
26,7272,233,436,59
27,7221,239,479,61
28,7171,241,525,63
29,7114,249,571,66
30,7052,260,620,68
31,6990,270,669,71
32,6930,281,718,71
33,6859,302,766,73
34,6797,309,820,74
35,6736,308,880,76
36,6675,309,939,77
37,6610,312,999,79
38,6541,310,1068,81
39,6470,319,1129,82
40,6401,328,1188,83
41,6324,343,1248,85
42,6248,355,1311,86
43,6165,369,1378,88
44,6079,384,1448,89
45,5986,408,1516,90
46,5902,415,1591,92
47,5827,414,1666,93
48,5744,414,1747,95
49,5649,423,1832,96
50,5613,366,1924,97
51,5592,303,2006,99
52,5571,249,2080,100
53,5556,181,2161,102
54,5547,94,2255,104
55,5536,69,2290,105
56,5529,56,2309,106
57,5525,38,2329,108
58,5521,27,2342,110
59,5515,24,2349,112
60,5510,19,2359,112
61,5507,14,2365,114
62,5505,13,2367,115
63,5504,11,2369,116
64,5504,7,2373,116
65,5502,3,2378,117
66,5502,2,2379,117
67,5501,1,2380,118
68,5501,1,2380,118
69,5500,1,2380,119
70,5500,0,2381,119
