,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,4,0,3
2,7984,8,0,8
3,7974,14,0,12
4,7958,25,0,17
5,7943,36,1,20
6,7922,49,4,25
7,7904,61,8,27
8,7877,76,14,33
9,7855,85,25,35
10,7830,92,37,41
11,7807,97,53,43
12,7776,109,69,46
13,7749,112,90,49
14,7720,117,110,53
15,7693,124,129,54
16,7660,133,150,57
17,7626,135,178,61
18,7595,141,202,62
19,7564,144,227,65
20,7527,153,253,67
21,7490,157,283,70
22,7452,163,313,72
23,7412,170,343,75
24,7371,180,371,78
25,7334,181,406,79
26,7296,181,440,83
27,7247,192,476,85
28,7192,207,513,88
29,7139,220,551,90
30,7103,217,587,93
31,7066,219,621,94
32,7032,204,668,96
33,7002,181,720,97
34,6968,162,771,99
35,6929,167,804,100
36,6885,172,840,103
37,6843,182,872,103
38,6787,206,901,106
39,6735,225,933,107
40,6682,239,971,108
41,6630,248,1012,110
42,6573,261,1054,112
43,6512,269,1107,112
44,6448,281,1158,113
45,6379,296,1210,115
46,6314,311,1260,115
47,6247,322,1315,116
48,6181,327,1376,116
49,6109,334,1439,118
50,6069,305,1506,120
51,6036,273,1571,120
52,6016,224,1637,123
53,6003,170,1703,124
54,5990,113,1773,124
55,5976,87,1811,126
56,5971,57,1844,128
57,5960,50,1861,129
58,5949,47,1873,131
59,5941,40,1886,133
60,5935,33,1898,134
61,5931,32,1901,136
62,5924,27,1911,138
63,5916,24,1920,140
64,5908,25,1926,141
65,5900,26,1931,143
66,5893,29,1933,145
67,5890,26,1938,146
68,5885,22,1944,149
69,5879,20,1951,150
70,5869,22,1957,152
71,5863,22,1962,153
72,5858,24,1964,154
73,5854,25,1966,155
74,5852,21,1971,156
75,5848,16,1979,157
76,5845,13,1984,158
77,5841,13,1988,158
78,5837,13,1991,159
79,5835,14,1992,159
80,5831,14,1995,160
81,5828,13,1997,162
82,5827,10,2001,162
83,5824,9,2004,163
84,5820,9,2006,165
85,5818,8,2009,165
86,5814,9,2010,167
87,5811,11,2011,167
88,5807,12,2013,168
89,5807,10,2015,168
90,5806,8,2017,169
91,5805,7,2019,169
92,5804,5,2022,169
93,5804,2,2025,169
94,5804,2,2025,169
95,5802,4,2025,169
96,5801,4,2026,169
97,5800,4,2027,169
98,5800,4,2027,169
99,5799,5,2027,169
100,5798,4,2029,169
101,5798,3,2030,169
102,5797,3,2031,169
103,5797,3,2031,169
104,5797,2,2032,169
105,5797,1,2033,169
106,5797,1,2033,169
107,5797,0,2034,169
