,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,3,0,1
2,7986,6,0,8
3,7976,14,0,10
4,7958,24,0,18
5,7948,32,1,19
6,7928,43,3,26
7,7910,57,6,27
8,7885,70,14,31
9,7863,81,24,32
10,7838,92,33,37
11,7814,100,46,40
12,7788,105,63,44
13,7761,109,84,46
14,7732,113,105,50
15,7697,125,125,53
16,7665,133,146,56
17,7630,141,168,61
18,7587,157,193,63
19,7546,169,218,67
20,7512,169,250,69
21,7472,176,279,73
22,7427,189,309,75
23,7377,195,350,78
24,7328,205,387,80
25,7275,223,419,83
26,7216,245,455,84
27,7160,258,498,84
28,7099,269,545,87
29,7042,278,592,88
30,6995,273,642,90
31,6951,258,700,91
32,6903,248,756,93
33,6856,235,814,95
34,6809,226,870,95
35,6758,229,915,98
36,6705,238,958,99
37,6647,249,1004,100
38,6598,251,1049,102
39,6548,253,1096,103
40,6488,264,1144,104
41,6435,264,1196,105
42,6379,261,1253,107
43,6327,264,1300,109
44,6264,277,1349,110
45,6203,277,1408,112
46,6141,285,1460,114
47,6080,292,1514,114
48,6005,314,1564,117
49,5934,322,1626,118
50,5907,288,1685,120
51,5882,251,1745,122
52,5869,202,1806,123
53,5850,147,1878,125
54,5833,92,1948,127
55,5817,82,1973,128
56,5806,67,1996,131
57,5798,62,2008,132
58,5795,48,2025,132
59,5791,34,2040,135
60,5788,21,2055,136
61,5787,13,2063,137
62,5784,8,2070,138
63,5780,8,2073,139
64,5774,12,2074,140
65,5770,13,2076,141
66,5766,15,2076,143
67,5764,15,2078,143
68,5758,16,2081,145
69,5751,17,2086,146
70,5747,18,2089,146
71,5739,22,2091,148
72,5732,27,2093,148
73,5723,30,2097,150
74,5719,27,2103,151
75,5715,26,2107,152
76,5710,24,2113,153
77,5706,21,2120,153
78,5699,20,2127,154
79,5692,23,2130,155
80,5685,27,2133,155
81,5674,33,2137,156
82,5672,30,2141,157
83,5670,26,2147,157
84,5667,23,2153,157
85,5665,18,2160,157
86,5662,11,2170,157
87,5659,13,2171,157
88,5657,13,2173,157
89,5656,11,2176,157
90,5656,9,2178,157
91,5656,6,2181,157
92,5656,3,2184,157
93,5656,1,2186,157
94,5656,0,2187,157
