,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7987,8,0,5
3,7975,15,0,10
4,7961,24,0,15
5,7945,36,1,18
6,7925,48,4,23
7,7911,55,8,26
8,7891,65,15,29
9,7870,73,24,33
10,7845,82,37,36
11,7823,84,52,41
12,7799,95,63,43
13,7770,103,80,47
14,7740,112,97,51
15,7713,114,119,54
16,7684,123,136,57
17,7650,133,158,59
18,7615,140,183,62
19,7580,147,209,64
20,7540,158,233,69
21,7499,171,259,71
22,7446,187,291,76
23,7398,201,323,78
24,7346,216,356,82
25,7297,227,391,85
26,7237,244,430,89
27,7178,253,478,91
28,7114,267,524,95
29,7049,282,572,97
30,7010,273,618,99
31,6970,253,674,103
32,6949,216,731,104
33,6920,183,791,106
34,6890,149,854,107
35,6851,150,891,108
36,6809,155,927,109
37,6769,173,947,111
38,6718,196,974,112
39,6658,225,1003,114
40,6598,246,1041,115
41,6532,270,1082,116
42,6457,305,1120,118
43,6378,333,1170,119
44,6288,363,1228,121
45,6200,391,1287,122
46,6114,410,1352,124
47,6031,420,1425,124
48,5951,419,1503,127
49,5883,399,1591,127
50,5822,371,1678,129
51,5761,348,1762,129
52,5716,308,1845,131
53,5686,261,1922,131
54,5652,224,1990,134
55,5628,189,2049,134
56,5608,147,2110,135
57,5591,121,2153,135
58,5575,106,2183,136
59,5553,97,2214,136
60,5522,102,2238,138
61,5496,109,2257,138
62,5477,111,2274,138
63,5455,117,2289,139
64,5432,116,2311,141
65,5417,101,2340,142
66,5398,93,2366,143
67,5380,91,2385,144
68,5356,92,2406,146
69,5335,92,2427,146
70,5311,100,2441,148
71,5292,100,2459,149
72,5278,96,2476,150
73,5259,92,2498,151
74,5244,86,2519,151
75,5230,77,2541,152
76,5209,78,2559,154
77,5192,82,2572,154
78,5177,78,2590,155
79,5170,69,2605,156
80,5163,63,2618,156
81,5153,53,2637,157
82,5141,47,2654,158
83,5132,42,2668,158
84,5124,44,2674,158
85,5114,47,2681,158
86,5102,50,2690,158
87,5096,45,2701,158
88,5093,39,2710,158
89,5090,34,2718,158
90,5087,27,2728,158
91,5086,16,2740,158
92,5082,14,2746,158
93,5081,12,2749,158
94,5078,12,2752,158
95,5078,9,2755,158
96,5078,8,2756,158
97,5077,5,2760,158
98,5076,5,2761,158
99,5074,4,2764,158
100,5074,4,2764,158
101,5074,4,2764,158
102,5074,3,2765,158
103,5074,2,2766,158
104,5074,0,2768,158
