,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,6,0,0
2,7987,13,0,0
3,7979,21,0,0
4,7963,37,0,0
5,7951,48,1,0
6,7936,58,6,0
7,7915,72,13,0
8,7894,85,21,0
9,7869,94,37,0
10,7840,111,49,0
11,7814,122,64,0
12,7791,124,85,0
13,7761,133,106,0
14,7731,138,131,0
15,7699,141,160,0
16,7667,147,186,0
17,7638,153,209,0
18,7603,158,239,0
19,7570,161,269,0
20,7531,168,301,0
21,7498,169,333,0
22,7461,177,362,0
23,7409,194,397,0
24,7359,209,430,2
25,7308,219,469,4
26,7264,229,502,5
27,7208,248,539,5
28,7149,255,591,5
29,7095,261,639,5
30,7032,273,688,7
31,6972,290,731,7
32,6911,292,787,10
33,6849,295,846,10
34,6794,293,900,13
35,6730,295,961,14
36,6658,306,1021,15
37,6582,324,1079,15
38,6511,333,1141,15
39,6428,363,1193,16
40,6343,385,1256,16
41,6268,389,1327,16
42,6185,396,1403,16
43,6094,416,1474,16
44,6006,422,1556,16
45,5916,427,1641,16
46,5825,443,1716,16
47,5729,456,1799,16
48,5634,460,1890,16
49,5538,468,1978,16
50,5489,427,2068,16
51,5447,378,2159,16
52,5423,306,2255,16
53,5402,232,2350,16
54,5383,155,2446,16
55,5369,120,2495,16
56,5359,88,2537,16
57,5344,79,2561,16
58,5327,75,2582,16
59,5311,72,2601,16
60,5298,71,2615,16
61,5285,74,2625,16
62,5271,73,2640,16
63,5258,69,2657,16
64,5247,64,2673,16
65,5237,61,2686,16
66,5229,56,2699,16
67,5223,48,2713,16
68,5215,43,2726,16
69,5208,39,2737,16
70,5198,39,2747,16
71,5192,37,2755,16
72,5186,36,2761,17
73,5183,31,2769,17
74,5179,28,2776,17
75,5173,24,2786,17
76,5167,23,2792,18
77,5164,21,2797,18
78,5160,22,2800,18
79,5157,21,2804,18
80,5152,20,2810,18
81,5145,22,2815,18
82,5141,23,2818,18
83,5139,21,2822,18
84,5137,20,2825,18
85,5135,17,2830,18
86,5134,11,2837,18
87,5134,7,2841,18
88,5134,5,2843,18
89,5134,3,2845,18
90,5133,2,2847,18
91,5133,1,2848,18
92,5133,1,2848,18
93,5133,1,2848,18
94,5133,1,2848,18
95,5133,0,2849,18
