,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7989,11,0,0
3,7982,18,0,0
4,7973,27,0,0
5,7964,35,1,0
6,7951,45,4,0
7,7936,53,11,0
8,7921,61,18,0
9,7902,71,27,0
10,7881,83,36,0
11,7857,94,49,0
12,7832,104,64,0
13,7805,116,79,0
14,7777,125,98,0
15,7742,139,119,0
16,7705,152,143,0
17,7670,162,168,0
18,7636,168,195,1
19,7604,172,223,1
20,7571,169,258,2
21,7531,171,295,3
22,7489,176,330,5
23,7442,189,363,6
24,7400,199,395,6
25,7352,215,427,6
26,7307,221,466,6
27,7254,234,506,6
28,7196,246,552,6
29,7136,264,594,6
30,7059,291,642,8
31,6983,321,687,9
32,6923,326,740,11
33,6863,327,798,12
34,6803,325,858,14
35,6734,319,933,14
36,6667,311,1008,14
37,6607,313,1066,14
38,6541,320,1125,14
39,6462,341,1183,14
40,6384,350,1252,14
41,6301,366,1319,14
42,6212,392,1379,17
43,6132,404,1445,19
44,6044,410,1524,22
45,5964,412,1602,22
46,5880,413,1685,22
47,5791,416,1771,22
48,5696,433,1849,22
49,5590,454,1934,22
50,5504,458,2014,24
51,5453,425,2098,24
52,5417,372,2187,24
53,5398,296,2282,24
54,5371,217,2388,24
55,5355,149,2472,24
56,5332,121,2523,24
57,5319,98,2559,24
58,5307,91,2578,24
59,5290,81,2605,24
60,5272,83,2621,24
61,5253,79,2644,24
62,5241,78,2657,24
63,5222,85,2669,24
64,5210,80,2686,24
65,5200,72,2704,24
66,5188,65,2723,24
67,5180,61,2735,24
68,5169,53,2754,24
69,5164,46,2766,24
70,5162,38,2776,24
71,5158,30,2788,24
72,5154,26,2796,24
73,5153,16,2807,24
74,5150,14,2812,24
75,5148,14,2814,24
76,5146,12,2818,24
77,5142,12,2822,24
78,5142,11,2823,24
79,5140,10,2826,24
80,5139,9,2828,24
81,5136,10,2830,24
82,5130,12,2834,24
83,5122,20,2834,24
84,5119,21,2836,24
85,5116,23,2837,24
86,5113,23,2840,24
87,5111,19,2846,24
88,5110,12,2854,24
89,5108,11,2857,24
90,5108,8,2860,24
91,5107,6,2863,24
92,5106,5,2865,24
93,5105,5,2866,24
94,5101,7,2868,24
95,5095,13,2868,24
96,5091,16,2869,24
97,5091,15,2870,24
98,5091,14,2871,24
99,5091,10,2875,24
100,5090,5,2881,24
101,5090,1,2885,24
102,5090,1,2885,24
103,5090,1,2885,24
104,5090,1,2885,24
105,5090,0,2886,24
