,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,2,0,1
2,7985,6,0,9
3,7979,11,0,10
4,7963,19,0,18
5,7951,28,1,20
6,7936,36,2,26
7,7921,44,6,29
8,7900,55,11,34
9,7880,63,19,38
10,7855,72,29,44
11,7827,88,38,47
12,7796,102,50,52
13,7766,112,66,56
14,7738,120,82,60
15,7713,124,101,62
16,7673,137,126,64
17,7629,153,152,66
18,7585,168,178,69
19,7542,186,202,70
20,7503,200,225,72
21,7466,197,263,74
22,7427,191,305,77
23,7386,189,346,79
24,7338,192,388,82
25,7286,204,425,85
26,7227,227,460,86
27,7166,249,496,89
28,7103,272,535,90
29,7034,293,580,93
30,6985,292,629,94
31,6934,283,687,96
32,6894,264,745,97
33,6851,244,807,98
34,6804,224,873,99
35,6754,225,921,100
36,6705,224,970,101
37,6644,244,1009,103
38,6576,269,1051,104
39,6507,290,1097,106
40,6442,306,1146,106
41,6368,330,1194,108
42,6298,341,1253,108
43,6225,346,1320,109
44,6149,354,1387,110
45,6071,366,1452,111
46,5998,365,1524,113
47,5933,360,1594,113
48,5854,366,1666,114
49,5778,365,1741,116
50,5723,343,1818,116
51,5680,313,1889,118
52,5652,276,1954,118
53,5621,227,2032,120
54,5598,176,2106,120
55,5575,142,2161,122
56,5552,123,2202,123
57,5532,114,2230,124
58,5523,94,2259,124
59,5508,85,2282,125
60,5498,74,2303,125
61,5487,63,2325,125
62,5480,51,2344,125
63,5476,46,2353,125
64,5469,39,2367,125
65,5465,33,2377,125
66,5460,27,2388,125
67,5455,25,2395,125
68,5451,25,2399,125
69,5444,25,2406,125
70,5438,27,2410,125
71,5435,25,2415,125
72,5433,22,2420,125
73,5431,20,2424,125
74,5430,14,2431,125
75,5428,10,2437,125
76,5428,7,2440,125
77,5427,6,2442,125
78,5425,6,2444,125
79,5423,7,2445,125
80,5423,5,2447,125
81,5423,5,2447,125
82,5423,4,2448,125
83,5423,2,2450,125
84,5422,1,2452,125
85,5421,2,2452,125
86,5421,2,2452,125
87,5421,2,2452,125
88,5421,2,2452,125
89,5421,1,2453,125
90,5421,0,2454,125
