,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,5,0,1
2,7984,11,0,5
3,7973,17,0,10
4,7959,27,0,14
5,7940,39,1,20
6,7925,46,5,24
7,7909,52,11,28
8,7895,59,17,29
9,7872,68,27,33
10,7850,75,40,35
11,7826,84,51,39
12,7796,99,63,42
13,7771,109,76,44
14,7739,118,95,48
15,7708,128,115,49
16,7671,140,135,54
17,7638,145,162,55
18,7596,160,185,59
19,7558,168,213,61
20,7515,178,243,64
21,7473,187,275,65
22,7423,203,307,67
23,7370,215,345,70
24,7316,231,381,72
25,7260,245,421,74
26,7208,253,462,77
27,7150,262,510,78
28,7091,268,560,81
29,7030,275,612,83
30,6976,274,666,84
31,6923,276,715,86
32,6872,269,772,87
33,6823,261,828,88
34,6775,248,887,90
35,6721,246,940,93
36,6668,248,991,93
37,6606,257,1041,96
38,6544,269,1089,98
39,6478,289,1135,98
40,6413,302,1186,99
41,6348,311,1239,102
42,6282,317,1298,103
43,6210,327,1358,105
44,6145,325,1424,106
45,6077,327,1488,108
46,6015,326,1550,109
47,5942,332,1615,111
48,5866,337,1685,112
49,5786,351,1749,114
50,5742,327,1815,116
51,5713,293,1876,118
52,5693,241,1947,119
53,5677,181,2022,120
54,5660,118,2100,122
55,5653,81,2142,124
56,5650,56,2169,125
57,5645,40,2188,127
58,5641,27,2203,129
59,5637,15,2218,130
60,5636,11,2223,130
61,5635,9,2225,131
62,5630,9,2228,133
63,5628,7,2230,135
64,5627,4,2233,136
65,5622,6,2234,138
66,5619,8,2234,139
67,5615,6,2237,142
68,5615,6,2237,142
69,5614,6,2237,143
70,5612,3,2240,145
71,5612,1,2242,145
72,5612,0,2243,145
