,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7992,8,0,0
3,7984,16,0,0
4,7976,24,0,0
5,7965,34,1,0
6,7950,46,4,0
7,7935,57,8,0
8,7914,70,16,0
9,7894,82,24,0
10,7872,93,35,0
11,7849,101,50,0
12,7818,117,65,0
13,7792,122,86,0
14,7764,130,106,0
15,7738,134,128,0
16,7706,143,151,0
17,7670,148,182,0
18,7627,165,208,0
19,7579,185,236,0
20,7530,208,262,0
21,7477,229,294,0
22,7428,242,330,0
23,7379,248,373,0
24,7326,253,421,0
25,7274,253,470,3
26,7215,258,523,4
27,7159,264,572,5
28,7101,271,621,7
29,7041,274,674,11
30,6980,285,723,12
31,6909,298,781,12
32,6847,305,836,12
33,6781,315,892,12
34,6709,331,948,12
35,6631,348,1008,13
36,6561,346,1079,14
37,6486,358,1141,15
38,6407,371,1207,15
39,6323,383,1279,15
40,6228,401,1356,15
41,6129,431,1425,15
42,6033,453,1499,15
43,5936,471,1578,15
44,5846,477,1662,15
45,5745,483,1757,15
46,5644,485,1856,15
47,5548,485,1952,15
48,5450,482,2049,19
49,5346,494,2139,21
50,5289,450,2240,21
51,5250,388,2341,21
52,5217,324,2437,22
53,5190,257,2531,22
54,5177,166,2633,24
55,5165,121,2690,24
56,5143,104,2729,24
57,5116,98,2761,25
58,5096,91,2788,25
59,5076,100,2799,25
60,5058,105,2811,26
61,5036,105,2833,26
62,5011,104,2859,26
63,4994,101,2879,26
64,4977,98,2899,26
65,4964,94,2916,26
66,4951,85,2938,26
67,4938,73,2963,26
68,4920,74,2980,26
69,4905,72,2997,26
70,4890,74,3010,26
71,4880,71,3023,26
72,4871,67,3036,26
73,4863,57,3054,26
74,4856,49,3069,26
75,4848,42,3084,26
76,4844,36,3094,26
77,4838,33,3103,26
78,4829,34,3111,26
79,4820,36,3118,26
80,4809,39,3126,26
81,4801,43,3130,26
82,4795,43,3136,26
83,4791,38,3145,26
84,4788,32,3154,26
85,4782,27,3165,26
86,4778,23,3173,26
87,4773,22,3179,26
88,4771,20,3183,26
89,4769,19,3186,26
90,4768,14,3192,26
91,4768,10,3196,26
92,4768,5,3201,26
93,4768,3,3203,26
94,4768,1,3205,26
95,4768,0,3206,26
