,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,4,0,4
2,7984,8,0,8
3,7974,13,0,13
4,7960,22,0,18
5,7952,26,1,21
6,7937,33,4,26
7,7920,43,8,29
8,7904,51,13,32
9,7885,57,22,36
10,7861,72,27,40
11,7838,81,37,44
12,7814,89,51,46
13,7790,96,64,50
14,7763,105,79,53
15,7726,119,99,56
16,7690,132,118,60
17,7650,147,140,63
18,7606,167,160,67
19,7560,186,184,70
20,7515,196,218,71
21,7467,207,250,76
22,7423,213,287,77
23,7369,224,327,80
24,7309,239,370,82
25,7247,253,414,86
26,7191,265,457,87
27,7129,281,500,90
28,7068,290,551,91
29,7001,295,609,95
30,6962,274,667,97
31,6936,243,722,99
32,6911,206,781,102
33,6885,171,841,103
34,6858,133,904,105
35,6836,115,941,108
36,6812,114,965,109
37,6779,122,987,112
38,6745,130,1012,113
39,6712,135,1037,116
40,6678,149,1056,117
41,6637,165,1079,119
42,6594,177,1109,120
43,6541,196,1142,121
44,6484,222,1172,122
45,6415,256,1205,124
46,6354,277,1244,125
47,6286,302,1286,126
48,6220,315,1338,127
49,6147,330,1394,129
50,6077,332,1461,130
51,6024,324,1521,131
52,5967,314,1588,131
53,5913,302,1653,132
54,5869,273,1724,134
55,5839,234,1793,134
56,5810,209,1845,136
57,5780,182,1902,136
58,5741,166,1955,138
59,5701,164,1997,138
60,5658,176,2027,139
61,5615,191,2054,140
62,5580,195,2084,141
63,5548,189,2121,142
64,5510,186,2161,143
65,5473,180,2203,144
66,5443,167,2245,145
67,5411,164,2279,146
68,5373,170,2310,147
69,5336,169,2347,148
70,5299,170,2383,148
71,5263,176,2412,149
72,5233,175,2443,149
73,5214,156,2480,150
74,5201,133,2516,150
75,5180,117,2553,150
76,5161,101,2588,150
77,5139,93,2618,150
78,5115,99,2636,150
79,5097,104,2649,150
80,5076,104,2670,150
81,5061,100,2689,150
82,5051,88,2711,150
83,5043,72,2735,150
84,5034,63,2753,150
85,5027,49,2774,150
86,5021,40,2789,150
87,5018,33,2799,150
88,5017,26,2807,150
89,5015,19,2816,150
90,5013,14,2823,150
91,5012,9,2829,150
92,5010,8,2832,150
93,5007,10,2833,150
94,5006,9,2835,150
95,5006,7,2837,150
96,5005,7,2838,150
97,5003,7,2840,150
98,5002,5,2843,150
99,5001,5,2844,150
100,5001,5,2844,150
101,5000,5,2845,150
102,4999,4,2847,150
103,4999,3,2848,150
104,4999,2,2849,150
105,4999,2,2849,150
106,4999,1,2850,150
107,4999,0,2851,150
