,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,3,0,1
2,7987,7,0,6
3,7974,17,0,9
4,7960,26,0,14
5,7946,35,1,18
6,7935,41,3,21
7,7917,52,7,24
8,7896,60,17,27
9,7874,71,26,29
10,7851,78,36,35
11,7835,83,44,38
12,7816,83,59,42
13,7788,88,77,47
14,7753,100,97,50
15,7720,112,114,54
16,7682,132,127,59
17,7645,151,142,62
18,7603,168,165,64
19,7560,176,197,67
20,7515,189,226,70
21,7466,204,259,71
22,7417,215,293,75
23,7368,222,333,77
24,7315,233,373,79
25,7254,249,415,82
26,7203,250,463,84
27,7154,251,508,87
28,7100,256,555,89
29,7036,264,606,94
30,6997,245,664,94
31,6955,236,713,96
32,6910,234,759,97
33,6864,226,811,99
34,6818,212,870,100
35,6768,221,909,102
36,6722,225,949,104
37,6685,218,993,104
38,6631,225,1037,107
39,6576,234,1082,108
40,6505,255,1130,110
41,6437,278,1174,111
42,6375,301,1211,113
43,6308,314,1262,116
44,6229,337,1316,118
45,6153,343,1385,119
46,6077,349,1452,122
47,5999,365,1512,124
48,5921,378,1576,125
49,5843,377,1653,127
50,5792,350,1728,130
51,5751,317,1801,131
52,5712,277,1877,134
53,5681,230,1954,135
54,5651,183,2030,136
55,5629,154,2078,139
56,5608,134,2118,140
57,5594,111,2154,141
58,5577,96,2184,143
59,5561,80,2213,146
60,5557,65,2232,146
61,5549,51,2252,148
62,5537,48,2265,150
63,5526,43,2280,151
64,5513,41,2293,153
65,5508,40,2297,155
66,5499,42,2303,156
67,5492,38,2313,157
68,5487,31,2323,159
69,5483,24,2334,159
70,5477,27,2337,159
71,5470,25,2345,160
72,5470,19,2351,160
73,5468,17,2354,161
74,5466,15,2358,161
75,5463,11,2364,162
76,5462,5,2370,163
77,5459,8,2370,163
78,5454,10,2371,165
79,5451,10,2373,166
80,5449,9,2375,167
81,5447,10,2375,168
82,5445,7,2378,170
83,5445,4,2381,170
84,5443,2,2383,172
85,5442,1,2384,173
86,5442,0,2385,173
