,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,4,0,3
2,7983,8,0,9
3,7974,13,0,13
4,7962,20,0,18
5,7947,30,1,22
6,7927,42,4,27
7,7910,52,8,30
8,7889,62,13,36
9,7868,73,20,39
10,7838,87,31,44
11,7815,93,46,46
12,7786,105,60,49
13,7754,119,75,52
14,7722,131,93,54
15,7684,141,118,57
16,7651,151,139,59
17,7622,152,165,61
18,7582,159,194,65
19,7543,167,224,66
20,7501,171,259,69
21,7453,186,290,71
22,7401,208,317,74
23,7354,219,353,74
24,7299,231,391,79
25,7249,241,430,80
26,7188,253,476,83
27,7123,269,525,83
28,7058,283,572,87
29,6992,298,622,88
30,6926,314,671,89
31,6866,314,729,91
32,6811,303,794,92
33,6756,296,855,93
34,6697,288,920,95
35,6637,282,985,96
36,6576,282,1043,99
37,6509,295,1097,99
38,6439,308,1151,102
39,6372,318,1208,102
40,6294,336,1267,103
41,6224,348,1325,103
42,6147,356,1392,105
43,6054,382,1459,105
44,5960,406,1526,108
45,5867,422,1603,108
46,5757,459,1673,111
47,5647,493,1748,112
48,5536,508,1841,115
49,5433,519,1932,116
50,5370,487,2025,118
51,5310,439,2132,119
52,5253,385,2241,121
53,5215,315,2349,121
54,5183,243,2451,123
55,5159,205,2512,124
56,5133,171,2571,125
57,5115,134,2626,125
58,5099,110,2664,127
59,5080,98,2694,128
60,5054,100,2717,129
61,5034,94,2742,130
62,5018,91,2760,131
63,5004,90,2774,132
64,4994,81,2792,133
65,4985,64,2817,134
66,4979,51,2836,134
67,4972,42,2851,135
68,4966,35,2864,135
69,4963,28,2873,136
70,4959,23,2881,137
71,4956,20,2887,137
72,4952,17,2893,138
73,4948,14,2899,139
74,4947,13,2901,139
75,4946,10,2904,140
76,4945,8,2907,140
77,4943,6,2910,141
78,4943,3,2913,141
79,4942,3,2914,141
80,4940,4,2914,142
81,4939,3,2915,143
82,4939,2,2916,143
83,4938,2,2916,144
84,4937,1,2917,145
85,4937,0,2918,145
