,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7989,11,0,0
3,7983,17,0,0
4,7975,25,0,0
5,7963,36,1,0
6,7950,46,4,0
7,7935,54,11,0
8,7920,63,17,0
9,7898,77,25,0
10,7878,85,37,0
11,7853,97,50,0
12,7825,109,65,1
13,7790,129,80,1
14,7758,138,102,2
15,7727,148,122,3
16,7694,156,147,3
17,7658,165,174,3
18,7618,170,209,3
19,7583,174,240,3
20,7545,182,270,3
21,7504,190,303,3
22,7461,197,339,3
23,7414,204,379,3
24,7363,220,414,3
25,7317,228,452,3
26,7272,232,493,3
27,7217,244,536,3
28,7157,257,583,3
29,7094,269,634,3
30,7022,295,680,3
31,6953,319,725,3
32,6882,335,780,3
33,6816,341,840,3
34,6753,341,903,3
35,6693,329,975,3
36,6622,331,1044,3
37,6553,329,1115,3
38,6470,346,1181,3
39,6379,374,1244,3
40,6293,400,1304,3
41,6199,422,1375,4
42,6110,442,1444,4
43,6017,452,1527,4
44,5916,462,1618,4
45,5823,469,1704,4
46,5723,474,1797,6
47,5624,482,1886,8
48,5530,481,1979,10
49,5438,471,2080,11
50,5389,426,2173,12
51,5348,369,2271,12
52,5309,311,2368,12
53,5274,253,2460,13
54,5250,185,2551,14
55,5227,157,2599,17
56,5212,129,2640,19
57,5197,105,2679,19
58,5176,89,2713,22
59,5154,88,2736,22
60,5132,89,2756,23
61,5109,98,2769,24
62,5090,101,2784,25
63,5074,98,2802,26
64,5059,91,2824,26
65,5043,85,2845,27
66,5030,75,2867,28
67,5018,68,2885,29
68,5009,62,2900,29
69,4996,60,2915,29
70,4985,56,2930,29
71,4971,58,2942,29
72,4960,58,2953,29
73,4949,60,2962,29
74,4940,56,2975,29
75,4931,54,2986,29
76,4924,47,3000,29
77,4920,40,3011,29
78,4911,38,3022,29
79,4900,40,3031,29
80,4888,43,3040,29
81,4879,45,3047,29
82,4875,45,3051,29
83,4871,40,3060,29
84,4865,35,3071,29
85,4861,27,3083,29
86,4857,22,3092,29
87,4853,22,3096,29
88,4851,20,3100,29
89,4849,16,3106,29
90,4845,16,3110,29
91,4842,15,3114,29
92,4839,14,3118,29
93,4835,16,3120,29
94,4830,19,3122,29
95,4824,21,3126,29
96,4814,28,3129,29
97,4809,30,3132,29
98,4805,30,3136,29
99,4799,31,3141,29
100,4795,29,3147,29
101,4788,26,3157,29
102,4780,29,3162,29
103,4771,34,3166,29
104,4761,38,3172,29
105,4757,38,3176,29
106,4751,37,3183,29
107,4744,36,3191,29
108,4736,35,3200,29
109,4728,33,3210,29
110,4722,35,3214,29
111,4717,34,3220,29
112,4714,30,3227,29
113,4711,25,3235,29
114,4710,18,3243,29
115,4707,15,3249,29
116,4704,13,3254,29
117,4700,14,3257,29
118,4696,15,3260,29
119,4691,19,3261,29
120,4689,18,3264,29
121,4688,16,3267,29
122,4684,16,3271,29
123,4682,14,3275,29
124,4679,12,3280,29
125,4677,12,3282,29
126,4673,15,3283,29
127,4669,15,3287,29
128,4665,17,3289,29
129,4660,19,3292,29
130,4658,19,3294,29
131,4657,16,3298,29
132,4656,13,3302,29
133,4654,11,3306,29
134,4654,6,3311,29
135,4654,4,3313,29
136,4653,4,3314,29
137,4652,4,3315,29
138,4652,2,3317,29
139,4652,2,3317,29
140,4652,2,3317,29
141,4652,1,3318,29
142,4652,0,3319,29
