,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,3,0,3
2,7989,5,0,6
3,7977,12,0,11
4,7966,19,0,15
5,7952,26,1,21
6,7939,35,3,23
7,7920,48,5,27
8,7906,52,12,30
9,7889,58,19,34
10,7870,65,27,38
11,7848,72,38,42
12,7831,72,53,44
13,7810,80,64,46
14,7783,91,77,49
15,7753,104,92,51
16,7722,114,110,54
17,7692,127,125,56
18,7660,137,144,59
19,7631,142,168,59
20,7592,148,196,64
21,7561,150,224,65
22,7531,149,252,68
23,7493,158,281,68
24,7449,169,310,72
25,7406,177,344,73
26,7364,187,374,75
27,7319,202,401,78
28,7277,203,439,81
29,7221,217,479,83
30,7183,209,521,87
31,7146,205,561,88
32,7113,193,603,91
33,7068,197,642,93
34,7025,183,696,96
35,6980,193,730,97
36,6926,210,766,98
37,6879,225,796,100
38,6829,231,839,101
39,6779,240,879,102
40,6723,250,923,104
41,6650,269,976,105
42,6571,301,1021,107
43,6495,327,1070,108
44,6417,354,1119,110
45,6340,376,1173,111
46,6257,385,1245,113
47,6171,393,1322,114
48,6084,403,1397,116
49,6000,410,1473,117
50,5926,406,1549,119
51,5889,361,1630,120
52,5857,307,1715,121
53,5828,249,1800,123
54,5814,179,1883,124
55,5801,118,1955,126
56,5785,96,1991,128
57,5774,74,2022,130
58,5766,53,2049,132
59,5759,47,2062,132
60,5753,41,2073,133
61,5747,33,2087,133
62,5741,29,2096,134
63,5735,28,2102,135
64,5731,24,2109,136
65,5725,24,2114,137
66,5720,21,2120,139
67,5719,17,2125,139
68,5718,12,2130,140
69,5715,10,2133,142
70,5713,6,2138,143
71,5712,3,2141,144
72,5711,2,2142,145
73,5711,2,2142,145
74,5710,1,2143,146
75,5710,0,2144,146
