,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,4,0,4
2,7985,6,0,9
3,7975,11,0,14
4,7963,18,0,19
5,7951,25,1,23
6,7930,38,4,28
7,7909,53,6,32
8,7891,61,11,37
9,7872,68,18,42
10,7852,76,26,46
11,7824,85,42,49
12,7796,93,59,52
13,7763,111,72,54
14,7732,123,86,59
15,7694,144,102,60
16,7654,152,127,67
17,7621,160,152,67
18,7577,167,183,73
19,7531,186,209,74
20,7487,191,246,76
21,7445,198,279,78
22,7404,203,312,81
23,7360,208,350,82
24,7312,208,395,85
25,7265,212,437,86
26,7207,227,477,89
27,7147,248,515,90
28,7089,260,558,93
29,7035,268,603,94
30,6976,278,649,97
31,6926,272,704,98
32,6879,258,763,100
33,6834,246,818,102
34,6780,245,871,104
35,6738,231,927,104
36,6699,219,976,106
37,6653,219,1021,107
38,6605,222,1064,109
39,6551,223,1116,110
40,6491,239,1158,112
41,6439,253,1195,113
42,6379,266,1240,115
43,6323,275,1286,116
44,6268,276,1339,117
45,6206,280,1397,117
46,6138,295,1448,119
47,6073,302,1506,119
48,6005,312,1561,122
49,5936,327,1615,122
50,5880,319,1677,124
51,5847,285,1743,125
52,5825,241,1808,126
53,5805,194,1873,128
54,5788,141,1942,129
55,5771,102,1996,131
56,5760,80,2028,132
57,5751,66,2049,134
58,5744,55,2067,134
59,5731,50,2083,136
60,5727,38,2098,137
61,5725,29,2108,138
62,5723,22,2115,140
63,5721,16,2122,141
64,5718,6,2133,143
65,5716,4,2136,144
66,5713,5,2137,145
67,5710,6,2137,147
68,5709,5,2138,148
69,5708,5,2139,148
70,5707,4,2140,149
71,5707,2,2142,149
72,5707,1,2143,149
73,5706,1,2143,150
74,5706,0,2144,150
