,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,3,0,4
2,7983,9,0,8
3,7970,17,0,13
4,7956,26,0,18
5,7943,35,1,21
6,7926,43,3,28
7,7911,49,9,31
8,7891,56,17,36
9,7872,64,26,38
10,7848,72,36,44
11,7824,85,46,45
12,7797,95,58,50
13,7770,105,73,52
14,7737,117,90,56
15,7710,125,108,57
16,7677,133,131,59
17,7647,141,153,59
18,7608,154,178,60
19,7565,167,207,61
20,7515,188,233,64
21,7470,202,264,64
22,7426,212,294,68
23,7381,218,332,69
24,7338,217,374,71
25,7291,213,421,75
26,7241,217,466,76
27,7183,233,506,78
28,7119,251,550,80
29,7047,278,591,84
30,7000,281,634,85
31,6955,274,683,88
32,6905,266,739,90
33,6851,256,801,92
34,6794,245,869,92
35,6749,241,915,95
36,6704,243,957,96
37,6656,241,1005,98
38,6611,233,1057,99
39,6559,228,1114,99
40,6504,239,1156,101
41,6447,251,1200,102
42,6389,260,1246,105
43,6328,276,1290,106
44,6263,286,1342,109
45,6191,303,1395,111
46,6120,316,1451,113
47,6058,321,1506,115
48,5994,322,1566,118
49,5931,323,1628,118
50,5897,285,1698,120
51,5870,240,1767,123
52,5855,195,1827,123
53,5844,141,1888,127
54,5837,85,1951,127
55,5827,61,1983,129
56,5822,41,2007,130
57,5813,32,2022,133
58,5802,35,2029,134
59,5787,40,2036,137
60,5774,44,2044,138
61,5764,48,2048,140
62,5756,49,2054,141
63,5752,41,2064,143
64,5748,32,2076,144
65,5742,23,2088,147
66,5741,16,2096,147
67,5740,9,2103,148
68,5739,7,2105,149
69,5737,4,2108,151
70,5737,1,2111,151
71,5737,0,2112,151
