,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7995,5,0,0
3,7990,10,0,0
4,7980,20,0,0
5,7972,27,1,0
6,7963,34,3,0
7,7955,40,5,0
8,7943,47,10,0
9,7929,51,20,0
10,7911,61,28,0
11,7893,70,37,0
12,7876,79,45,0
13,7851,92,57,0
14,7825,104,71,0
15,7801,108,89,2
16,7775,115,107,3
17,7748,124,124,4
18,7709,138,149,4
19,7673,148,175,4
20,7626,172,197,5
21,7589,183,222,6
22,7541,205,248,6
23,7494,213,287,6
24,7449,222,323,6
25,7408,217,369,6
26,7363,226,405,6
27,7309,232,453,6
28,7257,237,500,6
29,7207,242,545,6
30,7156,252,586,6
31,7100,263,631,6
32,7035,271,685,9
33,6976,278,737,9
34,6911,292,787,10
35,6851,301,838,10
36,6775,319,894,12
37,6703,329,956,12
38,6631,342,1015,12
39,6562,347,1079,12
40,6477,370,1139,14
41,6396,375,1213,16
42,6316,382,1285,17
43,6233,393,1357,17
44,6144,413,1426,17
45,6057,414,1509,20
46,5959,430,1588,23
47,5865,442,1667,26
48,5770,452,1750,28
49,5673,460,1839,28
50,5610,439,1923,28
51,5554,400,2018,28
52,5504,358,2109,29
53,5473,296,2202,29
54,5447,224,2299,30
55,5426,182,2362,30
56,5401,150,2418,31
57,5372,129,2467,32
58,5349,121,2498,32
59,5329,116,2523,32
60,5312,112,2544,32
61,5295,105,2568,32
62,5277,95,2596,32
63,5268,81,2619,32
64,5263,66,2639,32
65,5257,55,2656,32
66,5249,46,2673,32
67,5242,35,2691,32
68,5238,30,2700,32
69,5231,32,2705,32
70,5227,30,2711,32
71,5222,27,2719,32
72,5219,23,2726,32
73,5215,23,2730,32
74,5212,19,2737,32
75,5210,17,2741,32
76,5209,13,2746,32
77,5209,10,2749,32
78,5207,8,2753,32
79,5205,7,2756,32
80,5202,8,2758,32
81,5200,9,2759,32
82,5198,11,2759,32
83,5192,15,2761,32
84,5189,16,2763,32
85,5186,16,2766,32
86,5185,15,2768,32
87,5184,14,2770,32
88,5183,9,2776,32
89,5180,9,2779,32
90,5180,6,2782,32
91,5180,5,2783,32
92,5180,4,2784,32
93,5180,3,2785,32
94,5180,0,2788,32
