,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,2,0,3
2,7991,2,0,7
3,7983,4,0,13
4,7979,5,0,16
5,7973,5,1,21
6,7968,7,2,23
7,7960,10,2,28
8,7950,15,4,31
9,7937,21,5,37
10,7929,27,6,38
11,7917,33,9,41
12,7904,41,12,43
13,7887,48,19,46
14,7870,57,26,47
15,7850,66,33,51
16,7829,77,42,52
17,7799,93,53,55
18,7775,100,67,58
19,7748,107,83,62
20,7727,111,99,63
21,7697,118,119,66
22,7666,118,146,70
23,7630,132,167,71
24,7593,143,190,74
25,7552,162,210,76
26,7507,177,237,79
27,7465,190,264,81
28,7418,202,299,81
29,7366,217,333,84
30,7317,225,372,86
31,7261,237,414,88
32,7209,248,454,89
33,7157,250,501,92
34,7110,246,550,94
35,7059,248,597,96
36,7020,231,651,98
37,6986,211,702,101
38,6953,194,751,102
39,6920,179,796,105
40,6885,163,845,107
41,6845,164,882,109
42,6808,169,913,110
43,6759,183,945,113
44,6714,197,975,114
45,6674,203,1008,115
46,6623,214,1046,117
47,6568,231,1082,119
48,6497,256,1128,119
49,6433,274,1172,121
50,6368,298,1211,123
51,6303,314,1260,123
52,6245,316,1313,126
53,6190,298,1384,128
54,6142,283,1446,129
55,6092,268,1509,131
56,6041,252,1574,133
57,6003,235,1629,133
58,5969,214,1682,135
59,5934,200,1729,137
60,5892,194,1777,137
61,5857,179,1826,138
62,5818,180,1864,138
63,5790,175,1896,139
64,5769,163,1929,139
65,5742,147,1971,140
66,5715,140,2005,140
67,5689,126,2044,141
68,5675,113,2071,141
69,5665,101,2092,142
70,5660,80,2118,142
71,5653,59,2145,143
72,5646,40,2170,144
73,5641,31,2184,144
74,5640,23,2193,144
75,5637,20,2198,145
76,5632,18,2204,146
77,5627,17,2210,146
78,5624,14,2215,147
79,5623,13,2216,148
80,5623,11,2218,148
81,5622,7,2222,149
82,5620,3,2227,150
83,5619,2,2229,150
84,5618,2,2229,151
85,5617,2,2229,152
86,5617,2,2229,152
87,5616,1,2230,153
88,5616,0,2231,153
