,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,4,0,3
2,7984,8,0,8
3,7973,14,0,13
4,7961,21,0,18
5,7945,31,1,23
6,7930,39,4,27
7,7910,51,8,31
8,7889,63,14,34
9,7865,76,21,38
10,7842,85,32,41
11,7816,96,43,45
12,7793,100,59,48
13,7767,105,77,51
14,7746,103,97,54
15,7720,107,117,56
16,7678,123,139,60
17,7641,139,159,61
18,7595,158,182,65
19,7550,184,200,66
20,7504,205,224,67
21,7456,214,262,68
22,7408,224,298,70
23,7355,234,340,71
24,7302,242,384,72
25,7244,254,429,73
26,7194,255,476,75
27,7143,259,522,76
28,7084,265,574,77
29,7015,280,626,79
30,6966,272,683,79
31,6918,270,731,81
32,6867,271,781,81
33,6829,250,839,82
34,6792,219,906,83
35,6750,212,955,83
36,6705,209,1001,85
37,6657,206,1052,85
38,6606,219,1089,86
39,6555,233,1125,87
40,6500,245,1167,88
41,6445,257,1210,88
42,6387,265,1258,90
43,6323,277,1308,92
44,6260,287,1358,95
45,6203,289,1412,96
46,6139,296,1467,98
47,6078,300,1523,99
48,6013,300,1585,102
49,5938,314,1645,103
50,5885,309,1701,105
51,5836,295,1763,106
52,5787,282,1823,108
53,5741,263,1885,111
54,5701,229,1959,111
55,5676,201,2010,113
56,5653,176,2058,113
57,5629,151,2105,115
58,5605,132,2148,115
59,5580,116,2188,116
60,5551,122,2211,116
61,5518,131,2234,117
62,5489,138,2256,117
63,5459,143,2280,118
64,5441,137,2304,118
65,5427,121,2333,119
66,5413,101,2365,121
67,5406,79,2394,121
68,5396,59,2423,122
69,5391,45,2441,123
70,5385,36,2454,125
71,5382,26,2466,126
72,5379,21,2473,127
73,5376,15,2482,127
74,5372,13,2486,129
75,5368,12,2490,130
76,5366,11,2492,131
77,5366,9,2494,131
78,5364,6,2497,133
79,5363,4,2499,134
80,5362,1,2502,135
81,5362,0,2503,135
