,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7992,8,0,0
3,7985,15,0,0
4,7974,26,0,0
5,7966,33,1,0
6,7958,39,3,0
7,7947,45,8,0
8,7932,53,15,0
9,7917,57,26,0
10,7904,62,34,0
11,7887,68,42,3
12,7870,74,53,3
13,7845,83,68,4
14,7817,96,83,4
15,7787,113,96,4
16,7755,129,110,6
17,7724,143,127,6
18,7691,152,151,6
19,7654,161,179,6
20,7618,166,209,7
21,7582,172,239,7
22,7544,179,270,7
23,7502,188,303,7
24,7454,199,340,7
25,7398,220,375,7
26,7339,243,411,7
27,7290,254,449,7
28,7240,262,491,7
29,7181,273,539,7
30,7116,282,595,7
31,7045,294,654,7
32,6976,314,703,7
33,6905,335,753,7
34,6834,347,812,7
35,6757,359,877,7
36,6680,365,948,7
37,6594,382,1017,7
38,6503,402,1088,7
39,6425,409,1159,7
40,6348,407,1236,9
41,6279,399,1313,9
42,6194,398,1399,9
43,6103,396,1490,11
44,6018,403,1568,11
45,5919,427,1643,11
46,5821,456,1712,11
47,5723,469,1797,11
48,5628,475,1886,11
49,5534,484,1971,11
50,5475,444,2070,11
51,5437,384,2168,11
52,5411,312,2266,11
53,5394,234,2361,11
54,5374,160,2455,11
55,5353,122,2514,11
56,5336,101,2552,11
57,5319,92,2578,11
58,5306,88,2595,11
59,5286,88,2615,11
60,5267,86,2636,11
61,5255,81,2653,11
62,5244,75,2670,11
63,5233,73,2683,11
64,5227,59,2703,11
65,5218,49,2722,11
66,5207,48,2734,11
67,5200,44,2745,11
68,5189,44,2756,11
69,5180,47,2762,11
70,5169,49,2771,11
71,5156,51,2782,11
72,5143,57,2789,11
73,5135,54,2800,11
74,5126,54,2809,11
75,5117,52,2820,11
76,5111,45,2833,11
77,5106,37,2846,11
78,5100,35,2854,11
79,5094,32,2863,11
80,5086,31,2872,11
81,5081,30,2878,11
82,5078,28,2883,11
83,5073,27,2889,11
84,5067,27,2895,11
85,5063,23,2903,11
86,5056,25,2908,11
87,5045,32,2911,12
88,5039,31,2916,14
89,5037,27,2922,14
90,5032,28,2926,14
91,5024,29,2933,14
92,5018,25,2943,14
93,5016,23,2947,14
94,5015,22,2949,14
95,5010,22,2954,14
96,5002,22,2962,14
97,4994,24,2968,14
98,4991,25,2970,14
99,4988,27,2971,14
100,4986,24,2976,14
101,4983,19,2984,14
102,4982,12,2992,14
103,4981,10,2995,14
104,4979,9,2998,14
105,4977,9,3000,14
106,4977,6,3003,14
107,4977,5,3004,14
108,4977,4,3005,14
109,4977,2,3007,14
110,4977,0,3009,14
