,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7998,2,0,0
2,7996,4,0,0
3,7992,8,0,0
4,7985,15,0,0
5,7978,21,1,0
6,7971,27,2,0
7,7962,34,4,0
8,7948,44,8,0
9,7931,54,15,0
10,7913,65,22,0
11,7894,77,29,0
12,7873,89,38,0
13,7850,98,52,0
14,7819,111,69,1
15,7786,123,87,4
16,7751,138,106,5
17,7715,153,127,5
18,7678,166,150,6
19,7640,173,180,7
20,7600,182,210,8
21,7563,185,244,8
22,7522,190,280,8
23,7483,193,316,8
24,7443,196,353,8
25,7409,191,392,8
26,7366,197,429,8
27,7320,202,470,8
28,7271,212,509,8
29,7217,226,549,8
30,7159,250,583,8
31,7097,268,626,9
32,7033,284,672,11
33,6972,295,721,12
34,6911,302,775,12
35,6850,304,833,13
36,6777,316,894,13
37,6710,321,956,13
38,6644,327,1016,13
39,6569,341,1077,13
40,6493,355,1137,15
41,6416,357,1210,17
42,6335,370,1277,18
43,6249,386,1343,22
44,6167,393,1418,22
45,6081,404,1492,23
46,5982,428,1567,23
47,5882,447,1647,24
48,5786,461,1729,24
49,5689,476,1811,24
50,5618,462,1896,24
51,5567,412,1995,26
52,5534,346,2094,26
53,5510,274,2190,26
54,5494,193,2287,26
55,5479,137,2358,26
56,5461,106,2407,26
57,5439,95,2440,26
58,5422,88,2464,26
59,5406,88,2480,26
60,5388,91,2495,26
61,5373,88,2513,26
62,5358,81,2535,26
63,5343,79,2552,26
64,5331,75,2568,26
65,5317,71,2586,26
66,5303,70,2601,26
67,5290,68,2616,26
68,5276,67,2631,26
69,5263,68,2643,26
70,5251,66,2657,26
71,5244,59,2671,26
72,5233,57,2684,26
73,5224,52,2698,26
74,5217,46,2711,26
75,5211,40,2723,26
76,5203,41,2730,26
77,5199,34,2741,26
78,5194,30,2750,26
79,5188,27,2757,28
80,5184,25,2763,28
81,5179,22,2771,28
82,5176,21,2775,28
83,5175,17,2780,28
84,5175,13,2784,28
85,5175,9,2788,28
86,5174,5,2793,28
87,5173,3,2796,28
88,5172,3,2797,28
89,5171,4,2797,28
90,5171,4,2797,28
91,5170,4,2798,28
92,5168,5,2799,28
93,5168,4,2800,28
94,5167,4,2801,28
95,5166,5,2801,28
96,5166,4,2802,28
97,5166,2,2804,28
98,5166,2,2804,28
99,5166,1,2805,28
100,5166,0,2806,28
