,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,3,0,2
2,7987,7,0,6
3,7976,14,0,10
4,7961,24,0,15
5,7946,35,1,18
6,7928,48,3,21
7,7905,63,7,25
8,7881,76,14,29
9,7859,86,24,31
10,7832,97,36,35
11,7807,104,51,38
12,7779,111,70,40
13,7749,117,90,44
14,7718,125,110,47
15,7681,135,133,51
16,7636,156,155,53
17,7592,170,181,57
18,7554,180,207,59
19,7506,195,235,64
20,7465,202,268,65
21,7419,200,311,70
22,7367,208,351,74
23,7320,217,387,76
24,7276,214,430,80
25,7222,224,470,84
26,7168,235,511,86
27,7107,244,559,90
28,7051,251,604,94
29,6996,266,644,94
30,6939,269,694,98
31,6901,254,746,99
32,6858,238,803,101
33,6821,221,855,103
34,6785,201,910,104
35,6742,190,963,105
36,6695,198,1000,107
37,6643,208,1041,108
38,6581,234,1076,109
39,6517,262,1111,110
40,6456,280,1153,111
41,6380,311,1198,111
42,6299,340,1249,112
43,6212,365,1310,113
44,6124,389,1373,114
45,6049,403,1433,115
46,5956,419,1509,116
47,5871,422,1589,118
48,5778,429,1675,118
49,5678,440,1762,120
50,5583,459,1836,122
51,5521,429,1928,122
52,5458,407,2011,124
53,5411,359,2104,126
54,5372,300,2202,126
55,5342,235,2295,128
56,5323,190,2357,130
57,5307,145,2418,130
58,5290,116,2463,131
59,5271,95,2502,132
60,5262,75,2530,133
61,5253,66,2547,134
62,5246,57,2563,134
63,5234,52,2579,135
64,5230,37,2597,136
65,5222,37,2605,136
66,5216,34,2613,137
67,5212,31,2620,137
68,5209,22,2631,138
69,5207,21,2634,138
70,5205,14,2642,139
71,5202,11,2647,140
72,5198,11,2651,140
73,5196,10,2653,141
74,5195,8,2655,142
75,5194,8,2656,142
76,5190,9,2658,143
77,5190,5,2662,143
78,5189,5,2663,143
79,5188,6,2663,143
80,5187,6,2664,143
81,5185,5,2667,143
82,5183,6,2667,144
83,5182,6,2668,144
84,5180,6,2669,145
85,5178,6,2670,146
86,5178,4,2672,146
87,5177,3,2673,147
88,5176,2,2674,148
89,5176,1,2675,148
90,5176,0,2676,148
