,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,4,0,3
2,7981,10,0,9
3,7967,20,0,13
4,7953,30,0,17
5,7938,40,1,21
6,7921,50,4,25
7,7903,58,10,29
8,7880,66,20,34
9,7858,75,30,37
10,7833,85,41,41
11,7805,96,54,45
12,7776,108,68,48
13,7746,116,86,52
14,7712,128,105,55
15,7673,143,126,58
16,7640,150,150,60
17,7605,158,176,61
18,7566,168,202,64
19,7527,175,233,65
20,7477,185,269,69
21,7427,203,300,70
22,7374,218,334,74
23,7324,231,370,75
24,7268,245,408,79
25,7210,255,454,81
26,7152,261,503,84
27,7093,269,552,86
28,7030,280,601,89
29,6972,284,653,91
30,6924,274,709,93
31,6882,259,764,95
32,6835,247,821,97
33,6787,233,881,99
34,6743,220,937,100
35,6700,217,983,100
36,6641,234,1023,102
37,6584,246,1068,102
38,6525,257,1114,104
39,6470,269,1157,104
40,6412,283,1200,105
41,6350,288,1257,105
42,6288,291,1314,107
43,6231,291,1371,107
44,6168,298,1426,108
45,6097,311,1483,109
46,6027,318,1545,110
47,5954,331,1605,110
48,5872,354,1662,112
49,5795,369,1724,112
50,5738,355,1794,113
51,5692,331,1863,114
52,5655,294,1936,115
53,5626,242,2016,116
54,5594,195,2093,118
55,5568,165,2149,118
56,5535,152,2194,119
57,5497,153,2230,120
58,5453,169,2258,120
59,5407,183,2288,122
60,5366,198,2314,122
61,5319,211,2346,124
62,5273,219,2383,125
63,5227,220,2427,126
64,5183,220,2471,126
65,5141,219,2512,128
66,5105,209,2557,129
67,5071,197,2602,130
68,5041,181,2647,131
69,5009,168,2691,132
70,4988,149,2731,132
71,4967,134,2766,133
72,4948,120,2799,133
73,4929,109,2828,134
74,4911,96,2859,134
75,4896,89,2880,135
76,4882,83,2900,135
77,4870,76,2919,135
78,4854,73,2937,136
79,4834,75,2955,136
80,4821,74,2969,136
81,4810,71,2983,136
82,4806,63,2995,136
83,4800,54,3010,136
84,4792,42,3030,136
85,4783,38,3043,136
86,4775,35,3054,136
87,4769,37,3058,136
88,4767,33,3064,136
89,4764,28,3072,136
90,4762,21,3081,136
91,4756,19,3089,136
92,4748,21,3095,136
93,4744,23,3097,136
94,4740,24,3100,136
95,4736,26,3102,136
96,4735,21,3108,136
97,4733,15,3116,136
98,4730,14,3120,136
99,4728,12,3124,136
100,4728,8,3128,136
101,4727,8,3129,136
102,4726,7,3131,136
103,4724,6,3134,136
104,4724,4,3136,136
105,4724,4,3136,136
106,4724,3,3137,136
107,4724,2,3138,136
108,4723,1,3140,136
109,4723,1,3140,136
110,4723,1,3140,136
111,4722,2,3140,136
112,4722,2,3140,136
113,4722,1,3141,136
114,4722,1,3141,136
115,4722,1,3141,136
116,4722,0,3142,136
