,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7991,9,0,0
3,7983,17,0,0
4,7974,26,0,0
5,7964,35,1,0
6,7952,44,4,0
7,7940,51,9,0
8,7924,59,17,0
9,7909,65,26,0
10,7893,71,36,0
11,7874,78,48,0
12,7852,88,60,0
13,7830,94,76,0
14,7802,107,91,0
15,7774,119,107,0
16,7744,130,126,0
17,7711,141,148,0
18,7675,155,170,0
19,7637,165,198,0
20,7597,177,226,0
21,7556,188,256,0
22,7517,193,289,1
23,7478,196,325,1
24,7433,203,363,1
25,7382,214,403,1
26,7328,227,444,1
27,7273,244,482,1
28,7212,266,521,1
29,7145,288,566,1
30,7085,297,617,1
31,7018,309,671,2
32,6956,316,726,2
33,6889,322,787,2
34,6819,325,854,2
35,6751,333,914,2
36,6682,334,980,4
37,6606,348,1042,4
38,6528,359,1109,4
39,6446,371,1179,4
40,6370,379,1247,4
41,6285,397,1314,4
42,6196,410,1390,4
43,6114,414,1468,4
44,6035,409,1550,6
45,5948,420,1626,6
46,5847,435,1711,7
47,5741,452,1800,7
48,5645,463,1882,10
49,5547,484,1959,10
50,5496,448,2046,10
51,5460,384,2146,10
52,5427,309,2252,12
53,5388,255,2345,12
54,5348,197,2443,12
55,5314,180,2494,12
56,5289,169,2530,12
57,5267,160,2561,12
58,5247,141,2600,12
59,5233,115,2640,12
60,5216,98,2674,12
61,5199,90,2699,12
62,5185,82,2721,12
63,5167,80,2741,12
64,5148,85,2755,12
65,5131,85,2772,12
66,5117,82,2789,12
67,5107,78,2803,12
68,5096,71,2821,12
69,5086,62,2840,12
70,5077,54,2857,12
71,5063,54,2871,12
72,5048,59,2881,12
73,5038,58,2892,12
74,5029,57,2902,12
75,5020,57,2911,12
76,5009,54,2925,12
77,4997,51,2940,12
78,4984,54,2950,12
79,4971,58,2959,12
80,4962,58,2968,12
81,4955,54,2979,12
82,4950,47,2991,12
83,4946,38,3004,12
84,4942,29,3017,12
85,4936,26,3026,12
86,4930,25,3033,12
87,4922,28,3038,12
88,4912,34,3042,12
89,4899,43,3046,12
90,4894,42,3052,12
91,4890,40,3058,12
92,4889,33,3066,12
93,4885,27,3076,12
94,4881,18,3089,12
95,4875,19,3094,12
96,4870,20,3098,12
97,4868,21,3099,12
98,4863,22,3103,12
99,4860,21,3107,12
100,4855,20,3113,12
101,4850,20,3118,12
102,4846,22,3120,12
103,4845,18,3125,12
104,4842,18,3128,12
105,4841,14,3133,12
106,4840,10,3138,12
107,4840,6,3142,12
108,4839,6,3143,12
109,4839,3,3146,12
110,4839,2,3147,12
111,4838,2,3148,12
112,4837,3,3148,12
113,4837,2,3149,12
114,4837,2,3149,12
115,4836,3,3149,12
116,4836,2,3150,12
117,4836,1,3151,12
118,4836,1,3151,12
119,4836,1,3151,12
120,4836,0,3152,12
