,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,5,0,0
2,7988,12,0,0
3,7981,19,0,0
4,7970,30,0,0
5,7959,40,1,0
6,7946,49,5,0
7,7930,58,12,0
8,7912,69,19,0
9,7891,79,30,0
10,7868,91,41,0
11,7846,100,54,0
12,7826,104,70,0
13,7802,110,88,0
14,7772,119,109,0
15,7745,123,132,0
16,7713,130,154,3
17,7679,143,174,4
18,7640,157,198,5
19,7599,168,228,5
20,7555,184,255,6
21,7512,198,284,6
22,7472,204,317,7
23,7427,211,355,7
24,7383,214,396,7
25,7334,220,439,7
26,7283,228,482,7
27,7229,243,521,7
28,7176,251,566,7
29,7116,267,610,7
30,7049,285,659,7
31,6992,288,710,10
32,6936,289,764,11
33,6875,296,817,12
34,6813,298,877,12
35,6747,297,944,12
36,6674,316,998,12
37,6608,327,1053,12
38,6533,341,1113,13
39,6455,357,1175,13
40,6369,377,1241,13
41,6285,388,1314,13
42,6202,405,1380,13
43,6119,414,1454,13
44,6039,416,1532,13
45,5951,418,1618,13
46,5863,419,1702,16
47,5780,418,1785,17
48,5686,429,1868,17
49,5589,446,1948,17
50,5544,402,2036,18
51,5507,354,2121,18
52,5487,292,2203,18
53,5470,215,2297,18
54,5458,130,2394,18
55,5448,96,2438,18
56,5438,69,2475,18
57,5433,54,2495,18
58,5428,42,2512,18
59,5421,37,2524,18
60,5417,31,2534,18
61,5411,27,2544,18
62,5404,29,2549,18
63,5400,28,2554,18
64,5396,25,2561,18
65,5390,27,2565,18
66,5386,25,2571,18
67,5381,23,2578,18
68,5376,24,2582,18
69,5372,24,2586,18
70,5367,23,2592,18
71,5361,25,2596,18
72,5358,23,2601,18
73,5355,21,2606,18
74,5351,21,2610,18
75,5347,20,2615,18
76,5343,18,2621,18
77,5341,17,2624,18
78,5338,17,2627,18
79,5338,13,2631,18
80,5338,9,2635,18
81,5337,6,2639,18
82,5335,6,2641,18
83,5335,3,2644,18
84,5334,4,2644,18
85,5333,5,2644,18
86,5333,4,2645,18
87,5333,2,2647,18
88,5333,2,2647,18
89,5333,1,2648,18
90,5333,0,2649,18
