,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7990,5,0,5
2,7983,10,0,7
3,7969,17,0,14
4,7959,24,0,17
5,7941,35,1,23
6,7927,43,5,25
7,7906,54,10,30
8,7886,64,17,33
9,7865,78,24,33
10,7840,86,36,38
11,7810,101,48,41
12,7781,110,64,45
13,7751,118,81,50
14,7718,127,102,53
15,7682,138,122,58
16,7643,146,149,62
17,7601,159,174,66
18,7555,179,199,67
19,7504,195,229,72
20,7452,214,260,74
21,7400,226,295,79
22,7348,239,333,80
23,7292,247,378,83
24,7239,253,424,84
25,7181,257,474,88
26,7119,271,521,89
27,7048,287,572,93
28,6980,300,625,95
29,6919,305,677,99
30,6874,295,731,100
31,6829,275,792,104
32,6794,243,859,104
33,6758,211,925,106
34,6721,189,982,108
35,6680,184,1026,110
36,6641,182,1067,110
37,6592,193,1102,113
38,6549,201,1136,114
39,6506,207,1171,116
40,6461,211,1210,118
41,6412,221,1249,118
42,6369,218,1295,118
43,6324,220,1337,119
44,6272,230,1378,120
45,6209,249,1421,121
46,6148,260,1470,122
47,6094,269,1513,124
48,6040,279,1557,124
49,5985,281,1608,126
50,5950,253,1670,127
51,5931,211,1730,128
52,5915,173,1782,130
53,5906,128,1836,130
54,5900,80,1889,131
55,5897,49,1923,131
56,5894,34,1941,131
57,5891,23,1955,131
58,5890,15,1964,131
59,5888,11,1969,132
60,5886,10,1972,132
61,5883,9,1975,133
62,5881,7,1978,134
63,5881,6,1979,134
64,5879,6,1980,135
65,5877,5,1982,136
66,5876,4,1984,136
67,5875,3,1985,137
68,5873,4,1985,138
69,5870,6,1986,138
70,5867,7,1987,139
71,5865,7,1988,140
72,5864,8,1988,140
73,5862,9,1989,140
74,5860,8,1992,140
75,5856,9,1994,141
76,5851,12,1995,142
77,5849,13,1996,142
78,5847,12,1998,143
79,5844,12,2000,144
80,5844,9,2003,144
81,5844,5,2007,144
82,5843,3,2009,145
83,5842,2,2010,146
84,5842,0,2012,146
