,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7998,2,0,0
2,7995,5,0,0
3,7989,11,0,0
4,7978,22,0,0
5,7967,32,1,0
6,7955,43,2,0
7,7941,54,5,0
8,7924,65,11,0
9,7902,76,22,0
10,7878,89,33,0
11,7854,101,45,0
12,7823,118,59,0
13,7790,134,76,0
14,7758,144,98,0
15,7720,158,122,0
16,7683,171,146,0
17,7642,181,177,0
18,7599,191,210,0
19,7558,200,242,0
20,7521,199,280,0
21,7476,207,317,0
22,7425,217,358,0
23,7375,224,401,0
24,7326,232,442,0
25,7264,257,479,0
26,7204,269,524,3
27,7142,279,575,4
28,7075,294,625,6
29,7017,302,674,7
30,6956,301,736,7
31,6891,309,793,7
32,6815,324,854,7
33,6739,334,919,8
34,6665,351,976,8
35,6589,366,1037,8
36,6503,387,1102,8
37,6419,395,1178,8
38,6330,409,1253,8
39,6234,431,1327,8
40,6140,449,1403,8
41,6051,452,1489,8
42,5951,468,1573,8
43,5856,474,1662,8
44,5771,463,1758,8
45,5678,462,1852,8
46,5577,472,1941,10
47,5473,475,2041,11
48,5377,476,2136,11
49,5279,488,2221,12
50,5217,456,2314,13
51,5182,392,2413,13
52,5151,320,2516,13
53,5119,256,2612,13
54,5091,187,2709,13
55,5063,154,2770,13
56,5034,148,2805,13
57,5019,132,2836,13
58,5004,115,2868,13
59,4990,101,2896,13
60,4978,85,2924,13
61,4962,72,2953,13
62,4954,65,2968,13
63,4943,61,2983,13
64,4930,60,2997,13
65,4916,62,3009,13
66,4905,57,3025,13
67,4896,58,3033,13
68,4888,55,3044,13
69,4879,51,3057,13
70,4873,43,3071,13
71,4868,37,3082,13
72,4861,35,3091,13
73,4855,33,3099,13
74,4849,30,3108,13
75,4840,33,3114,13
76,4831,37,3119,13
77,4820,41,3126,13
78,4814,41,3132,13
79,4808,41,3138,13
80,4803,37,3147,13
81,4799,32,3156,13
82,4793,27,3167,13
83,4786,28,3173,13
84,4783,25,3179,13
85,4783,20,3184,13
86,4783,16,3188,13
87,4782,11,3194,13
88,4780,6,3201,13
89,4780,3,3204,13
90,4780,3,3204,13
91,4780,3,3204,13
92,4780,2,3205,13
93,4780,0,3207,13
