,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7991,4,0,5
2,7982,9,0,9
3,7970,16,0,14
4,7958,25,0,17
5,7949,32,1,18
6,7930,42,4,24
7,7917,48,9,26
8,7895,59,16,30
9,7875,69,25,31
10,7853,78,33,36
11,7832,85,46,37
12,7802,99,57,42
13,7768,112,75,45
14,7728,128,94,50
15,7691,147,111,51
16,7650,163,131,56
17,7616,171,156,57
18,7567,184,187,62
19,7516,197,222,65
20,7467,205,258,70
21,7420,214,294,72
22,7372,225,327,76
23,7323,227,371,79
24,7268,232,419,81
25,7210,243,463,84
26,7157,249,508,86
27,7094,264,552,90
28,7025,285,598,92
29,6961,293,651,95
30,6910,287,706,97
31,6856,288,757,99
32,6814,269,816,101
33,6771,244,883,102
34,6717,233,944,106
35,6666,235,993,106
36,6606,241,1045,108
37,6554,252,1085,109
38,6485,277,1127,111
39,6419,292,1177,112
40,6348,309,1228,115
41,6274,324,1286,116
42,6199,345,1337,119
43,6124,352,1404,120
44,6045,363,1469,123
45,5968,371,1537,124
46,5885,378,1610,127
47,5793,397,1682,128
48,5688,426,1756,130
49,5584,453,1832,131
50,5498,461,1908,133
51,5412,466,1988,134
52,5363,423,2079,135
53,5321,361,2182,136
54,5273,305,2285,137
55,5227,266,2369,138
56,5177,229,2454,140
57,5145,212,2502,141
58,5124,190,2543,143
59,5109,157,2590,144
60,5087,132,2635,146
61,5070,100,2683,147
62,5054,84,2714,148
63,5043,75,2733,149
64,5032,72,2747,149
65,5016,67,2767,150
66,4999,68,2783,150
67,4982,70,2798,150
68,4966,76,2808,150
69,4952,78,2819,151
70,4940,74,2834,152
71,4931,66,2851,152
72,4917,63,2868,152
73,4905,59,2884,152
74,4887,64,2897,152
75,4869,71,2908,152
76,4847,84,2917,152
77,4823,94,2931,152
78,4812,93,2943,152
79,4801,86,2961,152
80,4797,72,2979,152
81,4793,54,3001,152
82,4790,33,3025,152
83,4787,25,3036,152
84,4784,17,3047,152
85,4782,15,3051,152
86,4782,11,3055,152
87,4781,9,3058,152
88,4781,6,3061,152
89,4781,3,3064,152
90,4781,1,3066,152
91,4781,1,3066,152
92,4781,0,3067,152
