,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7992,8,0,0
3,7990,10,0,0
4,7986,14,0,0
5,7981,18,1,0
6,7972,25,3,0
7,7963,29,8,0
8,7949,41,10,0
9,7929,57,14,0
10,7912,69,19,0
11,7890,82,28,0
12,7863,100,37,0
13,7837,112,51,0
14,7814,115,71,0
15,7788,124,88,0
16,7756,134,110,0
17,7726,137,137,0
18,7691,146,163,0
19,7650,164,186,0
20,7602,186,212,0
21,7557,197,244,2
22,7518,204,274,4
23,7466,219,309,6
24,7420,224,350,6
25,7373,223,398,6
26,7320,233,441,6
27,7272,244,478,6
28,7214,252,528,6
29,7149,271,574,6
30,7086,287,621,6
31,7023,297,674,6
32,6956,316,722,6
33,6890,323,780,7
34,6827,320,845,8
35,6759,324,908,9
36,6690,330,971,9
37,6626,327,1038,9
38,6568,319,1103,10
39,6498,327,1165,10
40,6415,343,1232,10
41,6327,361,1301,11
42,6238,386,1365,11
43,6157,409,1422,12
44,6073,421,1492,14
45,5994,417,1575,14
46,5901,423,1662,14
47,5813,421,1751,15
48,5725,429,1831,15
49,5637,435,1913,15
50,5585,408,1992,15
51,5550,350,2085,15
52,5529,284,2172,15
53,5511,214,2260,15
54,5497,140,2348,15
55,5489,96,2400,15
56,5471,78,2435,16
57,5461,67,2456,16
58,5451,59,2474,16
59,5441,55,2488,16
60,5430,58,2496,16
61,5420,51,2513,16
62,5411,50,2523,16
63,5408,43,2533,16
64,5403,37,2543,17
65,5398,31,2554,17
66,5396,23,2564,17
67,5392,18,2573,17
68,5387,20,2576,17
69,5383,20,2580,17
70,5379,19,2585,17
71,5373,23,2587,17
72,5369,23,2591,17
73,5363,24,2596,17
74,5356,27,2600,17
75,5349,30,2604,17
76,5346,27,2610,17
77,5342,27,2614,17
78,5339,24,2620,17
79,5339,17,2627,17
80,5338,11,2634,17
81,5336,10,2637,17
82,5336,6,2641,17
83,5336,3,2644,17
84,5336,3,2644,17
85,5336,2,2645,17
86,5335,1,2647,17
87,5335,1,2647,17
88,5334,2,2647,17
89,5334,2,2647,17
90,5334,2,2647,17
91,5334,1,2648,17
92,5334,1,2648,17
93,5334,0,2649,17
