,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7998,2,0,0
2,7996,4,0,0
3,7991,9,0,0
4,7984,16,0,0
5,7975,24,1,0
6,7964,34,2,0
7,7951,45,4,0
8,7937,54,9,0
9,7922,62,16,0
10,7903,72,25,0
11,7884,80,36,0
12,7861,90,49,0
13,7844,93,63,0
14,7826,96,78,0
15,7806,97,97,0
16,7780,104,116,0
17,7751,110,139,0
18,7724,120,156,0
19,7696,130,174,0
20,7657,149,194,0
21,7620,158,220,2
22,7576,173,249,2
23,7532,190,276,2
24,7484,209,304,3
25,7428,226,343,3
26,7378,241,378,3
27,7328,247,422,3
28,7272,259,466,3
29,7220,264,513,3
30,7166,262,569,3
31,7106,272,619,3
32,7042,286,669,3
33,6986,286,725,3
34,6928,292,777,3
35,6864,302,831,3
36,6799,307,891,3
37,6727,315,955,3
38,6657,329,1011,3
39,6590,338,1069,3
40,6517,347,1133,3
41,6439,360,1198,3
42,6355,372,1270,3
43,6270,387,1340,3
44,6184,406,1407,3
45,6088,429,1480,3
46,5997,442,1558,3
47,5901,454,1642,3
48,5794,476,1727,3
49,5683,501,1813,3
50,5614,474,1909,3
51,5564,433,2000,3
52,5524,377,2096,3
53,5497,297,2203,3
54,5469,214,2314,3
55,5437,177,2383,3
56,5415,149,2433,3
57,5395,129,2473,3
58,5376,121,2500,3
59,5359,110,2528,3
60,5341,96,2560,3
61,5323,92,2582,3
62,5314,81,2602,3
63,5300,76,2621,3
64,5292,67,2638,3
65,5285,56,2656,3
66,5276,47,2674,3
67,5268,46,2683,3
68,5257,43,2697,3
69,5244,48,2705,3
70,5235,50,2712,3
71,5227,49,2721,3
72,5220,48,2729,3
73,5214,43,2740,3
74,5208,36,2753,3
75,5201,34,2762,3
76,5196,31,2770,3
77,5191,29,2777,3
78,5186,28,2783,3
79,5181,27,2789,3
80,5172,29,2796,3
81,5165,31,2801,3
82,5161,30,2806,3
83,5156,30,2811,3
84,5153,28,2816,3
85,5151,21,2825,3
86,5149,16,2832,3
87,5148,13,2836,3
88,5147,9,2841,3
89,5147,6,2844,3
90,5147,4,2846,3
91,5147,2,2848,3
92,5147,1,2849,3
93,5147,0,2850,3
