,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,5,0,1
2,7980,12,0,8
3,7972,18,0,10
4,7959,26,0,15
5,7949,32,1,18
6,7938,35,5,22
7,7920,41,12,27
8,7897,55,18,30
9,7876,65,26,33
10,7851,78,33,38
11,7822,98,40,40
12,7788,113,53,46
13,7753,126,73,48
14,7715,141,91,53
15,7676,157,111,56
16,7639,162,138,61
17,7602,168,166,64
18,7559,173,199,69
19,7517,181,232,70
20,7471,185,268,76
21,7425,198,300,77
22,7378,207,334,81
23,7336,210,372,82
24,7291,213,413,83
25,7238,224,453,85
26,7182,233,498,87
27,7116,254,541,89
28,7053,274,582,91
29,6979,301,626,94
30,6909,318,677,96
31,6854,317,731,98
32,6803,303,795,99
33,6750,293,856,101
34,6691,280,927,102
35,6636,265,995,104
36,6582,265,1048,105
37,6524,271,1098,107
38,6474,270,1149,107
39,6423,261,1207,109
40,6361,269,1260,110
41,6295,281,1313,111
42,6217,302,1369,112
43,6129,339,1419,113
44,6054,365,1468,113
45,5981,376,1529,114
46,5905,387,1594,114
47,5823,390,1671,116
48,5749,377,1758,116
49,5656,393,1833,118
50,5569,408,1905,118
51,5492,408,1981,119
52,5443,377,2061,119
53,5398,347,2135,120
54,5358,296,2226,120
55,5312,255,2313,120
56,5274,217,2389,120
57,5241,200,2438,121
58,5200,197,2482,121
59,5150,206,2522,122
60,5105,204,2568,123
61,5064,205,2606,125
62,5029,208,2638,125
63,4993,201,2679,127
64,4974,170,2728,128
65,4960,139,2772,129
66,4940,120,2811,129
67,4923,101,2846,130
68,4909,80,2880,131
69,4897,74,2898,131
70,4883,74,2911,132
71,4869,67,2931,133
72,4859,61,2947,133
73,4857,50,2960,133
74,4854,41,2972,133
75,4847,35,2985,133
76,4840,29,2998,133
77,4834,25,3008,133
78,4828,29,3010,133
79,4824,30,3013,133
80,4821,26,3020,133
81,4817,23,3027,133
82,4813,21,3033,133
83,4811,17,3039,133
84,4809,15,3043,133
85,4805,16,3046,133
86,4805,12,3050,133
87,4805,8,3054,133
88,4805,6,3056,133
89,4804,5,3058,133
90,4803,2,3062,133
91,4802,3,3062,133
92,4800,5,3062,133
93,4799,6,3062,133
94,4799,5,3063,133
95,4797,6,3064,133
96,4797,5,3065,133
97,4797,3,3067,133
98,4797,2,3068,133
99,4797,2,3068,133
100,4797,0,3070,133
