,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,3,0,2
2,7989,6,0,5
3,7978,11,0,11
4,7972,14,0,14
5,7960,19,1,20
6,7949,24,3,24
7,7936,29,6,29
8,7922,34,11,33
9,7904,44,14,38
10,7883,56,20,41
11,7858,73,27,42
12,7834,86,35,45
13,7811,98,45,46
14,7782,110,58,50
15,7762,111,76,51
16,7737,109,100,54
17,7712,111,121,56
18,7692,109,143,56
19,7667,108,168,57
20,7637,117,187,59
21,7600,130,209,61
22,7563,143,232,62
23,7519,165,252,64
24,7475,183,276,66
25,7422,206,304,68
26,7371,219,339,71
27,7317,235,375,73
28,7258,250,417,75
29,7198,266,459,77
30,7148,263,510,79
31,7102,260,558,80
32,7053,255,610,82
33,6993,254,667,86
34,6942,246,725,87
35,6885,252,773,90
36,6824,266,818,92
37,6764,276,865,95
38,6707,276,921,96
39,6642,287,971,100
40,6583,291,1025,101
41,6517,294,1084,105
42,6464,289,1141,106
43,6407,290,1197,106
44,6335,297,1258,110
45,6273,301,1316,110
46,6206,304,1378,112
47,6135,321,1430,114
48,6065,333,1487,115
49,5986,341,1555,118
50,5948,316,1617,119
51,5919,278,1682,121
52,5899,226,1751,124
53,5886,170,1820,124
54,5874,105,1896,125
55,5866,75,1933,126
56,5859,54,1960,127
57,5851,44,1977,128
58,5843,38,1990,129
59,5838,32,2001,129
60,5829,33,2008,130
61,5822,33,2014,131
62,5814,33,2021,132
63,5803,37,2028,132
64,5793,40,2033,134
65,5788,37,2041,134
66,5783,34,2047,136
67,5782,28,2054,136
68,5779,18,2065,138
69,5776,13,2073,138
70,5773,9,2078,140
71,5771,8,2081,140
72,5767,9,2082,142
73,5767,8,2083,142
74,5767,5,2086,142
75,5766,4,2087,143
76,5766,2,2089,143
77,5766,0,2091,143
