,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7991,9,0,0
3,7982,18,0,0
4,7973,27,0,0
5,7961,38,1,0
6,7948,49,3,0
7,7926,65,9,0
8,7903,79,18,0
9,7879,92,27,2
10,7852,107,39,2
11,7823,121,52,4
12,7799,122,74,5
13,7773,125,97,5
14,7741,135,119,5
15,7705,141,146,8
16,7673,145,173,9
17,7635,159,196,10
18,7595,173,222,10
19,7557,178,254,11
20,7527,175,287,11
21,7492,179,318,11
22,7446,188,355,11
23,7399,195,395,11
24,7338,219,432,11
25,7278,249,462,11
26,7209,283,497,11
27,7142,304,543,11
28,7077,322,590,11
29,7006,332,651,11
30,6942,336,711,11
31,6874,335,780,11
32,6807,335,847,11
33,6724,353,912,11
34,6638,367,983,12
35,6565,375,1047,13
36,6488,381,1115,16
37,6419,378,1182,21
38,6352,360,1265,23
39,6270,355,1350,25
40,6189,362,1422,27
41,6101,376,1496,27
42,6001,411,1560,28
43,5898,448,1625,29
44,5805,461,1705,29
45,5710,477,1784,29
46,5623,476,1872,29
47,5525,475,1971,29
48,5409,489,2073,29
49,5299,506,2166,29
50,5238,472,2261,29
51,5202,421,2348,29
52,5175,350,2446,29
53,5155,254,2562,29
54,5134,165,2672,29
55,5112,126,2733,29
56,5088,114,2769,29
57,5061,114,2796,29
58,5037,118,2816,29
59,5015,119,2837,29
60,4993,119,2859,29
61,4974,114,2883,29
62,4961,100,2910,29
63,4950,87,2934,29
64,4935,80,2956,29
65,4918,75,2978,29
66,4904,70,2997,29
67,4895,66,3010,29
68,4884,66,3021,29
69,4872,63,3036,29
70,4857,61,3053,29
71,4845,59,3067,29
72,4832,63,3076,29
73,4819,65,3087,29
74,4811,60,3099,30
75,4802,53,3114,31
76,4793,50,3126,31
77,4787,43,3139,31
78,4781,35,3152,32
79,4773,36,3159,32
80,4767,33,3167,33
81,4762,29,3176,33
82,4761,24,3182,33
83,4758,22,3187,33
84,4755,17,3195,33
85,4753,14,3200,33
86,4753,9,3205,33
87,4753,8,3206,33
88,4753,5,3209,33
89,4752,3,3212,33
90,4750,3,3214,33
91,4749,4,3214,33
92,4749,4,3214,33
93,4749,4,3214,33
94,4748,4,3215,33
95,4748,2,3217,33
96,4748,1,3218,33
97,4748,1,3218,33
98,4748,1,3218,33
99,4748,0,3219,33
