,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,3,0,2
2,7984,7,0,9
3,7978,11,0,11
4,7967,16,0,17
5,7955,23,1,21
6,7938,33,3,26
7,7920,44,7,29
8,7900,56,11,33
9,7877,71,16,36
10,7852,83,24,41
11,7829,91,36,44
12,7801,98,51,50
13,7775,106,67,52
14,7744,112,87,57
15,7712,122,107,59
16,7675,134,127,64
17,7638,147,149,66
18,7604,153,173,70
19,7566,163,199,72
20,7520,176,229,75
21,7476,187,261,76
22,7431,195,296,78
23,7381,215,326,78
24,7329,228,362,81
25,7280,233,405,82
26,7225,242,448,85
27,7169,254,491,86
28,7103,267,541,89
29,7041,280,590,89
30,6987,282,638,93
31,6942,273,690,95
32,6897,263,745,95
33,6854,240,808,98
34,6806,225,870,99
35,6753,226,920,101
36,6701,235,963,101
37,6644,245,1008,103
38,6585,262,1048,105
39,6527,272,1095,106
40,6470,277,1146,107
41,6403,290,1198,109
42,6333,303,1253,111
43,6263,316,1310,111
44,6190,331,1367,112
45,6109,355,1423,113
46,6027,370,1488,115
47,5950,378,1556,116
48,5868,388,1626,118
49,5782,401,1698,119
50,5724,379,1778,119
51,5683,338,1858,121
52,5645,299,1934,122
53,5616,247,2014,123
54,5589,187,2099,125
55,5570,148,2157,125
56,5551,126,2196,127
57,5532,107,2233,128
58,5515,95,2261,129
59,5500,84,2286,130
60,5486,78,2305,131
61,5472,74,2322,132
62,5465,62,2340,133
63,5459,51,2356,134
64,5448,47,2370,135
65,5442,39,2383,136
66,5434,33,2396,137
67,5428,32,2402,138
68,5421,33,2407,139
69,5417,27,2417,139
70,5411,27,2422,140
71,5403,28,2429,140
72,5399,26,2434,141
73,5395,24,2440,141
74,5391,23,2444,142
75,5388,21,2449,142
76,5384,17,2457,142
77,5377,20,2460,143
78,5373,20,2464,143
79,5370,20,2467,143
80,5366,20,2470,144
81,5362,20,2474,144
82,5356,20,2480,144
83,5352,20,2484,144
84,5347,22,2487,144
85,5342,24,2490,144
86,5342,20,2494,144
87,5342,14,2500,144
88,5341,11,2504,144
89,5340,7,2509,144
90,5339,3,2514,144
91,5339,3,2514,144
92,5339,3,2514,144
93,5338,3,2515,144
94,5338,2,2516,144
95,5338,1,2517,144
96,5338,1,2517,144
97,5338,1,2517,144
98,5338,0,2518,144
