,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,5,0,0
2,7991,9,0,0
3,7985,15,0,0
4,7979,21,0,0
5,7970,29,1,0
6,7962,33,5,0
7,7953,38,9,0
8,7937,48,15,0
9,7922,57,21,0
10,7904,66,30,0
11,7882,80,38,0
12,7857,96,47,0
13,7828,109,63,0
14,7801,121,78,0
15,7777,127,96,0
16,7750,132,118,0
17,7719,138,143,0
18,7685,143,172,0
19,7647,154,199,0
20,7610,167,223,0
21,7570,180,250,0
22,7529,190,281,0
23,7484,201,315,0
24,7443,201,353,3
25,7405,201,390,4
26,7366,199,430,5
27,7316,208,471,5
28,7268,211,516,5
29,7225,216,554,5
30,7167,237,591,5
31,7102,263,629,6
32,7030,284,679,7
33,6962,303,727,8
34,6894,327,770,9
35,6822,341,828,9
36,6756,340,892,12
37,6689,336,963,12
38,6606,352,1030,12
39,6514,376,1097,13
40,6421,397,1169,13
41,6334,421,1232,13
42,6246,442,1299,13
43,6150,454,1382,14
44,6066,446,1473,15
45,5980,439,1566,15
46,5888,444,1653,15
47,5787,457,1741,15
48,5686,463,1836,15
49,5580,486,1919,15
50,5521,459,2005,15
51,5479,409,2097,15
52,5434,353,2198,15
53,5401,285,2299,15
54,5373,207,2405,15
55,5353,168,2464,15
56,5337,142,2506,15
57,5317,117,2551,15
58,5302,99,2584,15
59,5288,85,2612,15
60,5277,76,2632,15
61,5268,69,2648,15
62,5256,61,2668,15
63,5242,60,2683,15
64,5223,65,2697,15
65,5210,67,2708,15
66,5199,69,2717,15
67,5187,69,2729,15
68,5176,66,2743,15
69,5170,53,2762,15
70,5165,45,2775,15
71,5157,42,2786,15
72,5151,36,2798,15
73,5145,31,2809,15
74,5139,31,2815,15
75,5137,28,2820,15
76,5132,25,2828,15
77,5129,22,2834,15
78,5127,18,2840,15
79,5125,14,2846,15
80,5121,16,2848,15
81,5118,14,2853,15
82,5114,15,2856,15
83,5112,15,2858,15
84,5110,15,2860,15
85,5107,14,2864,15
86,5105,13,2867,15
87,5103,11,2871,15
88,5101,11,2873,15
89,5099,11,2875,15
90,5098,9,2878,15
91,5095,10,2880,15
92,5094,9,2882,15
93,5093,8,2884,15
94,5092,7,2886,15
95,5092,6,2887,15
96,5092,3,2890,15
97,5092,2,2891,15
98,5092,1,2892,15
99,5092,0,2893,15
