,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7990,10,0,0
3,7985,15,0,0
4,7978,22,0,0
5,7969,30,1,0
6,7957,39,4,0
7,7944,46,10,0
8,7930,55,15,0
9,7912,66,22,0
10,7888,81,31,0
11,7869,88,43,0
12,7850,94,56,0
13,7822,108,70,0
14,7794,118,88,0
15,7764,124,112,0
16,7730,139,131,0
17,7698,152,150,0
18,7664,158,178,0
19,7627,167,206,0
20,7592,172,236,0
21,7556,174,270,0
22,7511,187,302,0
23,7470,194,336,0
24,7427,200,373,0
25,7377,215,408,0
26,7322,234,444,0
27,7268,243,489,0
28,7220,249,530,1
29,7168,257,573,2
30,7112,261,623,4
31,7055,262,678,5
32,6993,270,732,5
33,6932,284,779,5
34,6871,294,830,5
35,6807,304,884,5
36,6739,315,940,6
37,6671,321,1002,6
38,6604,325,1063,8
39,6532,335,1124,9
40,6452,347,1188,13
41,6380,350,1255,15
42,6309,352,1323,16
43,6238,356,1388,18
44,6150,372,1459,19
45,6066,380,1535,19
46,5980,396,1605,19
47,5894,412,1675,19
48,5798,439,1744,19
49,5700,445,1831,24
50,5647,414,1915,24
51,5613,362,2001,24
52,5593,296,2087,24
53,5577,216,2183,24
54,5568,132,2276,24
55,5560,87,2329,24
56,5551,62,2363,24
57,5542,51,2383,24
58,5538,39,2399,24
59,5534,34,2408,24
60,5531,29,2416,24
61,5528,23,2425,24
62,5526,16,2434,24
63,5523,15,2438,24
64,5520,14,2442,24
65,5515,16,2445,24
66,5510,18,2448,24
67,5508,18,2450,24
68,5505,18,2453,24
69,5501,19,2456,24
70,5500,15,2461,24
71,5498,12,2466,24
72,5496,12,2468,24
73,5496,9,2471,24
74,5496,5,2475,24
75,5496,4,2476,24
76,5495,3,2478,24
77,5494,2,2480,24
78,5493,3,2480,24
79,5493,3,2480,24
80,5491,5,2480,24
81,5489,6,2481,24
82,5489,5,2482,24
83,5489,4,2483,24
84,5489,4,2483,24
85,5489,2,2485,24
86,5489,0,2487,24
