,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,3,0,4
2,7985,6,0,9
3,7977,10,0,13
4,7964,18,0,18
5,7951,26,1,22
6,7933,38,3,26
7,7918,48,6,28
8,7894,64,10,32
9,7869,76,18,37
10,7843,88,27,42
11,7820,94,41,45
12,7790,106,54,50
13,7761,112,74,53
14,7730,121,94,55
15,7698,130,115,57
16,7661,145,135,59
17,7621,160,160,59
18,7579,173,186,62
19,7535,188,215,62
20,7489,201,245,65
21,7443,212,280,65
22,7396,217,320,67
23,7347,227,359,67
24,7304,224,403,69
25,7259,224,446,71
26,7197,237,492,74
27,7142,244,537,77
28,7081,253,586,80
29,7011,279,627,83
30,6949,296,670,85
31,6888,296,729,87
32,6832,297,781,90
33,6781,290,839,90
34,6720,282,906,92
35,6654,286,966,94
36,6589,291,1025,95
37,6518,307,1078,97
38,6449,323,1129,99
39,6379,333,1188,100
40,6306,340,1252,102
41,6234,346,1316,104
42,6171,340,1385,104
43,6091,352,1452,105
44,6016,357,1521,106
45,5936,366,1592,106
46,5846,384,1662,108
47,5767,400,1725,108
48,5677,409,1804,110
49,5583,428,1878,111
50,5547,383,1958,112
51,5520,322,2046,112
52,5495,266,2125,114
53,5483,189,2213,115
54,5473,105,2306,116
55,5461,81,2341,117
56,5445,69,2368,118
57,5433,57,2391,119
58,5425,54,2402,119
59,5414,55,2411,120
60,5402,54,2422,122
61,5391,50,2437,122
62,5381,47,2448,124
63,5373,46,2456,125
64,5367,42,2466,125
65,5358,40,2476,126
66,5352,33,2487,128
67,5347,30,2495,128
68,5342,27,2502,129
69,5336,27,2508,129
70,5331,23,2516,130
71,5329,21,2520,130
72,5327,18,2525,130
73,5326,15,2529,130
74,5325,10,2535,130
75,5323,8,2539,130
76,5321,7,2541,131
77,5319,7,2543,131
78,5316,8,2544,132
79,5313,9,2545,133
80,5313,7,2547,133
81,5313,6,2548,133
82,5312,4,2550,134
83,5310,4,2552,134
84,5309,3,2554,134
85,5307,4,2554,135
86,5305,6,2554,135
87,5305,6,2554,135
88,5305,4,2556,135
89,5305,3,2557,135
90,5305,2,2558,135
91,5304,1,2560,135
92,5304,1,2560,135
93,5303,2,2560,135
94,5303,2,2560,135
95,5302,3,2560,135
96,5301,3,2561,135
97,5300,4,2561,135
98,5299,3,2562,136
99,5299,3,2562,136
100,5299,2,2563,136
101,5299,1,2564,136
102,5299,0,2565,136
