,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,4,0,4
2,7985,9,0,6
3,7971,16,0,13
4,7958,26,0,16
5,7939,38,1,22
6,7921,50,4,25
7,7902,60,9,29
8,7883,70,16,31
9,7858,78,26,38
10,7839,82,39,40
11,7814,86,54,46
12,7788,96,69,47
13,7759,103,86,52
14,7731,112,104,53
15,7697,124,121,58
16,7661,140,140,59
17,7623,150,165,62
18,7587,161,189,63
19,7553,164,216,67
20,7519,168,245,68
21,7483,166,280,71
22,7442,170,315,73
23,7391,183,350,76
24,7343,199,380,78
25,7294,211,413,82
26,7235,236,446,83
27,7176,252,485,87
28,7116,262,533,89
29,7058,272,579,91
30,7015,269,624,92
31,6974,250,682,94
32,6932,237,737,94
33,6890,219,795,96
34,6848,205,851,96
35,6805,204,893,98
36,6761,208,932,99
37,6714,212,974,100
38,6657,229,1014,100
39,6587,256,1056,101
40,6514,287,1097,102
41,6438,319,1140,103
42,6364,347,1186,103
43,6284,369,1243,104
44,6204,380,1312,104
45,6130,382,1384,104
46,6046,389,1459,106
47,5967,394,1533,106
48,5884,397,1612,107
49,5799,402,1692,107
50,5749,377,1766,108
51,5705,338,1848,109
52,5658,305,1927,110
53,5631,249,2009,111
54,5604,189,2094,113
55,5573,170,2143,114
56,5544,154,2186,116
57,5514,138,2232,116
58,5480,144,2258,118
59,5448,150,2283,119
60,5415,151,2313,121
61,5382,156,2340,122
62,5351,156,2370,123
63,5326,149,2402,123
64,5299,143,2433,125
65,5287,123,2464,126
66,5276,101,2496,127
67,5266,81,2526,127
68,5258,63,2551,128
69,5252,44,2576,128
70,5247,36,2587,130
71,5244,28,2597,131
72,5240,21,2607,132
73,5237,16,2614,133
74,5234,11,2620,135
75,5232,10,2623,135
76,5229,10,2625,136
77,5228,8,2628,136
78,5226,7,2630,137
79,5225,7,2631,137
80,5221,8,2633,138
81,5218,8,2635,139
82,5215,9,2636,140
83,5212,10,2637,141
84,5209,10,2638,143
85,5207,8,2641,144
86,5205,7,2643,145
87,5204,5,2645,146
88,5203,3,2647,147
89,5201,3,2648,148
90,5201,2,2649,148
91,5199,1,2650,150
92,5199,1,2650,150
93,5199,1,2650,150
94,5199,0,2651,150
