,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7991,9,0,0
3,7984,16,0,0
4,7974,26,0,0
5,7960,39,1,0
6,7943,53,4,0
7,7923,68,9,0
8,7901,83,16,0
9,7877,97,26,0
10,7849,111,40,0
11,7818,125,57,0
12,7788,135,77,0
13,7761,140,99,0
14,7726,151,123,0
15,7694,155,151,0
16,7661,157,182,0
17,7633,155,212,0
18,7600,159,239,2
19,7561,161,274,4
20,7512,178,306,4
21,7461,196,339,4
22,7408,219,367,6
23,7359,235,398,8
24,7302,254,435,9
25,7238,269,484,9
26,7176,280,535,9
27,7114,291,586,9
28,7052,306,633,9
29,6995,307,689,9
30,6927,308,753,12
31,6866,306,815,13
32,6798,311,877,14
33,6733,313,939,15
34,6667,322,996,15
35,6590,334,1061,15
36,6525,339,1121,15
37,6449,348,1188,15
38,6372,361,1252,15
39,6287,380,1318,15
40,6203,387,1395,15
41,6110,415,1460,15
42,6015,434,1536,15
43,5911,461,1613,15
44,5813,474,1698,15
45,5717,486,1782,15
46,5620,490,1875,15
47,5520,495,1970,15
48,5412,499,2074,15
49,5305,506,2172,17
50,5244,470,2268,18
51,5193,424,2365,18
52,5146,371,2465,18
53,5107,302,2573,18
54,5072,231,2678,19
55,5052,191,2738,19
56,5025,167,2789,19
57,5003,142,2836,19
58,4990,116,2875,19
59,4980,92,2909,19
60,4964,88,2929,19
61,4948,77,2956,19
62,4937,66,2978,19
63,4926,64,2991,19
64,4912,68,3001,19
65,4900,64,3017,19
66,4888,60,3033,19
67,4876,61,3044,19
68,4866,60,3055,19
69,4855,57,3069,19
70,4847,53,3081,19
71,4836,52,3093,19
72,4827,49,3105,19
73,4818,48,3115,19
74,4808,47,3126,19
75,4797,50,3134,19
76,4785,51,3145,19
77,4776,51,3154,19
78,4765,53,3163,19
79,4753,55,3173,19
80,4740,57,3184,19
81,4731,54,3196,19
82,4719,57,3205,19
83,4711,54,3216,19
84,4704,49,3228,19
85,4697,43,3241,19
86,4687,44,3250,19
87,4679,40,3262,19
88,4669,42,3270,19
89,4659,45,3277,19
90,4657,40,3284,19
91,4654,33,3294,19
92,4652,27,3302,19
93,4649,20,3312,19
94,4644,15,3322,19
95,4641,16,3324,19
96,4636,18,3327,19
97,4630,22,3329,19
98,4624,25,3332,19
99,4620,24,3337,19
100,4617,24,3340,19
101,4611,25,3345,19
102,4605,25,3351,19
103,4600,24,3357,19
104,4597,23,3361,19
105,4595,22,3364,19
106,4590,21,3370,19
107,4589,16,3376,19
108,4586,14,3381,19
109,4585,12,3384,19
110,4582,13,3386,19
111,4581,9,3391,19
112,4578,11,3392,19
113,4572,14,3395,19
114,4567,18,3396,19
115,4561,21,3399,19
116,4556,25,3400,19
117,4550,28,3403,19
118,4544,28,3409,19
119,4539,28,3414,19
120,4535,26,3420,19
121,4533,23,3425,19
122,4528,22,3431,19
123,4525,19,3437,19
124,4521,18,3442,19
125,4516,19,3446,19
126,4510,23,3448,19
127,4506,22,3453,19
128,4500,25,3456,19
129,4498,23,3460,19
130,4497,19,3465,19
131,4494,16,3471,19
132,4492,14,3475,19
133,4489,11,3481,19
134,4487,11,3483,19
135,4487,10,3484,19
136,4487,7,3487,19
137,4487,5,3489,19
138,4487,2,3492,19
139,4487,0,3494,19
