,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,5,0,0
2,7989,11,0,0
3,7981,19,0,0
4,7970,30,0,0
5,7955,44,1,0
6,7939,56,5,0
7,7924,65,11,0
8,7908,73,19,0
9,7889,81,30,0
10,7865,90,45,0
11,7841,98,61,0
12,7814,110,76,0
13,7788,120,92,0
14,7761,128,111,0
15,7729,136,135,0
16,7693,148,159,0
17,7659,155,186,0
18,7620,168,212,0
19,7584,177,239,0
20,7546,183,271,0
21,7508,185,307,0
22,7464,195,341,0
23,7419,201,380,0
24,7370,214,416,0
25,7315,231,454,0
26,7260,248,492,0
27,7201,263,536,0
28,7146,273,581,0
29,7090,280,630,0
30,7034,281,685,0
31,6979,281,740,0
32,6918,282,799,1
33,6852,291,854,3
34,6785,301,910,4
35,6722,308,966,4
36,6656,319,1021,4
37,6584,330,1081,5
38,6512,338,1145,5
39,6436,348,1211,5
40,6363,358,1274,5
41,6283,372,1340,5
42,6198,386,1411,5
43,6111,401,1483,5
44,6041,395,1559,5
45,5961,402,1632,5
46,5881,402,1712,5
47,5795,403,1797,5
48,5706,404,1884,6
49,5617,418,1954,11
50,5567,387,2034,12
51,5535,339,2114,12
52,5508,279,2200,13
53,5491,207,2288,14
54,5483,130,2372,15
55,5474,90,2421,15
56,5465,67,2453,15
57,5451,55,2479,15
58,5441,49,2495,15
59,5433,50,2502,15
60,5427,47,2511,15
61,5422,43,2520,15
62,5413,38,2534,15
63,5407,34,2544,15
64,5399,34,2552,15
65,5389,38,2558,15
66,5384,38,2563,15
67,5379,34,2572,15
68,5375,32,2578,15
69,5369,30,2586,15
70,5366,23,2596,15
71,5363,21,2601,15
72,5360,19,2606,15
73,5357,18,2610,15
74,5355,14,2616,15
75,5355,11,2619,15
76,5354,9,2622,15
77,5353,7,2625,15
78,5353,4,2628,15
79,5353,2,2630,15
80,5352,3,2630,15
81,5349,5,2631,15
82,5348,5,2632,15
83,5348,5,2632,15
84,5347,6,2632,15
85,5346,6,2633,15
86,5346,3,2636,15
87,5346,2,2637,15
88,5345,3,2637,15
89,5345,2,2638,15
90,5345,1,2639,15
91,5345,1,2639,15
92,5345,1,2639,15
93,5345,0,2640,15
