,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,3,0,2
2,7987,7,0,6
3,7979,12,0,9
4,7967,19,0,14
5,7956,26,1,17
6,7941,36,3,20
7,7928,42,7,23
8,7911,50,12,27
9,7897,54,19,30
10,7881,59,27,33
11,7861,66,39,34
12,7836,76,49,39
13,7816,82,62,40
14,7790,92,73,45
15,7762,104,86,48
16,7731,112,105,52
17,7697,124,125,54
18,7663,135,144,58
19,7626,150,165,59
20,7586,163,190,61
21,7547,175,217,61
22,7500,188,249,63
23,7462,193,279,66
24,7419,199,315,67
25,7377,199,353,71
26,7335,200,392,73
27,7281,206,437,76
28,7227,222,472,79
29,7177,228,514,81
30,7135,230,552,83
31,7094,228,592,86
32,7060,211,643,86
33,7013,204,694,89
34,6969,200,742,89
35,6919,207,782,92
36,6865,223,820,92
37,6808,242,854,96
38,6744,262,898,96
39,6678,280,942,100
40,6619,291,989,101
41,6547,307,1043,103
42,6472,328,1096,104
43,6391,342,1160,107
44,6323,347,1222,108
45,6248,361,1280,111
46,6164,375,1350,111
47,6066,397,1424,113
48,5965,418,1502,115
49,5864,451,1569,116
50,5780,460,1641,119
51,5719,435,1725,121
52,5677,379,1821,123
53,5653,303,1920,124
54,5635,219,2020,126
55,5625,147,2101,127
56,5616,95,2160,129
57,5607,62,2200,131
58,5604,41,2223,132
59,5601,27,2239,133
60,5599,19,2248,134
61,5598,12,2255,135
62,5596,6,2262,136
63,5592,6,2264,138
64,5589,7,2266,138
65,5587,6,2267,140
66,5586,6,2267,141
67,5584,5,2268,143
68,5584,3,2270,143
69,5584,0,2273,143
