,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7992,8,0,0
3,7987,13,0,0
4,7982,18,0,0
5,7975,24,1,0
6,7966,30,4,0
7,7954,38,8,0
8,7940,47,13,0
9,7924,58,18,0
10,7908,67,25,0
11,7896,70,34,0
12,7882,72,46,0
13,7868,72,60,0
14,7852,72,76,0
15,7833,75,92,0
16,7808,88,104,0
17,7776,106,118,0
18,7738,130,132,0
19,7698,154,148,0
20,7656,177,167,0
21,7615,193,192,0
22,7573,203,224,0
23,7524,214,262,0
24,7473,225,302,0
25,7417,239,344,0
26,7357,258,385,0
27,7300,273,427,0
28,7242,282,476,0
29,7186,287,527,0
30,7122,295,583,0
31,7066,291,643,0
32,7001,299,700,0
33,6942,300,758,0
34,6882,304,814,0
35,6825,297,878,0
36,6756,310,934,0
37,6679,322,999,0
38,6600,342,1058,0
39,6520,362,1118,0
40,6445,380,1175,0
41,6362,391,1244,3
42,6279,394,1321,6
43,6198,395,1400,7
44,6121,389,1480,10
45,6045,389,1555,11
46,5957,394,1635,14
47,5872,398,1715,15
48,5779,410,1795,16
49,5678,435,1869,18
50,5603,434,1944,19
51,5555,397,2029,19
52,5508,358,2113,21
53,5479,294,2205,22
54,5449,225,2304,22
55,5421,179,2378,22
56,5389,163,2426,22
57,5369,138,2471,22
58,5340,139,2499,22
59,5316,133,2529,22
60,5298,123,2557,22
61,5280,109,2589,22
62,5256,113,2609,22
63,5236,104,2638,22
64,5216,100,2662,22
65,5199,99,2680,22
66,5180,100,2698,22
67,5162,94,2722,22
68,5140,96,2742,22
69,5124,92,2762,22
70,5108,91,2779,22
71,5101,79,2798,22
72,5091,71,2816,22
73,5083,57,2838,22
74,5072,52,2854,22
75,5061,47,2870,22
76,5052,49,2877,22
77,5043,48,2887,22
78,5038,45,2895,22
79,5026,46,2906,22
80,5015,46,2917,22
81,5000,52,2926,22
82,4986,57,2935,22
83,4966,72,2940,22
84,4953,73,2952,22
85,4938,77,2963,22
86,4926,74,2978,22
87,4904,82,2992,22
88,4891,75,3012,22
89,4882,71,3025,22
90,4876,62,3040,22
91,4869,57,3052,22
92,4860,44,3074,22
93,4853,38,3087,22
94,4847,35,3096,22
95,4841,35,3102,22
96,4836,33,3109,22
97,4833,27,3118,22
98,4826,27,3125,22
99,4817,30,3131,22
100,4809,32,3137,22
101,4802,34,3142,22
102,4795,38,3145,22
103,4785,41,3152,22
104,4774,43,3161,22
105,4766,43,3169,22
106,4758,44,3176,22
107,4750,45,3183,22
108,4743,42,3193,22
109,4738,36,3204,22
110,4734,32,3212,22
111,4731,27,3220,22
112,4727,23,3228,22
113,4723,20,3235,22
114,4721,17,3240,22
115,4720,14,3244,22
116,4718,13,3247,22
117,4715,12,3251,22
118,4713,10,3255,22
119,4712,9,3257,22
120,4711,9,3258,22
121,4710,8,3260,22
122,4708,7,3263,22
123,4707,6,3265,22
124,4704,8,3266,22
125,4702,9,3267,22
126,4698,12,3268,22
127,4694,14,3270,22
128,4691,16,3271,22
129,4689,15,3274,22
130,4684,18,3276,22
131,4678,20,3280,22
132,4672,22,3284,22
133,4666,25,3287,22
134,4664,25,3289,22
135,4660,24,3294,22
136,4656,22,3300,22
137,4652,20,3306,22
138,4650,16,3312,22
139,4646,18,3314,22
140,4646,14,3318,22
141,4643,13,3322,22
142,4642,10,3326,22
143,4640,10,3328,22
144,4640,6,3332,22
145,4640,6,3332,22
146,4639,4,3335,22
147,4639,3,3336,22
148,4638,2,3338,22
149,4638,2,3338,22
150,4638,2,3338,22
151,4638,1,3339,22
152,4638,1,3339,22
153,4638,0,3340,22
