,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7994,4,0,2
2,7986,8,0,6
3,7974,15,0,11
4,7961,25,0,14
5,7939,41,1,19
6,7920,55,4,21
7,7902,69,8,21
8,7881,81,15,23
9,7858,92,25,25
10,7834,97,42,27
11,7804,109,59,28
12,7773,121,77,29
13,7737,136,96,31
14,7705,144,117,34
15,7668,155,139,38
16,7639,153,168,40
17,7610,150,198,42
18,7580,144,232,44
19,7543,149,261,47
20,7497,159,294,50
21,7451,176,321,52
22,7406,192,348,54
23,7360,207,376,57
24,7309,220,410,61
25,7267,217,453,63
26,7217,221,497,65
27,7160,231,540,69
28,7104,243,583,70
29,7046,251,630,73
30,6991,264,670,75
31,6939,266,718,77
32,6889,262,771,78
33,6840,254,826,80
34,6791,246,881,82
35,6735,247,934,84
36,6666,264,984,86
37,6597,283,1033,87
38,6533,299,1080,88
39,6468,315,1127,90
40,6403,323,1181,93
41,6341,317,1248,94
42,6266,323,1316,95
43,6180,344,1379,97
44,6090,369,1442,99
45,6012,383,1504,101
46,5926,407,1565,102
47,5833,424,1639,104
48,5734,437,1723,106
49,5637,444,1811,108
50,5583,421,1887,109
51,5539,379,1972,110
52,5501,325,2063,111
53,5467,261,2160,112
54,5439,193,2255,113
55,5412,165,2308,115
56,5392,141,2351,116
57,5375,120,2388,117
58,5354,107,2421,118
59,5337,96,2448,119
60,5316,91,2473,120
61,5298,88,2492,122
62,5285,85,2508,122
63,5277,72,2528,123
64,5269,63,2544,124
65,5260,51,2564,125
66,5250,45,2580,125
67,5240,41,2593,126
68,5232,41,2600,127
69,5223,42,2607,128
70,5212,45,2615,128
71,5199,47,2625,129
72,5194,43,2634,129
73,5186,43,2641,130
74,5177,43,2649,131
75,5171,37,2660,132
76,5166,30,2672,132
77,5160,30,2677,133
78,5156,26,2684,134
79,5153,20,2692,135
80,5148,19,2697,136
81,5142,20,2702,136
82,5136,20,2707,137
83,5133,19,2710,138
84,5132,18,2712,138
85,5130,15,2716,139
86,5128,11,2722,139
87,5125,9,2727,139
88,5122,9,2729,140
89,5120,10,2730,140
90,5119,9,2731,141
91,5116,9,2733,142
92,5113,9,2736,142
93,5111,9,2738,142
94,5110,8,2740,142
95,5108,10,2740,142
96,5106,10,2742,142
97,5106,7,2745,142
98,5105,6,2747,142
99,5105,5,2748,142
100,5105,3,2750,142
101,5105,1,2752,142
102,5105,1,2752,142
103,5105,0,2753,142
