,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7997,3,0,0
2,7994,6,0,0
3,7989,11,0,0
4,7982,18,0,0
5,7974,25,1,0
6,7965,32,3,0
7,7955,39,6,0
8,7946,43,11,0
9,7929,53,18,0
10,7910,64,26,0
11,7883,82,35,0
12,7858,97,45,0
13,7837,109,54,0
14,7815,114,71,0
15,7793,117,90,0
16,7757,126,117,0
17,7729,129,142,0
18,7694,143,163,0
19,7659,156,185,0
20,7617,176,207,0
21,7571,186,243,0
22,7532,197,271,0
23,7478,216,306,0
24,7426,233,341,0
25,7377,240,383,0
26,7333,238,429,0
27,7284,248,468,0
28,7231,247,522,0
29,7174,252,574,0
30,7121,256,623,0
31,7068,265,667,0
32,7013,271,716,0
33,6955,276,769,0
34,6900,274,826,0
35,6848,273,879,0
36,6784,284,932,0
37,6710,303,987,0
38,6636,319,1045,0
39,6558,342,1100,0
40,6476,372,1152,0
41,6394,390,1216,0
42,6307,403,1290,0
43,6215,418,1364,3
44,6136,418,1442,4
45,6057,414,1524,5
46,5970,419,1606,5
47,5885,416,1693,6
48,5791,420,1782,7
49,5703,428,1860,9
50,5637,415,1938,10
51,5586,379,2025,10
52,5544,337,2109,10
53,5504,284,2202,10
54,5473,229,2288,10
55,5441,196,2353,10
56,5416,170,2404,10
57,5394,148,2446,12
58,5377,124,2486,13
59,5358,112,2517,13
60,5341,97,2549,13
61,5329,84,2574,13
62,5314,77,2594,15
63,5297,78,2610,15
64,5280,76,2629,15
65,5267,72,2646,15
66,5257,70,2658,15
67,5245,68,2671,16
68,5232,64,2688,16
69,5222,57,2705,16
70,5214,52,2718,16
71,5207,49,2728,16
72,5197,48,2739,16
73,5187,45,2752,16
74,5177,45,2762,16
75,5170,44,2770,16
76,5165,42,2777,16
77,5157,40,2787,16
78,5153,34,2797,16
79,5149,28,2807,16
80,5147,23,2814,16
81,5144,21,2819,16
82,5139,18,2827,16
83,5137,16,2831,16
84,5136,13,2835,16
85,5136,11,2837,16
86,5136,8,2840,16
87,5135,4,2845,16
88,5134,3,2847,16
89,5134,2,2848,16
90,5134,2,2848,16
91,5134,2,2848,16
92,5134,1,2849,16
93,5134,0,2850,16
