,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,3,0,2
2,7985,6,0,9
3,7978,11,0,11
4,7962,20,0,18
5,7951,29,1,19
6,7931,41,3,25
7,7914,53,6,27
8,7888,67,11,34
9,7865,78,20,37
10,7841,87,30,42
11,7818,93,44,45
12,7788,103,59,50
13,7760,108,78,54
14,7731,113,98,58
15,7700,122,117,61
16,7663,135,137,65
17,7623,149,162,66
18,7583,161,186,70
19,7550,168,211,71
20,7517,171,239,73
21,7470,184,272,74
22,7423,190,311,76
23,7368,205,347,80
24,7315,224,379,82
25,7260,245,410,85
26,7203,253,456,88
27,7146,264,501,89
28,7080,274,552,94
29,7017,286,603,94
30,6962,286,655,97
31,6922,270,709,99
32,6886,249,765,100
33,6857,215,826,102
34,6826,183,889,102
35,6791,166,941,102
36,6746,171,979,104
37,6708,174,1014,104
38,6668,185,1041,106
39,6623,199,1072,106
40,6568,218,1107,107
41,6504,237,1150,109
42,6435,267,1188,110
43,6366,298,1226,110
44,6294,325,1271,110
45,6219,345,1325,111
46,6151,350,1387,112
47,6077,355,1455,113
48,5997,365,1524,114
49,5919,370,1596,115
50,5849,365,1670,116
51,5786,361,1737,116
52,5730,342,1810,118
53,5677,316,1889,118
54,5633,282,1966,119
55,5607,239,2035,119
56,5585,196,2098,121
57,5559,168,2152,121
58,5532,140,2205,123
59,5509,120,2248,123
60,5485,116,2274,125
61,5467,114,2294,125
62,5447,106,2320,127
63,5434,94,2345,127
64,5427,77,2368,128
65,5423,58,2390,129
66,5418,44,2408,130
67,5408,35,2426,131
68,5404,25,2439,132
69,5398,24,2445,133
70,5393,25,2448,134
71,5388,25,2452,135
72,5385,18,2461,136
73,5383,17,2464,136
74,5382,12,2469,137
75,5382,8,2473,137
76,5380,5,2477,138
77,5380,3,2479,138
78,5379,1,2481,139
79,5379,1,2481,139
80,5378,1,2481,140
81,5378,0,2482,140
