,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,3,0,1
2,7992,4,0,4
3,7983,8,0,9
4,7975,15,0,10
5,7959,25,1,15
6,7945,33,3,19
7,7931,44,4,21
8,7909,57,8,26
9,7887,70,15,28
10,7863,81,26,30
11,7835,96,36,33
12,7813,103,48,36
13,7789,110,65,36
14,7759,117,85,39
15,7726,128,107,39
16,7687,140,132,41
17,7644,162,151,43
18,7604,176,175,45
19,7564,188,202,46
20,7522,194,235,49
21,7472,205,272,51
22,7421,214,313,52
23,7365,230,351,54
24,7313,241,390,56
25,7259,252,429,60
26,7201,261,477,61
27,7141,270,527,62
28,7078,276,581,65
29,7017,287,631,65
30,6951,299,681,69
31,6892,300,738,70
32,6836,294,797,73
33,6778,290,857,75
34,6721,285,918,76
35,6668,275,980,77
36,6615,269,1038,78
37,6556,274,1091,79
38,6504,267,1147,82
39,6451,264,1203,82
40,6382,278,1255,85
41,6318,288,1307,87
42,6257,289,1365,89
43,6193,303,1414,90
44,6122,319,1467,92
45,6054,320,1533,93
46,5967,344,1595,94
47,5872,377,1654,97
48,5787,398,1717,98
49,5698,416,1786,100
50,5623,422,1853,102
51,5561,397,1939,103
52,5508,358,2031,103
53,5446,333,2115,106
54,5396,295,2202,107
55,5342,275,2275,108
56,5292,263,2336,109
57,5263,237,2389,111
58,5234,206,2448,112
59,5210,179,2497,114
60,5194,140,2550,116
61,5177,107,2599,117
62,5156,98,2626,120
63,5143,82,2654,121
64,5131,71,2676,122
65,5121,65,2690,124
66,5110,58,2706,126
67,5102,48,2724,126
68,5095,42,2736,127
69,5088,37,2747,128
70,5084,31,2755,130
71,5082,24,2764,130
72,5075,21,2772,132
73,5070,19,2778,133
74,5067,16,2784,133
75,5063,17,2786,134
76,5061,16,2788,135
77,5056,14,2793,137
78,5054,12,2797,137
79,5052,9,2800,139
80,5050,8,2803,139
81,5046,9,2804,141
82,5044,8,2807,141
83,5041,9,2809,141
84,5037,12,2809,142
85,5035,12,2811,142
86,5031,13,2813,143
87,5029,13,2815,143
88,5026,11,2818,145
89,5025,8,2821,146
90,5022,8,2823,147
91,5019,7,2826,148
92,5015,8,2828,149
93,5011,10,2829,150
94,5007,12,2829,152
95,5005,12,2831,152
96,5003,12,2833,152
97,5000,12,2836,152
98,4998,11,2839,152
99,4996,11,2841,152
100,4995,10,2843,152
101,4995,8,2845,152
102,4994,6,2848,152
103,4994,4,2850,152
104,4993,3,2852,152
105,4993,2,2853,152
106,4993,2,2853,152
107,4993,1,2854,152
108,4993,1,2854,152
109,4993,0,2855,152
