,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7992,8,0,0
3,7986,14,0,0
4,7980,20,0,0
5,7971,28,1,0
6,7960,35,4,1
7,7950,41,8,1
8,7936,48,14,2
9,7921,57,20,2
10,7906,63,29,2
11,7887,70,39,4
12,7868,78,49,5
13,7843,90,62,5
14,7815,103,77,5
15,7782,121,92,5
16,7755,131,109,5
17,7727,141,127,5
18,7694,149,152,5
19,7658,157,180,5
20,7625,157,213,5
21,7593,162,240,5
22,7551,176,268,5
23,7507,187,301,5
24,7459,199,337,5
25,7425,199,370,6
26,7386,202,402,10
27,7343,202,444,11
28,7296,204,488,12
29,7246,206,536,12
30,7189,230,569,12
31,7129,255,604,12
32,7065,277,646,12
33,6996,297,692,15
34,6944,298,742,16
35,6885,300,799,16
36,6818,306,859,17
37,6744,315,923,18
38,6666,327,989,18
39,6592,349,1040,19
40,6511,371,1099,19
41,6428,388,1165,19
42,6345,397,1238,20
43,6260,404,1316,20
44,6167,423,1389,21
45,6072,434,1470,24
46,5978,445,1553,24
47,5894,446,1635,25
48,5801,454,1720,25
49,5704,459,1812,25
50,5645,426,1904,25
51,5603,374,1998,25
52,5580,314,2081,25
53,5563,238,2174,25
54,5545,159,2271,25
55,5529,116,2330,25
56,5518,85,2372,25
57,5511,69,2395,25
58,5505,58,2412,25
59,5496,49,2430,25
60,5490,39,2446,25
61,5480,38,2457,25
62,5473,38,2464,25
63,5468,37,2470,25
64,5460,36,2479,25
65,5453,37,2485,25
66,5444,36,2495,25
67,5438,35,2502,25
68,5433,35,2507,25
69,5428,32,2515,25
70,5422,31,2522,25
71,5418,26,2531,25
72,5414,24,2537,25
73,5408,25,2542,25
74,5403,25,2547,25
75,5398,24,2553,25
76,5398,20,2557,25
77,5395,19,2561,25
78,5394,14,2567,25
79,5393,10,2572,25
80,5391,7,2577,25
81,5389,9,2577,25
82,5388,7,2580,25
83,5388,6,2581,25
84,5387,6,2582,25
85,5385,6,2584,25
86,5384,5,2586,25
87,5383,5,2587,25
88,5383,5,2587,25
89,5383,4,2588,25
90,5382,3,2590,25
91,5382,2,2591,25
92,5382,1,2592,25
93,5382,1,2592,25
94,5382,1,2592,25
95,5382,0,2593,25
