,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,4,0,3
2,7981,10,0,9
3,7969,18,0,13
4,7955,26,0,19
5,7943,34,1,22
6,7927,42,4,27
7,7909,50,10,31
8,7880,66,18,36
9,7857,77,26,40
10,7829,91,35,45
11,7803,101,46,50
12,7773,113,60,54
13,7736,121,84,59
14,7701,135,103,61
15,7660,149,126,65
16,7619,167,147,67
17,7572,183,173,72
18,7530,191,205,74
19,7479,205,238,78
20,7426,218,275,81
21,7370,232,314,84
22,7318,238,356,88
23,7269,244,396,91
24,7216,247,443,94
25,7157,254,493,96
26,7099,256,546,99
27,7037,268,594,101
28,6976,280,640,104
29,6904,302,690,104
30,6859,289,747,105
31,6819,273,802,106
32,6771,259,862,108
33,6728,243,920,109
34,6680,217,992,111
35,6633,220,1036,111
36,6578,233,1075,114
37,6511,253,1121,115
38,6428,293,1163,116
39,6349,325,1209,117
40,6255,370,1256,119
41,6158,414,1308,120
42,6067,438,1374,121
43,5978,442,1456,124
44,5888,454,1534,124
45,5787,462,1626,125
46,5685,465,1722,128
47,5592,468,1812,128
48,5493,479,1898,130
49,5400,482,1988,130
50,5345,435,2088,132
51,5309,372,2187,132
52,5267,320,2280,133
53,5235,253,2377,135
54,5209,186,2470,135
55,5192,148,2523,137
56,5173,130,2559,138
57,5163,97,2600,140
58,5157,73,2630,140
59,5152,51,2656,141
60,5146,41,2671,142
61,5139,28,2689,144
62,5131,27,2697,145
63,5124,26,2703,147
64,5117,28,2707,148
65,5113,27,2712,148
66,5106,27,2717,150
67,5100,26,2724,150
68,5091,28,2729,152
69,5087,26,2735,152
70,5083,25,2739,153
71,5079,23,2744,154
72,5076,19,2750,155
73,5071,16,2757,156
74,5069,13,2761,157
75,5067,12,2764,157
76,5066,9,2767,158
77,5065,7,2769,159
78,5064,4,2773,159
79,5063,3,2774,160
80,5063,1,2776,160
81,5063,1,2776,160
82,5063,1,2776,160
83,5063,0,2777,160
