,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7998,2,0,0
2,7997,3,0,0
3,7994,6,0,0
4,7990,10,0,0
5,7983,16,1,0
6,7974,24,2,0
7,7965,32,3,0
8,7953,41,6,0
9,7940,50,10,0
10,7921,62,17,0
11,7905,69,26,0
12,7881,83,35,1
13,7853,98,47,2
14,7830,108,60,2
15,7802,116,79,3
16,7768,133,95,4
17,7734,144,118,4
18,7691,160,145,4
19,7652,175,168,5
20,7611,189,195,5
21,7573,194,228,5
22,7531,202,262,5
23,7485,205,305,5
24,7439,213,343,5
25,7383,228,384,5
26,7326,247,422,5
27,7269,262,464,5
28,7209,276,510,5
29,7158,281,556,5
30,7107,272,612,9
31,7047,273,669,11
32,6992,269,726,13
33,6936,263,786,15
34,6874,271,837,18
35,6807,288,884,21
36,6736,300,942,22
37,6664,319,995,22
38,6583,341,1049,27
39,6501,364,1108,27
40,6424,376,1172,28
41,6348,382,1242,28
42,6264,391,1314,31
43,6185,393,1390,32
44,6106,388,1472,34
45,6025,391,1548,36
46,5939,401,1624,36
47,5833,426,1705,36
48,5726,455,1783,36
49,5621,483,1860,36
50,5514,511,1939,36
51,5423,516,2025,36
52,5364,469,2131,36
53,5330,396,2238,36
54,5300,321,2343,36
55,5273,241,2450,36
56,5251,172,2541,36
57,5231,133,2600,36
58,5211,117,2634,38
59,5193,105,2664,38
60,5174,97,2691,38
61,5152,97,2713,38
62,5131,98,2733,38
63,5112,99,2751,38
64,5093,100,2769,38
65,5076,98,2788,38
66,5059,93,2810,38
67,5045,86,2831,38
68,5029,83,2850,38
69,5015,78,2869,38
70,5001,75,2886,38
71,4984,75,2903,38
72,4969,76,2917,38
73,4954,75,2933,38
74,4942,73,2947,38
75,4929,72,2961,38
76,4912,72,2978,38
77,4902,67,2993,38
78,4888,66,3008,38
79,4872,70,3020,38
80,4860,69,3033,38
81,4853,59,3050,38
82,4846,56,3060,38
83,4837,51,3074,38
84,4830,42,3090,38
85,4825,35,3102,38
86,4822,31,3109,38
87,4817,29,3116,38
88,4814,23,3125,38
89,4808,22,3132,38
90,4800,25,3137,38
91,4793,29,3140,38
92,4788,29,3145,38
93,4783,31,3148,38
94,4778,30,3154,38
95,4774,26,3162,38
96,4769,24,3169,38
97,4767,21,3174,38
98,4766,17,3179,38
99,4766,12,3184,38
100,4766,8,3188,38
101,4766,3,3193,38
102,4766,1,3195,38
103,4766,0,3196,38
