,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7991,9,0,0
3,7984,16,0,0
4,7976,24,0,0
5,7969,30,1,0
6,7958,38,4,0
7,7944,47,9,0
8,7927,57,16,0
9,7908,68,24,0
10,7888,81,31,0
11,7858,99,42,1
12,7826,116,56,2
13,7794,130,73,3
14,7764,141,92,3
15,7732,153,112,3
16,7694,162,141,3
17,7653,172,172,3
18,7623,171,203,3
19,7584,180,233,3
20,7543,189,265,3
21,7499,195,303,3
22,7452,201,344,3
23,7399,224,374,3
24,7350,234,413,3
25,7289,254,454,3
26,7233,266,498,3
27,7177,275,545,3
28,7108,291,598,3
29,7035,315,647,3
30,6976,313,708,3
31,6915,318,764,3
32,6841,336,820,3
33,6771,337,889,3
34,6696,339,962,3
35,6620,356,1021,3
36,6541,374,1082,3
37,6458,383,1156,3
38,6375,396,1226,3
39,6298,395,1301,6
40,6219,397,1377,7
41,6139,396,1456,9
42,6059,391,1539,11
43,5976,389,1622,13
44,5883,408,1696,13
45,5785,428,1774,13
46,5682,451,1852,15
47,5584,471,1930,15
48,5481,493,2011,15
49,5373,507,2104,16
50,5320,461,2202,17
51,5278,401,2303,18
52,5244,337,2401,18
53,5219,259,2504,18
54,5198,173,2611,18
55,5182,137,2663,18
56,5165,113,2704,18
57,5140,104,2738,18
58,5119,100,2763,18
59,5099,99,2784,18
60,5083,99,2800,18
61,5072,93,2817,18
62,5058,82,2842,18
63,5051,68,2863,18
64,5047,52,2883,18
65,5038,45,2899,18
66,5027,45,2910,18
67,5021,37,2924,18
68,5017,34,2931,18
69,5008,38,2935,19
70,5000,37,2944,19
71,4994,32,2955,19
72,4988,32,2961,19
73,4976,39,2965,20
74,4968,39,2973,20
75,4958,39,2981,22
76,4953,37,2987,23
77,4948,36,2993,23
78,4945,28,3004,23
79,4942,23,3012,23
80,4940,17,3020,23
81,4937,16,3024,23
82,4935,13,3029,23
83,4933,12,3032,23
84,4930,12,3035,23
85,4926,14,3037,23
86,4922,15,3040,23
87,4918,17,3042,23
88,4915,18,3044,23
89,4911,19,3047,23
90,4905,21,3051,23
91,4900,22,3055,23
92,4897,21,3059,23
93,4894,21,3062,23
94,4890,21,3066,23
95,4887,18,3072,23
96,4885,15,3077,23
97,4882,15,3080,23
98,4878,16,3083,23
99,4874,16,3087,23
100,4867,20,3090,23
101,4864,21,3092,23
102,4862,20,3095,23
103,4861,17,3099,23
104,4858,16,3103,23
105,4853,14,3110,23
106,4852,12,3113,23
107,4852,10,3115,23
108,4850,11,3116,23
109,4849,9,3119,23
110,4848,5,3124,23
111,4846,6,3125,23
112,4843,9,3125,23
113,4842,8,3127,23
114,4842,7,3128,23
115,4842,6,3129,23
116,4841,5,3131,23
117,4841,2,3134,23
118,4841,1,3135,23
119,4841,1,3135,23
120,4841,1,3135,23
121,4841,0,3136,23
