,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7995,2,0,3
2,7989,5,0,6
3,7976,11,0,13
4,7965,19,0,16
5,7945,32,1,22
6,7926,48,2,24
7,7906,59,5,30
8,7887,70,11,32
9,7864,80,19,37
10,7845,84,33,38
11,7826,84,50,40
12,7804,89,64,43
13,7780,94,81,45
14,7748,104,99,49
15,7714,116,117,53
16,7675,135,134,56
17,7640,147,153,60
18,7604,158,175,63
19,7566,166,203,65
20,7523,175,233,69
21,7488,171,269,72
22,7447,179,300,74
23,7402,186,333,79
24,7351,200,369,80
25,7302,207,408,83
26,7251,224,440,85
27,7200,231,479,90
28,7153,237,519,91
29,7098,238,569,95
30,7059,228,615,98
31,7007,228,664,101
32,6964,223,710,103
33,6918,220,756,106
34,6872,212,807,109
35,6823,223,843,111
36,6775,220,892,113
37,6725,227,933,115
38,6671,236,976,117
39,6613,248,1019,120
40,6561,252,1066,121
41,6495,268,1112,125
42,6419,295,1160,126
43,6344,317,1212,127
44,6264,341,1267,128
45,6190,362,1318,130
46,6107,382,1380,131
47,6023,388,1455,134
48,5939,397,1529,135
49,5852,403,1608,137
50,5762,418,1680,140
51,5689,408,1762,141
52,5635,379,1843,143
53,5582,348,1926,144
54,5523,319,2011,147
55,5481,272,2098,149
56,5456,223,2170,151
57,5433,194,2222,151
58,5407,166,2274,153
59,5394,123,2330,153
60,5382,93,2370,155
61,5373,79,2393,155
62,5361,67,2416,156
63,5353,50,2440,157
64,5347,43,2453,157
65,5339,40,2463,158
66,5330,40,2472,158
67,5324,35,2483,158
68,5318,34,2490,158
69,5309,37,2496,158
70,5300,39,2503,158
71,5293,37,2512,158
72,5287,37,2518,158
73,5281,37,2524,158
74,5275,34,2533,158
75,5271,29,2542,158
76,5269,24,2549,158
77,5267,20,2555,158
78,5266,15,2561,158
79,5262,13,2567,158
80,5260,11,2571,158
81,5260,9,2573,158
82,5260,7,2575,158
83,5260,6,2576,158
84,5260,2,2580,158
85,5260,0,2582,158
