,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7993,5,0,2
2,7986,8,0,6
3,7975,13,0,12
4,7964,21,0,15
5,7949,31,1,19
6,7935,37,5,23
7,7922,44,8,26
8,7908,50,13,29
9,7891,56,21,32
10,7870,62,32,36
11,7843,76,42,39
12,7812,93,52,43
13,7780,110,63,47
14,7748,126,77,49
15,7715,139,94,52
16,7679,150,118,53
17,7644,155,145,56
18,7600,169,173,58
19,7564,173,203,60
20,7525,179,233,63
21,7475,190,268,67
22,7422,210,300,68
23,7369,218,342,71
24,7310,240,376,74
25,7252,260,412,76
26,7194,268,458,80
27,7135,272,510,83
28,7074,280,560,86
29,7017,278,616,89
30,6973,264,672,91
31,6937,243,726,94
32,6899,222,782,97
33,6855,206,840,99
34,6808,196,894,102
35,6763,197,936,104
36,6715,211,969,105
37,6663,226,1004,107
38,6607,237,1046,110
39,6550,249,1090,111
40,6498,256,1133,113
41,6441,263,1180,116
42,6367,287,1230,116
43,6281,318,1283,118
44,6187,354,1339,120
45,6087,403,1389,121
46,5977,456,1443,124
47,5868,490,1517,125
48,5761,511,1601,127
49,5660,520,1693,127
50,5595,484,1792,129
51,5550,421,1899,130
52,5518,345,2007,130
53,5492,266,2112,130
54,5468,188,2213,131
55,5453,139,2276,132
56,5444,103,2320,133
57,5432,82,2352,134
58,5422,65,2378,135
59,5408,55,2401,136
60,5393,55,2415,137
61,5385,54,2423,138
62,5377,50,2434,139
63,5370,47,2443,140
64,5363,40,2456,141
65,5356,33,2470,141
66,5348,32,2477,143
67,5343,30,2484,143
68,5337,29,2490,144
69,5330,29,2496,145
70,5323,29,2503,145
71,5318,26,2509,147
72,5313,26,2514,147
73,5307,25,2519,149
74,5304,22,2525,149
75,5300,18,2532,150
76,5297,18,2535,150
77,5295,14,2540,151
78,5292,12,2544,152
79,5288,12,2547,153
80,5281,16,2550,153
81,5273,19,2553,155
82,5269,22,2554,155
83,5262,25,2556,157
84,5260,24,2559,157
85,5255,21,2566,158
86,5251,19,2572,158
87,5248,18,2576,158
88,5246,15,2581,158
89,5242,16,2583,159
90,5241,13,2587,159
91,5239,11,2591,159
92,5237,9,2594,160
93,5237,7,2596,160
94,5236,4,2599,161
95,5235,4,2600,161
96,5233,3,2602,162
97,5231,4,2603,162
98,5230,4,2603,163
99,5230,4,2603,163
100,5230,3,2604,163
101,5230,2,2605,163
102,5230,0,2607,163
