,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7992,3,0,5
2,7987,6,0,7
3,7974,12,0,14
4,7964,19,0,17
5,7949,27,1,23
6,7938,34,3,25
7,7916,47,6,31
8,7896,59,12,33
9,7873,69,19,39
10,7856,76,28,40
11,7837,80,37,46
12,7817,82,53,48
13,7789,88,71,52
14,7761,99,88,52
15,7726,113,104,57
16,7691,135,117,57
17,7654,150,135,61
18,7621,159,159,61
19,7589,160,187,64
20,7553,165,217,65
21,7517,162,252,69
22,7483,161,285,71
23,7437,171,318,74
24,7395,183,347,75
25,7342,197,382,79
26,7298,207,414,81
27,7243,228,446,83
28,7177,248,489,86
29,7100,280,530,90
30,7049,281,579,91
31,6989,296,621,94
32,6933,298,674,95
33,6890,274,737,99
34,6843,248,810,99
35,6799,240,860,101
36,6751,229,917,103
37,6696,228,972,104
38,6635,248,1011,106
39,6570,264,1058,108
40,6499,291,1100,110
41,6421,322,1146,111
42,6334,355,1200,111
43,6243,386,1259,112
44,6151,414,1322,113
45,6051,443,1391,115
46,5949,468,1468,115
47,5844,485,1555,116
48,5743,496,1645,116
49,5638,509,1736,117
50,5556,493,1834,117
51,5484,462,1936,118
52,5423,419,2040,118
53,5399,341,2141,119
54,5369,267,2245,119
55,5353,200,2327,120
56,5337,145,2398,120
57,5326,94,2459,121
58,5318,79,2482,121
59,5308,58,2512,122
60,5302,49,2527,122
61,5292,42,2543,123
62,5283,41,2553,123
63,5273,43,2561,123
64,5266,40,2570,124
65,5260,40,2576,124
66,5252,38,2585,125
67,5240,41,2594,125
68,5231,39,2604,126
69,5227,37,2610,126
70,5224,33,2616,127
71,5221,29,2623,127
72,5218,19,2635,128
73,5213,16,2643,128
74,5207,18,2647,128
75,5203,19,2649,129
76,5201,18,2652,129
77,5200,17,2654,129
78,5199,13,2659,129
79,5198,7,2665,130
80,5197,5,2668,130
81,5195,5,2670,130
82,5192,6,2671,131
83,5190,7,2672,131
84,5187,9,2672,132
85,5185,9,2673,133
86,5184,8,2675,133
87,5184,6,2677,133
88,5183,4,2679,134
89,5180,4,2681,135
90,5180,3,2682,135
91,5180,2,2683,135
92,5180,2,2683,135
93,5180,2,2683,135
94,5180,0,2685,135
