truck_strategy,break_width,num_firetruck,max_speed,wind_dir,steps_to_extinguishment,placed_on_edges,Number_of_steps_to_ExtinguishFire,Number_of_extinguished_firecell,Number_of_burned_out_cell,Number_of_cells_on_fire,Maximum_growthrate_firecell_perstep,Maximum_extinguishedrate_firecell_perstep,Count_healthy_trees,Count_unhealthy_trees,Percentage_damaged_burnedtrees
Goes to the biggest fire,0,10,20,↗ North/East,6,0,61.18181818181818,191.0909090909091,1944.090909090909,2135.181818181818,22.90909090909091,8.090909090909092,4266.272727272727,2133.7272727272725,26.67159090909091
Goes to the biggest fire,0,10,20,↗ North/East,6,1,63.90909090909091,237.27272727272728,1946.8181818181818,2184.090909090909,26.09090909090909,9.0,4216.545454545455,2183.4545454545455,27.29318181818182
Goes to the biggest fire,0,10,20,↘ South/East,1,0,6.0,5.545454545454546,1.0,6.545454545454546,3.3636363636363638,4.545454545454546,6397.818181818182,2.1818181818181817,0.02727272727272727
Goes to the biggest fire,0,10,20,↘ South/East,1,1,6.0,10.454545454545455,1.0,11.454545454545455,5.090909090909091,10.272727272727273,6393.454545454545,6.545454545454546,0.08181818181818182
Goes to the biggest fire,0,10,20,↘ South/East,2,0,6.0,5.090909090909091,1.0,6.090909090909091,3.090909090909091,3.8181818181818183,6398.272727272727,1.7272727272727273,0.02159090909090909
Goes to the biggest fire,0,10,20,↘ South/East,2,1,6.0,16.09090909090909,1.0,17.09090909090909,6.545454545454546,12.636363636363637,6390.818181818182,9.181818181818182,0.11477272727272726
Goes to the biggest fire,0,10,20,↘ South/East,6,0,61.63636363636363,226.8181818181818,1788.909090909091,2015.7272727272727,24.0,8.363636363636363,4386.454545454545,2013.5454545454545,25.169318181818184
Goes to the biggest fire,0,10,20,↘ South/East,6,1,82.0,314.72727272727275,2442.909090909091,2757.6363636363635,29.09090909090909,9.636363636363637,3643.0,2757.0,34.4625
Goes to the biggest fire,0,10,20,↙ South/West,1,0,6.0,4.0,1.0,5.0,2.909090909090909,3.272727272727273,6398.272727272727,1.7272727272727273,0.02159090909090909
Goes to the biggest fire,0,10,20,↙ South/West,1,1,6.0,12.636363636363637,1.0,13.636363636363637,5.636363636363637,12.090909090909092,6392.363636363636,7.636363636363637,0.09545454545454546
Goes to the biggest fire,0,10,20,↙ South/West,2,0,6.0,6.090909090909091,1.0,7.090909090909091,3.727272727272727,4.090909090909091,6397.818181818182,2.1818181818181817,0.02727272727272727
Goes to the biggest fire,0,10,20,↙ South/West,2,1,6.0,13.0,1.0,14.0,5.636363636363637,11.727272727272727,6391.636363636364,8.363636363636363,0.10454545454545454
Goes to the biggest fire,0,10,20,↙ South/West,6,0,71.63636363636364,290.27272727272725,2146.0,2436.2727272727275,24.636363636363637,9.181818181818182,3966.0,2434.0,30.425
Goes to the biggest fire,0,10,20,↙ South/West,6,1,78.45454545454545,299.1818181818182,2470.2727272727275,2769.4545454545455,26.272727272727273,9.454545454545455,3632.0,2768.0,34.6
Goes to the biggest fire,0,10,25,↖ North/West,1,0,6.0,4.0,1.0,5.0,2.727272727272727,3.1818181818181817,6398.545454545455,1.4545454545454546,0.018181818181818184
Goes to the biggest fire,0,10,25,↖ North/West,1,1,6.0,6.181818181818182,1.0,7.181818181818182,3.5454545454545454,5.545454545454546,6397.0,3.0,0.0375
Goes to the biggest fire,0,10,25,↖ North/West,2,0,6.0,4.909090909090909,1.0,5.909090909090909,3.3636363636363638,3.8181818181818183,6398.272727272727,1.7272727272727273,0.02159090909090909
Goes to the biggest fire,0,10,25,↖ North/West,2,1,6.0,6.545454545454546,1.0,7.545454545454546,3.5454545454545454,5.7272727272727275,6396.545454545455,3.4545454545454546,0.04318181818181818
Goes to the biggest fire,0,10,25,↖ North/West,6,0,73.27272727272727,266.09090909090907,2267.5454545454545,2533.6363636363635,24.09090909090909,9.454545454545455,3869.6363636363635,2530.3636363636365,31.629545454545454
Goes to the biggest fire,0,10,25,↖ North/West,6,1,70.0909090909091,265.3636363636364,2103.5454545454545,2368.909090909091,26.181818181818183,8.727272727272727,4032.3636363636365,2367.6363636363635,29.595454545454547
Goes to the biggest fire,0,10,25,↗ North/East,1,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.6363636363636362,2.6363636363636362,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,25,↗ North/East,1,1,6.0,6.545454545454546,1.0,7.545454545454546,3.8181818181818183,6.2727272727272725,6396.545454545455,3.4545454545454546,0.04318181818181818
Goes to the biggest fire,0,10,25,↗ North/East,2,0,6.0,5.0,1.0,6.0,2.8181818181818183,3.8181818181818183,6397.818181818182,2.1818181818181817,0.02727272727272727
Goes to the biggest fire,0,10,25,↗ North/East,2,1,6.0,7.2727272727272725,1.0,8.272727272727273,4.181818181818182,6.636363636363637,6396.272727272727,3.727272727272727,0.046590909090909086
Goes to the biggest fire,0,10,25,↗ North/East,6,0,63.81818181818182,209.54545454545453,2054.6363636363635,2264.181818181818,24.818181818181817,8.636363636363637,4137.727272727273,2262.2727272727275,28.27840909090909
Goes to the biggest fire,0,10,25,↗ North/East,6,1,62.0,225.8181818181818,1907.7272727272727,2133.5454545454545,23.818181818181817,7.909090909090909,4268.727272727273,2131.2727272727275,26.64090909090909
Goes to the biggest fire,0,10,25,↘ South/East,1,0,6.0,3.8181818181818183,1.0,4.818181818181818,2.727272727272727,3.1818181818181817,6398.545454545455,1.4545454545454546,0.018181818181818184
Goes to the biggest fire,0,10,25,↘ South/East,1,1,6.0,7.363636363636363,1.0,8.363636363636363,4.454545454545454,7.090909090909091,6396.363636363636,3.6363636363636362,0.045454545454545456
Goes to the biggest fire,0,10,25,↘ South/East,2,0,6.0,4.909090909090909,1.0,5.909090909090909,3.0,4.090909090909091,6397.909090909091,2.090909090909091,0.026136363636363638
Goes to the biggest fire,0,10,25,↘ South/East,2,1,6.0,7.0,1.0,8.0,4.181818181818182,6.181818181818182,6396.818181818182,3.1818181818181817,0.03977272727272727
Goes to the biggest fire,0,10,25,↘ South/East,6,0,64.9090909090909,232.1818181818182,1836.4545454545455,2068.6363636363635,21.636363636363637,8.181818181818182,4333.818181818182,2066.181818181818,25.827272727272728
Goes to the biggest fire,0,10,25,↘ South/East,6,1,81.0909090909091,308.0,2383.4545454545455,2691.4545454545455,30.09090909090909,9.727272727272727,3710.4545454545455,2689.5454545454545,33.61931818181818
Goes to the biggest fire,0,10,25,↙ South/West,1,0,6.0,3.090909090909091,1.0,4.090909090909091,2.5454545454545454,2.5454545454545454,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,25,↙ South/West,1,1,6.0,8.0,1.0,9.0,4.636363636363637,7.363636363636363,6396.272727272727,3.727272727272727,0.046590909090909086
Goes to the biggest fire,0,10,25,↙ South/West,2,0,6.0,4.818181818181818,1.0,5.818181818181818,3.090909090909091,3.727272727272727,6398.363636363636,1.6363636363636365,0.020454545454545454
Goes to the biggest fire,0,10,25,↙ South/West,2,1,6.0,6.7272727272727275,1.0,7.7272727272727275,3.8181818181818183,6.090909090909091,6396.636363636364,3.3636363636363638,0.042045454545454546
Goes to the biggest fire,0,10,25,↙ South/West,6,0,78.27272727272727,308.45454545454544,2282.3636363636365,2590.818181818182,26.727272727272727,8.363636363636363,3811.909090909091,2588.090909090909,32.351136363636364
Goes to the biggest fire,0,10,25,↙ South/West,6,1,56.81818181818182,234.72727272727272,1709.909090909091,1944.6363636363637,22.0,8.090909090909092,4458.090909090909,1941.909090909091,24.273863636363636
Goes to the biggest fire,0,10,30,↖ North/West,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.5454545454545454,2.5454545454545454,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↖ North/West,1,1,6.0,6.909090909090909,1.0,7.909090909090909,3.8181818181818183,6.2727272727272725,6396.545454545455,3.4545454545454546,0.04318181818181818
Goes to the biggest fire,0,10,30,↖ North/West,2,0,6.0,4.545454545454546,1.0,5.545454545454546,3.3636363636363638,3.8181818181818183,6398.545454545455,1.4545454545454546,0.018181818181818184
Goes to the biggest fire,0,10,30,↖ North/West,2,1,6.0,7.2727272727272725,1.0,8.272727272727273,4.0,6.545454545454546,6396.454545454545,3.5454545454545454,0.04431818181818182
Goes to the biggest fire,0,10,30,↖ North/West,6,0,57.18181818181818,215.0909090909091,1733.3636363636363,1948.4545454545455,21.727272727272727,8.272727272727273,4454.636363636364,1945.3636363636363,24.317045454545454
Goes to the biggest fire,0,10,30,↖ North/West,6,1,63.72727272727273,247.27272727272728,1949.1818181818182,2196.4545454545455,23.90909090909091,9.545454545454545,4206.090909090909,2193.909090909091,27.423863636363638
Goes to the biggest fire,0,10,30,↗ North/East,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.8181818181818183,2.8181818181818183,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↗ North/East,1,1,6.0,7.363636363636363,1.0,8.363636363636363,4.2727272727272725,7.090909090909091,6396.181818181818,3.8181818181818183,0.04772727272727273
Goes to the biggest fire,0,10,30,↗ North/East,2,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.5454545454545454,2.5454545454545454,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↗ North/East,2,1,6.0,6.090909090909091,1.0,7.090909090909091,3.4545454545454546,5.363636363636363,6397.0,3.0,0.0375
Goes to the biggest fire,0,10,30,↗ North/East,6,0,61.0,205.9090909090909,1858.6363636363637,2064.5454545454545,24.09090909090909,7.818181818181818,4337.727272727273,2062.2727272727275,25.77840909090909
Goes to the biggest fire,0,10,30,↗ North/East,6,1,74.18181818181819,277.27272727272725,2240.3636363636365,2517.6363636363635,28.09090909090909,8.909090909090908,3884.181818181818,2515.818181818182,31.447727272727274
Goes to the biggest fire,0,10,30,↘ South/East,1,0,6.0,3.3636363636363638,1.0,4.363636363636363,2.090909090909091,2.090909090909091,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↘ South/East,1,1,6.0,7.545454545454546,1.0,8.545454545454545,4.0,6.545454545454546,6396.454545454545,3.5454545454545454,0.04431818181818182
Goes to the biggest fire,0,10,30,↘ South/East,2,0,6.0,3.909090909090909,1.0,4.909090909090909,2.4545454545454546,2.909090909090909,6398.545454545455,1.4545454545454546,0.018181818181818184
Goes to the biggest fire,0,10,30,↘ South/East,2,1,6.0,6.909090909090909,1.0,7.909090909090909,3.727272727272727,6.2727272727272725,6396.454545454545,3.5454545454545454,0.04431818181818182
Goes to the biggest fire,0,10,30,↘ South/East,6,0,59.81818181818182,235.9090909090909,1748.8181818181818,1984.7272727272727,21.272727272727273,7.818181818181818,4417.818181818182,1982.1818181818182,24.777272727272727
Goes to the biggest fire,0,10,30,↘ South/East,6,1,72.81818181818181,276.90909090909093,2215.5454545454545,2492.4545454545455,26.0,9.454545454545455,3909.5454545454545,2490.4545454545455,31.130681818181817
Goes to the biggest fire,0,10,30,↙ South/West,1,0,6.0,3.909090909090909,1.0,4.909090909090909,2.727272727272727,2.727272727272727,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↙ South/West,1,1,6.0,6.818181818181818,1.0,7.818181818181818,3.909090909090909,6.090909090909091,6396.818181818182,3.1818181818181817,0.03977272727272727
Goes to the biggest fire,0,10,30,↙ South/West,2,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Goes to the biggest fire,0,10,30,↙ South/West,2,1,6.0,8.090909090909092,1.0,9.090909090909092,4.7272727272727275,7.545454545454546,6396.181818181818,3.8181818181818183,0.04772727272727273
Goes to the biggest fire,0,10,30,↙ South/West,6,0,85.72727272727273,347.1818181818182,2519.090909090909,2866.2727272727275,29.181818181818183,9.727272727272727,3536.2727272727275,2863.7272727272725,35.79659090909091
Goes to the biggest fire,0,10,30,↙ South/West,6,1,38.81818181818182,137.9090909090909,1129.909090909091,1267.8181818181818,14.0,6.7272727272727275,5135.818181818182,1264.1818181818182,15.802272727272726
Goes to the biggest fire,0,30,15,↖ North/West,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.5454545454545454,2.6363636363636362,6398.909090909091,1.0909090909090908,0.01363636363636364
Goes to the biggest fire,0,30,15,↖ North/West,1,1,6.0,15.636363636363637,1.0,16.636363636363637,5.545454545454546,13.272727272727273,6389.454545454545,10.545454545454545,0.1318181818181818
Goes to the biggest fire,0,30,15,↖ North/West,2,0,6.0,3.5454545454545454,1.0,4.545454545454546,2.4545454545454546,2.727272727272727,6398.727272727273,1.2727272727272727,0.01590909090909091
Goes to the biggest fire,0,30,15,↖ North/West,2,1,6.0,16.272727272727273,1.0,17.272727272727273,5.909090909090909,14.181818181818182,6389.545454545455,10.454545454545455,0.13068181818181818
Goes to the biggest fire,0,30,15,↖ North/West,6,0,6.0,10.545454545454545,1.0,11.545454545454545,4.454545454545454,6.181818181818182,6394.636363636364,5.363636363636363,0.06704545454545455
Goes to the biggest fire,0,30,15,↖ North/West,6,1,6.363636363636363,27.636363636363637,1.0,28.636363636363637,8.272727272727273,14.363636363636363,6381.818181818182,18.181818181818183,0.22727272727272727
Goes to the biggest fire,0,30,15,↗ North/East,1,0,6.0,3.090909090909091,1.0,4.090909090909091,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,15,↗ North/East,1,1,6.0,14.272727272727273,1.0,15.272727272727273,6.181818181818182,8.909090909090908,6391.181818181818,8.818181818181818,0.11022727272727272
Goes to the biggest fire,0,30,15,↗ North/East,2,0,6.0,4.636363636363637,1.0,5.636363636363637,3.090909090909091,4.090909090909091,6397.818181818182,2.1818181818181817,0.02727272727272727
Goes to the biggest fire,0,30,15,↗ North/East,2,1,6.0,15.636363636363637,1.0,16.636363636363637,6.181818181818182,11.454545454545455,6390.636363636364,9.363636363636363,0.11704545454545454
Goes to the biggest fire,0,30,15,↗ North/East,6,0,6.0,10.090909090909092,1.0,11.090909090909092,4.363636363636363,5.818181818181818,6394.454545454545,5.545454545454546,0.06931818181818182
Goes to the biggest fire,0,30,15,↗ North/East,6,1,11.181818181818182,104.18181818181819,103.81818181818181,208.0,10.272727272727273,15.363636363636363,6203.363636363636,196.63636363636363,2.457954545454545
Goes to the biggest fire,0,30,15,↘ South/East,1,0,6.0,3.8181818181818183,1.0,4.818181818181818,3.090909090909091,3.272727272727273,6398.818181818182,1.1818181818181819,0.014772727272727272
Goes to the biggest fire,0,30,15,↘ South/East,1,1,6.0,17.727272727272727,1.0,18.727272727272727,6.090909090909091,14.545454545454545,6388.818181818182,11.181818181818182,0.13977272727272727
Goes to the biggest fire,0,30,15,↘ South/East,2,0,6.0,4.636363636363637,1.0,5.636363636363637,3.0,3.272727272727273,6398.545454545455,1.4545454545454546,0.018181818181818184
Goes to the biggest fire,0,30,15,↘ South/East,2,1,6.0,18.636363636363637,1.0,19.636363636363637,6.454545454545454,16.181818181818183,6387.818181818182,12.181818181818182,0.15227272727272728
Goes to the biggest fire,0,30,15,↘ South/East,6,0,6.0,12.0,1.0,13.0,5.7272727272727275,8.545454545454545,6393.636363636364,6.363636363636363,0.07954545454545454
Goes to the biggest fire,0,30,15,↘ South/East,6,1,6.818181818181818,34.09090909090909,1.0,35.09090909090909,8.909090909090908,16.272727272727273,6376.545454545455,23.454545454545453,0.2931818181818182
Goes to the biggest fire,0,30,15,↙ South/West,1,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.6363636363636362,2.6363636363636362,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,15,↙ South/West,1,1,6.0,19.181818181818183,1.0,20.181818181818183,8.090909090909092,19.181818181818183,6387.909090909091,12.090909090909092,0.15113636363636362
Goes to the biggest fire,0,30,15,↙ South/West,2,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.8181818181818183,2.909090909090909,6398.909090909091,1.0909090909090908,0.01363636363636364
Goes to the biggest fire,0,30,15,↙ South/West,2,1,6.0,17.90909090909091,1.0,18.90909090909091,7.454545454545454,17.90909090909091,6388.272727272727,11.727272727272727,0.1465909090909091
Goes to the biggest fire,0,30,15,↙ South/West,6,0,6.0,11.636363636363637,1.0,12.636363636363637,4.818181818181818,7.090909090909091,6394.090909090909,5.909090909090909,0.07386363636363637
Goes to the biggest fire,0,30,15,↙ South/West,6,1,6.2727272727272725,25.636363636363637,1.0,26.636363636363637,7.7272727272727275,14.272727272727273,6383.727272727273,16.272727272727273,0.20340909090909093
Goes to the biggest fire,0,30,20,↖ North/West,1,0,6.0,3.909090909090909,1.0,4.909090909090909,2.8181818181818183,2.8181818181818183,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↖ North/West,1,1,6.0,12.636363636363637,1.0,13.636363636363637,6.0,12.272727272727273,6392.727272727273,7.2727272727272725,0.09090909090909091
Goes to the biggest fire,0,30,20,↖ North/West,2,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.727272727272727,2.909090909090909,6398.818181818182,1.1818181818181819,0.014772727272727272
Goes to the biggest fire,0,30,20,↖ North/West,2,1,6.0,13.727272727272727,1.0,14.727272727272727,6.7272727272727275,13.727272727272727,6391.727272727273,8.272727272727273,0.10340909090909091
Goes to the biggest fire,0,30,20,↖ North/West,6,0,6.0,6.0,1.0,7.0,3.6363636363636362,4.7272727272727275,6397.454545454545,2.5454545454545454,0.03181818181818182
Goes to the biggest fire,0,30,20,↖ North/West,6,1,6.0,16.636363636363637,1.0,17.636363636363637,5.818181818181818,10.727272727272727,6389.272727272727,10.727272727272727,0.1340909090909091
Goes to the biggest fire,0,30,20,↗ North/East,1,0,6.0,3.6363636363636362,1.0,4.636363636363637,2.727272727272727,2.727272727272727,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↗ North/East,1,1,6.0,12.818181818181818,1.0,13.818181818181818,5.363636363636363,12.454545454545455,6391.727272727273,8.272727272727273,0.10340909090909091
Goes to the biggest fire,0,30,20,↗ North/East,2,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.4545454545454546,2.4545454545454546,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↗ North/East,2,1,6.0,12.545454545454545,1.0,13.545454545454545,6.0,12.454545454545455,6392.363636363636,7.636363636363637,0.09545454545454546
Goes to the biggest fire,0,30,20,↗ North/East,6,0,6.0,5.818181818181818,1.0,6.818181818181818,3.1818181818181817,3.8181818181818183,6397.636363636364,2.3636363636363638,0.029545454545454545
Goes to the biggest fire,0,30,20,↗ North/East,6,1,6.0,13.272727272727273,1.0,14.272727272727273,5.090909090909091,10.454545454545455,6391.909090909091,8.090909090909092,0.10113636363636364
Goes to the biggest fire,0,30,20,↘ South/East,1,0,6.0,4.0,1.0,5.0,3.1818181818181817,3.1818181818181817,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↘ South/East,1,1,6.0,14.818181818181818,1.0,15.818181818181818,6.909090909090909,14.363636363636363,6391.454545454545,8.545454545454545,0.10681818181818183
Goes to the biggest fire,0,30,20,↘ South/East,2,0,6.0,3.3636363636363638,1.0,4.363636363636363,2.272727272727273,2.272727272727273,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↘ South/East,2,1,6.0,14.272727272727273,1.0,15.272727272727273,6.2727272727272725,13.909090909090908,6391.363636363636,8.636363636363637,0.10795454545454546
Goes to the biggest fire,0,30,20,↘ South/East,6,0,6.0,5.090909090909091,1.0,6.090909090909091,2.727272727272727,4.090909090909091,6397.636363636364,2.3636363636363638,0.029545454545454545
Goes to the biggest fire,0,30,20,↘ South/East,6,1,6.0,14.181818181818182,1.0,15.181818181818182,5.545454545454546,10.363636363636363,6391.272727272727,8.727272727272727,0.10909090909090909
Goes to the biggest fire,0,30,20,↙ South/West,1,0,6.0,3.909090909090909,1.0,4.909090909090909,3.0,3.0,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↙ South/West,1,1,6.0,12.727272727272727,1.0,13.727272727272727,5.7272727272727275,12.454545454545455,6392.272727272727,7.7272727272727275,0.09659090909090909
Goes to the biggest fire,0,30,20,↙ South/West,2,0,6.0,3.727272727272727,1.0,4.7272727272727275,2.8181818181818183,2.8181818181818183,6399.0,1.0,0.0125
Goes to the biggest fire,0,30,20,↙ South/West,2,1,6.0,14.636363636363637,1.0,15.636363636363637,7.090909090909091,14.363636363636363,6391.727272727273,8.272727272727273,0.10340909090909091
Goes to the biggest fire,0,30,20,↙ South/West,6,0,6.0,7.545454545454546,1.0,8.545454545454545,4.090909090909091,5.545454545454546,6397.0,3.0,0.0375
Goes to the biggest fire,0,30,20,↙ South/West,6,1,6.090909090909091,16.636363636363637,1.0,17.636363636363637,6.2727272727272725,12.454545454545455,6389.909090909091,10.090909090909092,0.12613636363636363
Goes to the biggest fire,0,30,25,↖ North/West,1,0,6.0,3.272727272727273,1.0,4.2727272727272725,2.1818181818181817,2.1818181818181817,6399.0,1.0,0.0125
