truck_strategy,break_width,num_firetruck,max_speed,wind_dir,steps_to_extinguishment,placed_on_edges,Number_of_steps_to_ExtinguishFire,Number_of_extinguished_firecell,Number_of_burned_out_cell,Number_of_cells_on_fire,Maximum_growthrate_firecell_perstep,Maximum_extinguishedrate_firecell_perstep,Count_healthy_trees,Count_unhealthy_trees,Percentage_damaged_burnedtrees
Optimized Parallel attack,0,10,25,↗ North/East,1,0,6.0,4.909090909090909,1.0,5.909090909090909,3.090909090909091,3.727272727272727,6398.181818181818,1.8181818181818181,0.022727272727272728
Optimized Parallel attack,0,10,25,↗ North/East,1,1,6.0,7.545454545454546,1.0,8.545454545454545,4.454545454545454,7.181818181818182,6396.181818181818,3.8181818181818183,0.04772727272727273
Optimized Parallel attack,0,10,25,↗ North/East,2,0,6.2727272727272725,7.363636363636363,1.0909090909090908,8.454545454545455,3.3636363636363638,4.545454545454546,6396.545454545455,3.4545454545454546,0.04318181818181818
Optimized Parallel attack,0,10,25,↗ North/East,2,1,6.0,7.7272727272727275,1.0,8.727272727272727,4.181818181818182,6.454545454545454,6396.181818181818,3.8181818181818183,0.04772727272727273
Optimized Parallel attack,0,10,25,↗ North/East,6,0,81.18181818181819,108.0909090909091,2493.090909090909,2601.181818181818,23.727272727272727,6.545454545454546,3806.0,2594.0,32.425000000000004
Optimized Parallel attack,0,10,25,↗ North/East,6,1,80.9090909090909,95.54545454545455,2736.2727272727275,2831.818181818182,24.818181818181817,7.818181818181818,3572.5454545454545,2827.4545454545455,35.34318181818182
Optimized Parallel attack,0,10,25,↘ South/East,1,0,6.0,4.363636363636363,1.0,5.363636363636363,2.727272727272727,3.3636363636363638,6398.272727272727,1.7272727272727273,0.02159090909090909
Optimized Parallel attack,0,10,25,↘ South/East,1,1,6.0,7.090909090909091,1.0,8.090909090909092,4.181818181818182,6.636363636363637,6396.545454545455,3.4545454545454546,0.04318181818181818
Optimized Parallel attack,0,10,25,↘ South/East,2,0,6.0,5.7272727272727275,1.0,6.7272727272727275,3.3636363636363638,4.454545454545454,6397.636363636364,2.3636363636363638,0.029545454545454545
Optimized Parallel attack,0,10,25,↘ South/East,2,1,6.0,7.363636363636363,1.0,8.363636363636363,4.0,6.0,6396.727272727273,3.272727272727273,0.04090909090909091
Optimized Parallel attack,0,10,25,↘ South/East,6,0,75.0,101.0909090909091,2422.7272727272725,2523.818181818182,23.636363636363637,7.181818181818182,3886.4545454545455,2513.5454545454545,31.419318181818184
Optimized Parallel attack,0,10,25,↘ South/East,6,1,87.63636363636364,97.9090909090909,2946.090909090909,3044.0,25.727272727272727,7.545454545454546,3361.090909090909,3038.909090909091,37.98636363636364
Optimized Parallel attack,0,10,25,↙ South/West,1,0,6.0,3.4545454545454546,1.0,4.454545454545454,2.5454545454545454,2.4545454545454546,6398.818181818182,1.1818181818181819,0.014772727272727272
