truck_strategy,break_width,num_firetruck,max_speed,wind_dir,steps_to_extinguish_1_cell,placed_on_edges,Number_of_steps_to_ExtinguishFire,Number_of_extinguished_firecell,Number_of_burned_out_cell,Number_of_cells_on_fire,Maximum_growthrate_firecell_perstep,Maximum_extinguishedrate_firecell_perstep,Count_healthy_trees,Count_unhealthy_trees,Percentage_damaged_burnedtrees
Indirect attack,1,10,20,↘ South/East,1,0,92.09090909,110.5454545,2823.636364,3034.181818,23.72727273,6.727272727,3522.090909,2877.909091,35.97386364
Indirect attack,1,10,20,↘ South/East,1,1,79.27272727,119.7272727,1657.090909,1876.818182,20.36363636,6,4702.909091,1697.090909,21.21363636
Indirect attack,1,10,20,↘ South/East,2,0,102.9090909,107.2727273,2277.181818,2484.454545,22.36363636,5.181818182,4074.090909,2325.909091,29.07386364
Indirect attack,1,10,20,↘ South/East,2,1,117.8181818,152.1818182,2888.727273,3140.909091,24.36363636,6.272727273,3414.727273,2985.272727,37.31590909
Indirect attack,1,10,20,↘ South/East,6,0,95.81818182,78,2746,2924,20.45454545,4.909090909,3616.454545,2783.545455,34.79431818
Indirect attack,1,10,20,↘ South/East,6,1,102.7272727,81.18181818,3109,3290.181818,22,5.272727273,3236.454545,3163.545455,39.54431818
Indirect attack,1,10,20,↙ South/West,1,0,83.63636364,96.72727273,2176.909091,2373.636364,21.72727273,4.727272727,4184.818182,2215.181818,27.68977273
Indirect attack,1,10,20,↙ South/West,1,1,109,71.27272727,2706.727273,2878,19.90909091,6.272727273,3656,2744,34.3
Indirect attack,1,10,20,↙ South/West,2,0,98.36363636,112,2713.909091,2925.909091,22.81818182,6.545454545,3610.545455,2789.454545,34.86818182
Indirect attack,1,10,20,↙ South/West,2,1,100.3636364,108.1818182,1689,1897.181818,20.27272727,5.363636364,4668.636364,1731.363636,21.64204545
Indirect attack,1,10,20,↙ South/West,6,0,99,84.54545455,2955.818182,3140.363636,24.09090909,4.909090909,3402.727273,2997.272727,37.46590909
Indirect attack,1,10,20,↙ South/West,6,1,81.54545455,78.09090909,1816.272727,1994.363636,20.63636364,4.545454545,4555.363636,1844.636364,23.05795455
Indirect attack,1,10,25,↖ North/West,1,0,94.27272727,82.45454545,1979.090909,2161.545455,16.72727273,5.090909091,4390.727273,2009.272727,25.11590909
Indirect attack,1,10,25,↖ North/West,1,1,106.5454545,139.4545455,2775.181818,3014.636364,23.54545455,5.818181818,3569.818182,2830.181818,35.37727273
Indirect attack,1,10,25,↖ North/West,2,0,92.81818182,96.54545455,2642.454545,2839,22.81818182,5.727272727,3699.363636,2700.636364,33.75795455
Indirect attack,1,10,25,↖ North/West,2,1,107.3636364,137.9090909,2769,3006.909091,25.27272727,5.363636364,3556.454545,2843.545455,35.54431818
Indirect attack,1,10,25,↖ North/West,6,0,93.36363636,55.81818182,1808.090909,1963.909091,17.18181818,4.272727273,4569.545455,1830.454545,22.88068182
Indirect attack,1,10,25,↖ North/West,6,1,103.0909091,71.90909091,3047.363636,3219.272727,22.09090909,4.181818182,3312.181818,3087.818182,38.59772727
Indirect attack,1,10,25,↗ North/East,1,0,97.63636364,78,1739.090909,1917.090909,17.72727273,5.272727273,4634.272727,1765.727273,22.07159091
Indirect attack,1,10,25,↗ North/East,1,1,74.54545455,128.2727273,1310.363636,1538.636364,21.18181818,6.545454545,5046.272727,1353.727273,16.92159091
Indirect attack,1,10,25,↗ North/East,2,0,122.5454545,116.4545455,3054.909091,3271.363636,26.18181818,5.181818182,3275.181818,3124.818182,39.06022727
Indirect attack,1,10,25,↗ North/East,2,1,102.7272727,163.3636364,3285.636364,3549,25.90909091,7.181818182,3006.909091,3393.090909,42.41363636
Indirect attack,1,10,25,↗ North/East,6,0,87.27272727,83.45454545,2086.545455,2270,20.63636364,4.909090909,4276.636364,2123.363636,26.54204545
Indirect attack,1,10,25,↗ North/East,6,1,97.81818182,84.90909091,2472.818182,2657.727273,22.45454545,4.909090909,3894.545455,2505.454545,31.31818182
Indirect attack,1,10,25,↘ South/East,1,0,95.81818182,108.8181818,2861.636364,3070.454545,23.27272727,5.545454545,3477,2923,36.5375
Indirect attack,1,10,25,↘ South/East,1,1,98.63636364,139.3636364,3664.909091,3904.272727,27.54545455,6.181818182,2658.909091,3741.090909,46.76363636
Indirect attack,1,10,25,↘ South/East,2,0,102.4545455,106.0909091,2295.545455,2501.636364,21.81818182,5.545454545,4048.272727,2351.727273,29.39659091
Indirect attack,1,10,25,↘ South/East,2,1,81,82.63636364,1179.636364,1362.272727,18.18181818,4.272727273,5201.090909,1198.909091,14.98636364
Indirect attack,1,10,25,↘ South/East,6,0,111.3636364,89.09090909,2709.818182,2898.909091,24.63636364,4.727272727,3652.727273,2747.272727,34.34090909
Indirect attack,1,10,25,↘ South/East,6,1,93.27272727,73.63636364,1899.818182,2073.454545,20.54545455,4.272727273,4475.363636,1924.636364,24.05795455
Indirect attack,1,10,25,↙ South/West,1,0,85,86.45454545,1617.636364,1804.090909,18.63636364,5.181818182,4761.727273,1638.272727,20.47840909
Indirect attack,1,10,25,↙ South/West,1,1,86.09090909,104.5454545,1720,1924.545455,22.09090909,5.181818182,4657.363636,1742.636364,21.78295455
Indirect attack,1,10,25,↙ South/West,2,0,98.27272727,97.09090909,1922.090909,2119.181818,21,6.454545455,4437.636364,1962.363636,24.52954545
Indirect attack,1,10,25,↙ South/West,2,1,99.54545455,112.9090909,2875.181818,3088.090909,24.18181818,5.636363636,3464.909091,2935.090909,36.68863636
Indirect attack,1,10,25,↙ South/West,6,0,86.36363636,67.81818182,1967.545455,2135.363636,18.72727273,4.545454545,4396,2004,25.05
Indirect attack,1,10,25,↙ South/West,6,1,117.5454545,96,3154.181818,3350.181818,22.45454545,5.090909091,3196.090909,3203.909091,40.04886364
Indirect attack,1,10,30,↖ North/West,1,0,115.9090909,96.54545455,2646.727273,2843.272727,22.54545455,6.090909091,3713.909091,2686.090909,33.57613636
Indirect attack,1,10,30,↖ North/West,1,1,101.5454545,193.7272727,2985,3278.727273,24,8.454545455,3315.545455,3084.454545,38.55568182
Indirect attack,1,10,30,↖ North/West,2,0,109.4545455,98.81818182,2574.727273,2773.545455,23.81818182,5.727272727,3781.727273,2618.272727,32.72840909
Indirect attack,1,10,30,↖ North/West,2,1,84.54545455,132.9090909,1675,1907.909091,18.45454545,4.818181818,4643,1757,21.9625
Indirect attack,1,10,30,↖ North/West,6,0,96.72727273,78.90909091,2883.181818,3062.090909,25.54545455,4.363636364,3472.636364,2927.363636,36.59204545
Indirect attack,1,10,30,↖ North/West,6,1,111.1818182,97.18181818,3159.454545,3356.636364,26.54545455,5.454545455,3195.272727,3204.727273,40.05909091
Indirect attack,1,10,30,↗ North/East,1,0,92.81818182,79.72727273,1861.636364,2041.363636,19.90909091,5.818181818,4508.727273,1891.272727,23.64090909
Indirect attack,1,10,30,↗ North/East,1,1,83.45454545,146.1818182,2308.272727,2554.454545,19.36363636,7.727272727,4009,2391,29.8875
Indirect attack,1,10,30,↗ North/East,2,0,83.45454545,65,1533.090909,1698.090909,19.27272727,4.545454545,4848.454545,1551.545455,19.39431818
Indirect attack,1,10,30,↗ North/East,2,1,82.27272727,99.81818182,2218.727273,2418.545455,23.18181818,5.727272727,4139.909091,2260.090909,28.25113636
Indirect attack,1,10,30,↗ North/East,6,0,121.9090909,71.36363636,2942.454545,3113.818182,22.54545455,4.727272727,3420.363636,2979.636364,37.24545455
Indirect attack,1,10,30,↗ North/East,6,1,110.7272727,87.45454545,2953.727273,3141.181818,22.90909091,4.727272727,3403,2997,37.4625
Indirect attack,1,10,30,↘ South/East,1,0,87.90909091,149,2207.090909,2456.090909,21.27272727,7.090909091,4130.727273,2269.272727,28.36590909
Indirect attack,1,10,30,↘ South/East,1,1,79.45454545,118.8181818,1893.272727,2112.090909,19.27272727,7,4458.454545,1941.545455,24.26931818
Indirect attack,1,10,30,↘ South/East,2,0,122.4545455,102.0909091,3067.727273,3269.818182,23.18181818,4.727272727,3268.909091,3131.090909,39.13863636
Indirect attack,1,10,30,↘ South/East,2,1,112.6363636,74.72727273,2347.090909,2521.818182,20.09090909,5,4024,2376,29.7
Indirect attack,1,10,30,↘ South/East,6,0,102.1818182,73.72727273,1919,2092.727273,18.90909091,4.545454545,4450.545455,1949.454545,24.36818182
Indirect attack,1,10,30,↘ South/East,6,1,107.9090909,83.54545455,2034.454545,2218,19.72727273,5.181818182,4340.545455,2059.454545,25.74318182
Indirect attack,1,10,30,↙ South/West,1,0,75.81818182,96.45454545,1485.909091,1682.363636,20.27272727,5.727272727,4884.909091,1515.090909,18.93863636
Indirect attack,1,10,30,↙ South/West,1,1,92.27272727,130.0909091,2263.727273,2493.818182,20.81818182,5.818181818,4084,2316,28.95
Indirect attack,1,10,30,↙ South/West,2,0,96.63636364,98.36363636,3365.454545,3563.818182,24.63636364,4.818181818,2965.272727,3434.727273,42.93409091
Indirect attack,1,10,30,↙ South/West,2,1,110,141.2727273,2544.454545,2785.727273,23.72727273,6.909090909,3777.727273,2622.272727,32.77840909
Indirect attack,1,10,30,↙ South/West,6,0,119.0909091,72.54545455,3809.181818,3981.727273,26.63636364,4.454545455,2533.363636,3866.636364,48.33295455
Indirect attack,1,10,30,↙ South/West,6,1,83.90909091,92.90909091,2054.818182,2247.727273,18,5.090909091,4314.727273,2085.272727,26.06590909
Indirect attack,1,30,15,↖ North/West,1,0,82.09090909,132.2727273,1865.454545,2097.727273,21.36363636,10,4487,1913,23.9125
Indirect attack,1,30,15,↖ North/West,1,1,80.54545455,125.1818182,1687.272727,1912.454545,22.36363636,11.36363636,4680.545455,1719.454545,21.49318182
Indirect attack,1,30,15,↖ North/West,2,0,97,141.8181818,1959.272727,2201.090909,21.54545455,10.90909091,4397.181818,2002.818182,25.03522727
Indirect attack,1,30,15,↖ North/West,2,1,88.90909091,173.6363636,2152.181818,2425.818182,22.09090909,9.545454545,4155.636364,2244.363636,28.05454545
Indirect attack,1,30,15,↖ North/West,6,0,91.27272727,111.6363636,1659.727273,1871.363636,20.81818182,9.545454545,4709.818182,1690.181818,21.12727273
Indirect attack,1,30,15,↖ North/West,6,1,96.27272727,82.27272727,2998.090909,3180.363636,22.45454545,7.454545455,3356.272727,3043.727273,38.04659091
Indirect attack,1,30,15,↗ North/East,1,0,76.18181818,103.1818182,2017.272727,2220.454545,24.09090909,10.72727273,4346.363636,2053.636364,25.67045455
Indirect attack,1,30,15,↗ North/East,1,1,78.27272727,121.2727273,1937.181818,2158.454545,22.18181818,10.18181818,4423.727273,1976.272727,24.70340909
Indirect attack,1,30,15,↗ North/East,2,0,93.81818182,124.4545455,1746.818182,1971.272727,20.27272727,9.181818182,4604.545455,1795.454545,22.44318182
Indirect attack,1,30,15,↗ North/East,2,1,80.45454545,130.8181818,1858.363636,2089.181818,23.09090909,9.545454545,4506.545455,1893.454545,23.66818182
Indirect attack,1,30,15,↗ North/East,6,0,93.90909091,113.1818182,2038.818182,2252,24.63636364,8.636363636,4319.272727,2080.727273,26.00909091
Indirect attack,1,30,15,↗ North/East,6,1,98.27272727,111.2727273,3131.818182,3343.090909,27.18181818,9,3224.090909,3175.909091,39.69886364
Indirect attack,1,30,15,↘ South/East,1,0,125,128.1818182,3019.272727,3247.454545,25.72727273,10.18181818,3335,3065,38.3125
Indirect attack,1,30,15,↘ South/East,1,1,107.9090909,136.8181818,3163.090909,3399.909091,25.27272727,8.909090909,3179.090909,3220.909091,40.26136364
Indirect attack,1,30,15,↘ South/East,2,0,102.7272727,128.8181818,2775.181818,3004,23.36363636,9,3554.090909,2845.909091,35.57386364
Indirect attack,1,30,15,↘ South/East,2,1,98.72727273,171.4545455,3535.818182,3807.272727,28.63636364,9.545454545,2752.545455,3647.454545,45.59318182
Indirect attack,1,30,15,↘ South/East,6,0,101.0909091,95.45454545,2651.363636,2846.818182,25.63636364,9.181818182,3708.363636,2691.636364,33.64545455
Indirect attack,1,30,15,↘ South/East,6,1,91.81818182,123.1818182,1741.090909,1964.272727,23.18181818,9.545454545,4628.454545,1771.545455,22.14431818
Indirect attack,1,30,15,↙ South/West,1,0,76,146,1366,1612,21.18181818,11.45454545,4992.818182,1407.181818,17.58977273
Indirect attack,1,30,15,↙ South/West,1,1,71,113.0909091,1336.727273,1549.818182,22.09090909,9.363636364,5044,1356,16.95
Indirect attack,1,30,15,↙ South/West,2,0,96.63636364,150.0909091,2236.181818,2486.272727,21.72727273,10.18181818,4099.181818,2300.818182,28.76022727
Indirect attack,1,30,15,↙ South/West,2,1,89.81818182,148.7272727,2233.454545,2482.181818,22.63636364,8.545454545,4101.090909,2298.909091,28.73636364
Indirect attack,1,30,15,↙ South/West,6,0,107.8181818,99.27272727,3329.272727,3528.545455,23.81818182,9.090909091,3026.818182,3373.181818,42.16477273
Indirect attack,1,30,15,↙ South/West,6,1,97.27272727,133.0909091,2311.272727,2544.363636,21.81818182,9,4039.818182,2360.181818,29.50227273
Indirect attack,1,30,20,↖ North/West,1,0,65.81818182,97.09090909,1073.636364,1270.727273,18.54545455,9.272727273,5306.909091,1093.090909,13.66363636
Indirect attack,1,30,20,↖ North/West,1,1,113.9090909,97.09090909,2188.090909,2385.181818,20.90909091,9.727272727,4178.090909,2221.909091,27.77386364
Indirect attack,1,30,20,↖ North/West,2,0,101.9090909,120.8181818,2695.272727,2916.090909,23.72727273,10,3647.545455,2752.454545,34.40568182
Indirect attack,1,30,20,↖ North/West,2,1,89.09090909,109.3636364,2116.181818,2325.545455,21.90909091,7.181818182,4237.454545,2162.545455,27.03181818
Indirect attack,1,30,20,↖ North/West,6,0,97.36363636,119.1818182,2872.545455,3091.727273,25.45454545,10.09090909,3480.363636,2919.636364,36.49545455
Indirect attack,1,30,20,↖ North/West,6,1,69,69.45454545,1093.909091,1263.363636,17.81818182,6.545454545,5287.909091,1112.090909,13.90113636
Indirect attack,1,30,20,↗ North/East,1,0,92.72727273,135.3636364,2070.545455,2305.909091,23.81818182,9.454545455,4285,2115,26.4375
Indirect attack,1,30,20,↗ North/East,1,1,76.09090909,136.5454545,1395.272727,1631.818182,20.90909091,9.818181818,4967.454545,1432.545455,17.90681818
Indirect attack,1,30,20,↗ North/East,2,0,75.09090909,127.7272727,1371.090909,1598.818182,20.63636364,9.909090909,4989,1411,17.6375
Indirect attack,1,30,20,↗ North/East,2,1,102.7272727,154.3636364,3345.181818,3599.545455,25.09090909,8.181818182,2958.363636,3441.636364,43.02045455
Indirect attack,1,30,20,↗ North/East,6,0,101.4545455,94.63636364,1714.181818,1908.818182,21.09090909,9.272727273,4656.727273,1743.272727,21.79090909
Indirect attack,1,30,20,↗ North/East,6,1,107,97.81818182,2653,2850.818182,21.18181818,7.181818182,3703.181818,2696.818182,33.71022727
Indirect attack,1,30,20,↘ South/East,1,0,114.1818182,122,3039.818182,3261.818182,26,10.72727273,3303.181818,3096.818182,38.71022727
Indirect attack,1,30,20,↘ South/East,1,1,78.90909091,100.0909091,1425.272727,1625.363636,18.72727273,9.181818182,4949,1451,18.1375
Indirect attack,1,30,20,↘ South/East,2,0,114,147.2727273,3820.181818,4067.454545,27.27272727,10.18181818,2484,3916,48.95
Indirect attack,1,30,20,↘ South/East,2,1,96.36363636,134.3636364,2161.272727,2395.636364,23.72727273,9.272727273,4191.363636,2208.636364,27.60795455
Indirect attack,1,30,20,↘ South/East,6,0,109.9090909,99.90909091,2981.454545,3181.363636,23.36363636,8.181818182,3368.818182,3031.181818,37.88977273
Indirect attack,1,30,20,↘ South/East,6,1,93.72727273,94.27272727,2096.272727,2290.545455,19.45454545,7.818181818,4278.454545,2121.545455,26.51931818
Indirect attack,1,30,20,↙ South/West,1,0,108.7272727,113.4545455,2879.454545,3092.909091,24,9.727272727,3474.272727,2925.727273,36.57159091
Indirect attack,1,30,20,↙ South/West,1,1,106.5454545,150.9090909,2367.909091,2618.818182,23.45454545,10.45454545,3977.181818,2422.818182,30.28522727
Indirect attack,1,30,20,↙ South/West,2,0,92.72727273,180.0909091,2070.090909,2350.181818,22.63636364,11.18181818,4237,2163,27.0375
Indirect attack,1,30,20,↙ South/West,2,1,87.45454545,124.7272727,1698.363636,1923.090909,19.72727273,9.545454545,4654.363636,1745.636364,21.82045455
Indirect attack,1,30,20,↙ South/West,6,0,118.3636364,99.27272727,2743.181818,2942.454545,22.36363636,8.272727273,3609.090909,2790.909091,34.88636364
Indirect attack,1,30,20,↙ South/West,6,1,94.09090909,123.9090909,1769.727273,1993.636364,20.27272727,8.818181818,4582.272727,1817.727273,22.72159091
Indirect attack,1,30,25,↖ North/West,1,0,96.09090909,101.1818182,1848.181818,2049.363636,21.54545455,8.181818182,4512.181818,1887.818182,23.59772727
Indirect attack,1,30,25,↖ North/West,1,1,97.09090909,166.1818182,2083.181818,2349.363636,22.18181818,9.727272727,4266.818182,2133.181818,26.66477273
Indirect attack,1,30,25,↖ North/West,2,0,114.0909091,102.5454545,2173.090909,2375.636364,18.72727273,8.363636364,4181.636364,2218.363636,27.72954545
Indirect attack,1,30,25,↖ North/West,2,1,114.0909091,178.1818182,2654.636364,2932.818182,25.36363636,9.181818182,3646.818182,2753.181818,34.41477273
Indirect attack,1,30,25,↖ North/West,6,0,108.8181818,89.54545455,2187.454545,2377,21.27272727,9.545454545,4182.272727,2217.727273,27.72159091
Indirect attack,1,30,25,↖ North/West,6,1,110,112.2727273,2567,2779.272727,21.54545455,8.363636364,3792.454545,2607.545455,32.59431818
Indirect attack,1,30,25,↗ North/East,1,0,76.09090909,97.81818182,1192.272727,1390.090909,18.72727273,8.545454545,5189.090909,1210.909091,15.13636364
Indirect attack,1,30,25,↗ North/East,1,1,79.81818182,125.3636364,1528.181818,1753.545455,19.81818182,9.454545455,4836.454545,1563.545455,19.54431818
Indirect attack,1,30,25,↗ North/East,2,0,107.1818182,80.09090909,3036.090909,3216.181818,22.36363636,8.909090909,3323.818182,3076.181818,38.45227273
Indirect attack,1,30,25,↗ North/East,2,1,93.63636364,76.90909091,2269.090909,2446,20.45454545,6.272727273,4100.363636,2299.636364,28.74545455
Indirect attack,1,30,25,↗ North/East,6,0,115.6363636,104.2727273,2811.636364,3015.909091,22.45454545,9.363636364,3534.272727,2865.727273,35.82159091
Indirect attack,1,30,25,↗ North/East,6,1,110.8181818,83.81818182,3067.454545,3251.272727,23.81818182,7.454545455,3290.454545,3109.545455,38.86931818
Indirect attack,1,30,25,↘ South/East,1,0,90.90909091,74.72727273,2076.090909,2250.818182,20.90909091,8.272727273,4298,2102,26.275
Indirect attack,1,30,25,↘ South/East,1,1,92.81818182,118.1818182,1712.545455,1930.727273,22.36363636,9.454545455,4657.181818,1742.818182,21.78522727
Indirect attack,1,30,25,↘ South/East,2,0,81.45454545,114.9090909,1969.181818,2184.090909,20.81818182,9.090909091,4376.636364,2023.363636,25.29204545
Indirect attack,1,30,25,↘ South/East,2,1,87.45454545,133.9090909,2345,2578.909091,21.54545455,7.909090909,3981.909091,2418.090909,30.22613636
Indirect attack,1,30,25,↘ South/East,6,0,78.36363636,94.45454545,1610,1804.454545,18.81818182,8.818181818,4763.272727,1636.727273,20.45909091
Indirect attack,1,30,25,↘ South/East,6,1,113.0909091,87.63636364,2085.545455,2273.181818,21.45454545,7.363636364,4287.181818,2112.818182,26.41022727
Indirect attack,1,30,25,↙ South/West,1,0,94.81818182,93.45454545,2437.727273,2631.181818,21.72727273,8.818181818,3932.363636,2467.636364,30.84545455
Indirect attack,1,30,25,↙ South/West,1,1,82.09090909,109,2020.363636,2229.363636,24.90909091,7.727272727,4344.272727,2055.727273,25.69659091
Indirect attack,1,30,25,↙ South/West,2,0,98.36363636,119,1710.272727,1929.272727,19.36363636,9.909090909,4650,1750,21.875
Indirect attack,1,30,25,↙ South/West,2,1,74,90.27272727,954.6363636,1144.909091,16.45454545,7.727272727,5418.090909,981.9090909,12.27386364
Indirect attack,1,30,25,↙ South/West,6,0,97.63636364,108,3080,3288,25.63636364,8.727272727,3280.636364,3119.363636,38.99204545
Indirect attack,1,30,25,↙ South/West,6,1,82.18181818,103.1818182,1858.727273,2061.909091,23.81818182,7.727272727,4517.454545,1882.545455,23.53181818
Indirect attack,1,30,30,↖ North/West,1,0,108.8181818,102.4545455,1949,2151.454545,20.45454545,9.272727273,4417,1983,24.7875
Indirect attack,1,30,30,↖ North/West,1,1,105.5454545,105.8181818,2526.363636,2732.181818,23.36363636,10.27272727,3838.909091,2561.090909,32.01363636
Indirect attack,1,30,30,↖ North/West,2,0,90.90909091,95.63636364,2616.090909,2811.727273,22,8.545454545,3730.272727,2669.727273,33.37159091
Indirect attack,1,30,30,↖ North/West,2,1,71.09090909,112.7272727,1610,1822.727273,19.72727273,9.272727273,4750.636364,1649.363636,20.61704545
Indirect attack,1,30,30,↖ North/West,6,0,102.4545455,97.45454545,2488,2685.454545,24.27272727,8.363636364,3871.181818,2528.818182,31.61022727
Indirect attack,1,30,30,↖ North/West,6,1,80,74.09090909,1618.636364,1792.727273,20.09090909,6.727272727,4761.181818,1638.818182,20.48522727
Indirect attack,1,30,30,↗ North/East,1,0,71.63636364,121.1818182,1732.636364,1953.818182,17.36363636,9.636363636,4617.090909,1782.909091,22.28636364
Indirect attack,1,30,30,↗ North/East,1,1,91.63636364,78.63636364,2895.181818,3073.818182,24.09090909,8.272727273,3465.181818,2934.818182,36.68522727
Indirect attack,1,30,30,↗ North/East,2,0,83.90909091,109.4545455,2056.636364,2266.090909,20.45454545,11.54545455,4298.727273,2101.272727,26.26590909
Indirect attack,1,30,30,↗ North/East,2,1,94.36363636,99.54545455,2567.090909,2766.636364,19.27272727,6.545454545,3763.090909,2636.909091,32.96136364
Indirect attack,1,30,30,↗ North/East,6,0,88,100.9090909,1568.818182,1769.727273,18.72727273,8.727272727,4810.636364,1589.363636,19.86704545
Indirect attack,1,30,30,↗ North/East,6,1,117,91.54545455,2548.454545,2740,20.54545455,6.454545455,3810.454545,2589.545455,32.36931818
Indirect attack,1,30,30,↘ South/East,1,0,45.09090909,100.1818182,840,1040.181818,16.81818182,10.63636364,5534.363636,865.6363636,10.82045455
Indirect attack,1,30,30,↘ South/East,1,1,100.3636364,73.45454545,2506.818182,2680.272727,20.81818182,7.272727273,3860.818182,2539.181818,31.73977273
Indirect attack,1,30,30,↘ South/East,2,0,83.45454545,150.6363636,2146.818182,2397.454545,21.45454545,10.72727273,4183.272727,2216.727273,27.70909091
Indirect attack,1,30,30,↘ South/East,2,1,90.54545455,145.3636364,2526.727273,2772.090909,23.90909091,8.545454545,3793.818182,2606.181818,32.57727273
Indirect attack,1,30,30,↘ South/East,6,0,100.1818182,115.8181818,2347.909091,2563.727273,21.45454545,9.727272727,4021.636364,2378.363636,29.72954545
Indirect attack,1,30,30,↘ South/East,6,1,87.81818182,85.72727273,1246.818182,1432.545455,18,7.272727273,5132.727273,1267.272727,15.84090909
Indirect attack,1,30,30,↙ South/West,1,0,81.72727273,113.6363636,1537,1750.636364,20.81818182,8.818181818,4836,1564,19.55
Indirect attack,1,30,30,↙ South/West,1,1,85.63636364,156.7272727,2161.272727,2418,23,9.727272727,4180.545455,2219.454545,27.74318182
Indirect attack,1,30,30,↙ South/West,2,0,118.6363636,122.6363636,2887.727273,3110.363636,25,9.545454545,3453.363636,2946.636364,36.83295455
Indirect attack,1,30,30,↙ South/West,2,1,111.8181818,117.0909091,3230,3447.090909,26.09090909,9,3108,3292,41.15
Indirect attack,1,30,30,↙ South/West,6,0,102.9090909,121.9090909,2654.727273,2876.636364,23.27272727,9.727272727,3694.636364,2705.363636,33.81704545
Indirect attack,1,30,30,↙ South/West,6,1,80,81.36363636,1971.181818,2152.545455,20.36363636,7.909090909,4400.818182,1999.181818,24.98977273
Indirect attack,1,50,15,↖ North/West,1,0,76.09090909,126.8181818,1346.636364,1573.454545,22.54545455,12.18181818,5024.545455,1375.454545,17.19318182
Indirect attack,1,50,15,↖ North/West,1,1,72.63636364,101.1818182,1328.090909,1529.272727,19.45454545,10.45454545,5049.909091,1350.090909,16.87613636
Indirect attack,1,50,15,↖ North/West,2,0,90.72727273,121.6363636,1758.818182,1980.454545,20.18181818,13.90909091,4601.090909,1798.909091,22.48636364
Indirect attack,1,50,15,↖ North/West,2,1,86.09090909,154.0909091,2070.272727,2324.363636,22.45454545,14.18181818,4281,2119,26.4875
Indirect attack,1,50,15,↖ North/West,6,0,81.54545455,142.4545455,1967.818182,2210.272727,23.27272727,15.63636364,4382.545455,2017.454545,25.21818182
Indirect attack,1,50,15,↖ North/West,6,1,86.18181818,117.7272727,2013.545455,2231.272727,22.45454545,10.36363636,4347.363636,2052.636364,25.65795455
Indirect attack,1,50,15,↗ North/East,1,0,86.54545455,81,1856.090909,2037.090909,22.72727273,11.45454545,4519.363636,1880.636364,23.50795455
Indirect attack,1,50,15,↗ North/East,1,1,90.27272727,121.6363636,2248.818182,2470.454545,22.63636364,12.81818182,4103,2297,28.7125
Indirect attack,1,50,15,↗ North/East,2,0,95.54545455,117.8181818,1772.909091,1990.727273,20.72727273,12.90909091,4601.636364,1798.363636,22.47954545
Indirect attack,1,50,15,↗ North/East,2,1,75.36363636,117,1333.727273,1550.727273,21.18181818,9.363636364,5025.818182,1374.181818,17.17727273
Indirect attack,1,50,15,↗ North/East,6,0,101.2727273,120.2727273,2343.909091,2564.181818,25.36363636,13.54545455,4015.454545,2384.545455,29.80681818
Indirect attack,1,50,15,↗ North/East,6,1,98,115.1818182,1923.272727,2138.454545,20.45454545,11.27272727,4428.181818,1971.818182,24.64772727
Indirect attack,1,50,15,↘ South/East,1,0,81.45454545,111.0909091,1635.636364,1846.727273,22.90909091,14.27272727,4741.818182,1658.181818,20.72727273
Indirect attack,1,50,15,↘ South/East,1,1,94.63636364,162.4545455,1931.454545,2193.909091,25.36363636,15.63636364,4427.272727,1972.727273,24.65909091
Indirect attack,1,50,15,↘ South/East,2,0,87.90909091,120,1802.727273,2022.727273,24.09090909,16.36363636,4569.090909,1830.909091,22.88636364
Indirect attack,1,50,15,↘ South/East,2,1,79.27272727,155.3636364,1666,1921.363636,24.63636364,17.54545455,4684.454545,1715.545455,21.44431818
Indirect attack,1,50,15,↘ South/East,6,0,103,98.90909091,1664.636364,1863.545455,19.63636364,12.18181818,4714,1686,21.075
Indirect attack,1,50,15,↘ South/East,6,1,91.45454545,132.4545455,2460.363636,2692.818182,24.90909091,13.09090909,3877.090909,2522.909091,31.53636364
Indirect attack,1,50,15,↙ South/West,1,0,76.90909091,127.9090909,1502.363636,1730.272727,21.72727273,19.09090909,4857.727273,1542.272727,19.27840909
Indirect attack,1,50,15,↙ South/West,1,1,89.18181818,167.6363636,2086.545455,2354.181818,23.27272727,14.36363636,4257.727273,2142.272727,26.77840909
Indirect attack,1,50,15,↙ South/West,2,0,84.54545455,127.3636364,1567.181818,1794.545455,22.09090909,13.09090909,4810.909091,1589.090909,19.86363636
Indirect attack,1,50,15,↙ South/West,2,1,77.54545455,136.1818182,1861,2097.181818,23.45454545,13.90909091,4492,1908,23.85
Indirect attack,1,50,15,↙ South/West,6,0,74.18181818,89.36363636,1237,1426.363636,19.72727273,11.81818182,5144.818182,1255.181818,15.68977273
Indirect attack,1,50,15,↙ South/West,6,1,70.27272727,115.2727273,1625.454545,1840.727273,21.54545455,10.36363636,4729.454545,1670.545455,20.88181818
Indirect attack,1,50,20,↗ North/East,1,0,102.3636364,114.7272727,2726,2940.727273,22.81818182,17.81818182,3626.181818,2773.818182,34.67272727
Indirect attack,1,50,20,↗ North/East,1,1,93.54545455,134.1818182,1742.636364,1976.818182,21,13.63636364,4617.363636,1782.636364,22.28295455
Indirect attack,1,50,20,↗ North/East,2,0,71,127,1177.636364,1404.636364,19.54545455,16.54545455,5168.545455,1231.454545,15.39318182
