,Fine,On Fire,Burned Out,Extinguished
0,7999,1,0,0
1,7996,4,0,0
2,7991,9,0,0
3,7984,16,0,0
4,7977,23,0,0
5,7968,31,1,0
6,7955,41,4,0
7,7938,53,9,0
8,7924,60,16,0
9,7905,72,23,0
10,7885,83,32,0
11,7861,94,45,0
12,7830,108,62,0
13,7801,123,76,0
14,7771,132,95,2
15,7738,145,115,2
16,7705,153,139,3
17,7670,156,170,4
18,7631,165,199,5
19,7592,176,227,5
20,7546,188,260,6
21,7501,200,292,7
22,7455,211,326,8
23,7409,218,364,9
24,7359,229,403,9
25,7303,240,448,9
26,7241,258,492,9
27,7181,273,537,9
28,7120,289,582,9
29,7060,299,632,9
30,6996,307,688,9
31,6928,313,750,9
32,6854,327,810,9
33,6778,342,871,9
34,6707,353,931,9
35,6631,365,995,9
36,6546,382,1063,9
37,6470,384,1137,9
38,6392,386,1213,9
39,6310,397,1284,9
40,6228,403,1360,9
41,6143,403,1445,9
42,6051,419,1521,9
43,5957,434,1599,10
44,5863,445,1681,11
45,5774,450,1763,13
46,5689,450,1848,13
47,5595,452,1940,13
48,5496,458,2033,13
49,5392,468,2126,14
50,5335,437,2213,15
51,5297,388,2298,17
52,5263,328,2392,17
53,5232,260,2491,17
54,5210,179,2594,17
55,5194,139,2650,17
56,5176,120,2686,18
57,5159,103,2720,18
58,5147,84,2751,18
59,5134,75,2773,18
60,5126,67,2789,18
61,5120,56,2806,18
62,5117,42,2823,18
63,5114,33,2835,18
64,5110,24,2848,18
65,5104,19,2856,21
66,5100,16,2862,22
67,5097,15,2865,23
68,5094,15,2868,23
69,5088,17,2872,23
70,5081,21,2875,23
71,5074,25,2878,23
72,5068,28,2880,24
73,5065,28,2883,24
74,5063,24,2889,24
75,5060,20,2896,24
76,5056,17,2903,24
77,5053,15,2908,24
78,5048,17,2911,24
79,5046,17,2913,24
80,5045,15,2916,24
81,5044,12,2920,24
82,5043,10,2923,24
83,5041,7,2928,24
84,5039,7,2930,24
85,5035,10,2931,24
86,5032,12,2932,24
87,5030,13,2933,24
88,5029,12,2935,24
89,5025,14,2937,24
90,5023,12,2941,24
91,5019,13,2944,24
92,5018,12,2946,24
93,5017,12,2947,24
94,5015,10,2951,24
95,5014,9,2953,24
96,5014,5,2957,24
97,5014,4,2958,24
98,5014,3,2959,24
99,5014,1,2961,24
100,5014,0,2962,24
